"","PARAM","parameter","outer_width","inner_width","point_est","ll","l","m","h","hh","FE","model","CAT"
"62","Inflow","b_logbiomassarea_log_InflowBR",0.9,0.5,"median",-0.374931489706208,-0.220881865450767,-0.116757069398085,-0.00394399761046095,0.169560224110221,"CRYPTIC","Biomass","Intrinsic Connect."
"63","Self Recruit.","b_logbiomassarea_log_SelfR",0.9,0.5,"median",-0.13659794776292,0.0557931426530061,0.183729050693506,0.313735878254271,0.535027154467159,"CRYPTIC","Biomass","Intrinsic Connect."
"64","Gravity Neighb.","b_logbiomassarea_log_grav_neiBR",0.9,0.5,"median",-0.144945093625813,-0.105745213755047,-0.0788283724121048,-0.0530955796403175,-0.0133382467866632,"CRYPTIC","Biomass","Extrinsic Connect."
"65","Inflow Neighb.","b_logbiomassarea_log_InflowNeiBR",0.9,0.5,"median",-0.205928336216437,-0.0828530525029032,-0.00347570342553597,0.0792216802582368,0.220179294463224,"CRYPTIC","Biomass","Extrinsic Connect."
"66","Tot.Gravity x No-Take","b_logbiomassarea_log_grav_total:ClassClosed",0.9,0.5,"median",0.170811526365783,0.274734025654269,0.345274010299978,0.413335893211637,0.517200198229284,"CRYPTIC","Biomass","Human/Env."
"67","Tot.Gravity x Restricted gears","b_logbiomassarea_log_grav_total:ClassRestricted",0.9,0.5,"median",0.0667439661338723,0.166736956992509,0.235600585112724,0.305327477068107,0.407767096367523,"CRYPTIC","Biomass","Human/Env."
"68","Tot.Gravity x Netflow","b_logbiomassarea_log_grav_total:Netflow",0.9,0.5,"median",0.0257811417781026,0.180810947080585,0.284583738289702,0.392112344512988,0.554820922897776,"CRYPTIC","Biomass","Intrinsic Connect."
"69","No-Take x Netflow","b_logbiomassarea_ClassClosed:Netflow",0.9,0.5,"median",-0.433407454976979,0.134828541484307,0.530126911271135,0.914091737660031,1.50572936903355,"CRYPTIC","Biomass","Intrinsic Connect."
"70","Restricted gears x Netflow","b_logbiomassarea_ClassRestricted:Netflow",0.9,0.5,"median",0.0138583526104995,0.542493129836097,0.927614103139435,1.30787205366586,1.86121341208561,"CRYPTIC","Biomass","Intrinsic Connect."
"71","Tot.Gravity x No-Take x Netflow","b_logbiomassarea_log_grav_total:ClassClosed:Netflow",0.9,0.5,"median",-0.672109261044898,-0.450049404649752,-0.291346176383914,-0.13774261451818,0.0912110210841511,"CRYPTIC","Biomass","Intrinsic Connect."
"72","Tot.Gravity x Restricted gears x Netflow","b_logbiomassarea_log_grav_total:ClassRestricted:Netflow",0.9,0.5,"median",-0.685856627893121,-0.470466519233436,-0.323536452866084,-0.180562165843474,0.0314601283709534,"CRYPTIC","Biomass","Intrinsic Connect."
