"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(grav_nei)","cond(grav_total)","cond(InflowMPA)","cond(InflowNei)","cond(Netflow)","cond(Outdegree)","cond(SelfR)","cond(temp)","cond(CorridorIndegree)","cond(Inflow)","cond(OutFlow)","cond(IndegreeNei)","cond(Indegree)","cond(IndegreeMPA)","cond(FE)","AIC","BIC","R2.R2m","R2.R2c","df","logLik","AICc","delta","weight"
"3788",4.02986265891346,"+",0.0804321744009118,NA,NA,0.0853133810117066,NA,NA,NA,-0.0452639434542401,NA,-0.00130806451836279,0.165239982518335,0.0274767146822723,NA,NA,NA,NA,NA,NA,29226.2899208519,29298.5094745141,0.0248639868212355,0.751174143914035,12,-14601.1449604259,29226.3931295849,15.7934410389826,1.12135558496982e-05
"139",4.02906597569561,"+",0.0802261407448294,0.0175428139187232,NA,0.0860774349676505,-0.0159103990085102,NA,0.0349997858100042,-0.0468256190666119,NA,-0.005386387288997,0.164585416862022,NA,NA,NA,NA,-0.00355703849842506,NA,NA,29226.2960126909,29316.5704547686,0.0249426814675927,0.751851152384467,15,-14598.1480063454,29226.4549530883,15.8552645423042,1.08722278973273e-05
"204",3.99672121340624,"+",NA,0.0124988609828366,"+",0.0935139213939715,-0.006779058771993,-0.00651238463620785,NA,-0.0574763726407665,NA,NA,0.172234836709775,0.0247380583468012,NA,0.00779655877904392,NA,NA,NA,NA,29226.2768552727,29322.569593489,0.0268729204145992,0.741959076639103,16,-14597.1384276364,29226.4570473893,15.8573588433792,1.08608489967916e-05
"2065",4.02976075951484,"+",0.080674776695672,0.0142861519987675,NA,0.0844464961795845,NA,-0.00861116033471626,NA,-0.0473460667857984,NA,NA,0.163914201259368,0.028157074231495,NA,NA,NA,NA,NA,NA,29226.3391481295,29304.5769979302,0.0252018209700743,0.751641797149377,13,-14600.1695740647,29226.4595981626,15.8599096166072,1.08470060447987e-05
"1876",4.03019317349852,"+",0.0788772914753962,0.0151103770903373,NA,0.0840214486690326,NA,NA,NA,-0.0477000430944724,NA,NA,0.161997565065651,0.0233345571532204,NA,0.00887156537738854,NA,NA,NA,NA,29226.3735889443,29304.611438745,0.024819175298329,0.751472699333156,13,-14600.1867944721,29226.4940389774,15.8943504314411,1.06618152879812e-05
"106",4.02943362648888,"+",0.0798777619261647,0.0174921302162593,NA,0.0858792925755833,-0.0157355766385534,NA,0.03354672628215,-0.0460409883728516,0.000537919275107167,-0.005171962915792,0.164140934219485,NA,NA,NA,NA,NA,NA,NA,29226.3501593253,29316.624601403,0.0249061903835442,0.751573049464466,15,-14598.1750796626,29226.5090997226,15.9094111766972,1.05818293857723e-05
"2050",4.03031113467451,"+",0.0789460867530414,0.0151662131228553,NA,0.0840155059569291,NA,NA,NA,-0.0427494210109608,NA,NA,0.162734431441599,0.0234515252319962,0.00815576518107792,NA,NA,NA,NA,NA,29226.4147672137,29304.6526170144,0.0249301683128055,0.751186941974941,13,-14600.2073836069,29226.5352172468,15.9355287008912,1.0444542144956e-05
"245",4.02837360141216,"+",0.0802916073776659,0.0176321934595738,NA,0.0842546714005348,NA,-0.0167183086093102,0.0390159965111583,-0.0484991177862858,0.00249146778506275,-0.00295896736547469,0.16309320366074,NA,NA,NA,NA,NA,NA,NA,29226.4030512406,29316.6774933184,0.0252386901035751,0.752017146299428,15,-14598.2015256203,29226.561991638,15.9623030920375,1.03056507738652e-05
"1635",3.98910292036622,"+",NA,NA,"+",0.0975027763463433,-0.00745636044705717,NA,NA,-0.0611694212506829,NA,NA,0.177892997244162,NA,NA,0.0129714073699021,NA,NA,-0.00440543070508564,NA,29226.4724160563,29310.7285619956,0.0260071501602435,0.743510035823314,14,-14599.2362080282,29226.6114428687,16.0117543227134,1.00539616240842e-05
"576",4.02835462583375,"+",0.0816061524568373,NA,NA,0.0871336439827686,-0.0161029875905686,NA,0.0344201565809508,-0.04674035995126,NA,-0.00605095240641646,0.166758344688772,NA,NA,NA,NA,-0.00328309197722312,NA,NA,29226.5072261567,29310.7633720959,0.0247474418124777,0.751865527427247,14,-14599.2536130783,29226.646252969,16.0465644230426,9.88048597317687e-06
"1622",3.99025765934647,"+",NA,NA,"+",0.0976067824840923,-0.00739287881940941,NA,NA,-0.0605088178802063,NA,-0.00316325543552167,0.178221155701868,NA,NA,0.0128333043047,NA,NA,NA,NA,29226.5121076057,29310.7682535449,0.0260373597355288,0.742867754584448,14,-14599.2560538028,29226.651134418,16.0514458720645,9.85639983465329e-06
"198",3.99706834093614,"+",NA,0.0126064828424348,"+",0.0938594644435239,-0.00667169818518366,NA,NA,-0.0556868383318884,NA,-0.000589351143839005,0.172662301622995,0.0233152163036064,NA,0.00609124158729889,NA,NA,NA,NA,29226.4982824329,29322.7910206492,0.0268186023304462,0.741721460927335,16,-14597.2491412165,29226.6784745495,16.0787860035562,9.72257895493531e-06
"1638",3.98957402761033,"+",NA,NA,"+",0.0974576527305533,-0.00740767607544878,-0.00219551668821713,NA,-0.0607297082963143,NA,NA,0.177975612043877,NA,NA,0.012622771612412,NA,NA,NA,NA,29226.5479912841,29310.8041372233,0.0259942473962056,0.743301928645547,14,-14599.2739956421,29226.6870180964,16.0873295504935,9.68113488297509e-06
"464",4.02876847136137,"+",0.0812625530155654,NA,NA,0.0869142890275955,-0.0159360010421183,NA,0.0329737192795894,-0.0461604259665018,0.00111876901082085,-0.00583609501143263,0.166227078181869,NA,NA,NA,NA,NA,NA,NA,29226.5485100253,29310.8046559645,0.0247032098815035,0.751574653170021,14,-14599.2742550126,29226.6875368376,16.0878482916669,9.67862420695223e-06
"222",3.99676370545862,"+",NA,0.0121958540486379,"+",0.0941464726499851,-0.0067399381881485,-0.00491938178153065,NA,-0.0551968811466895,NA,0.00163975895346347,0.173726520845467,0.0265590377303966,NA,NA,NA,NA,NA,NA,29226.5251996074,29322.8179378237,0.0270044792777522,0.741721731308362,16,-14597.2625998037,29226.705391724,16.1057031780947,9.59260338328064e-06
"1527",4.02943847174828,"+",0.0830871875185812,NA,NA,0.0857632903986769,-0.0141153596250531,-0.00970253276264776,NA,-0.0483223003605375,NA,NA,0.16572424162877,0.0297001001245945,NA,NA,NA,NA,NA,NA,29226.6326359951,29304.8704857958,0.0250264312914933,0.752028154497867,13,-14600.3163179975,29226.7530860281,16.1533974822014,9.36655315148121e-06
"848",4.02770021940855,"+",0.0816710805920486,NA,NA,0.0852833203151757,NA,-0.0167198829489031,0.0384329450819449,-0.048608852222408,0.00307917670256871,-0.00361996288453317,0.165195856876056,NA,NA,NA,NA,NA,NA,NA,29226.6384506915,29310.8945966307,0.0250398875672581,0.752015664739889,14,-14599.3192253458,29226.7774775038,16.1777889578843,9.2530148735696e-06
"865",4.02914297582247,"+",0.0824034615767315,0.0135830231997763,NA,0.0838136364704874,NA,NA,NA,-0.0486652889188867,NA,-0.00108431950905468,0.162816641738271,0.035718364753789,NA,NA,NA,NA,-0.0216769676084693,NA,29226.6701814139,29310.9263273531,0.0256679148351669,0.75244206869496,14,-14599.335090707,29226.8092082262,16.2095196802838,9.10737085289902e-06
"2018",4.03017140274018,"+",0.0795174249413228,0.0145748312114164,NA,0.0847718579776387,NA,NA,NA,-0.0455984329012234,NA,-0.000770805161792412,0.163916745394117,0.0257186815240074,NA,NA,NA,NA,NA,NA,29226.7550192376,29304.9928690383,0.0250082819116466,0.751231673870684,13,-14600.3775096188,29226.8754692707,16.2757807247108,8.81058242488499e-06
"2181",3.9895681368944,"+",NA,NA,"+",0.097170565222332,NA,NA,NA,-0.0611995626279988,NA,-0.00347607969522369,0.178006230383908,NA,NA,0.0141796006534424,NA,NA,-0.0045690038386189,NA,29226.7373817998,29310.993527739,0.0261093824541575,0.743013759440942,14,-14599.3686908999,29226.8764086121,16.2767200661874,8.80644532374626e-06
"881",4.02889405017882,"+",0.0810039722859138,0.0171571132010069,NA,0.084471193887854,NA,-0.0104313687755616,NA,-0.0472734346610436,NA,0.000745929680543795,0.165153360573304,NA,NA,NA,0.0335151989864235,NA,NA,NA,29226.7465080826,29311.0026540218,0.02462338600141,0.751674741744212,14,-14599.3732540413,29226.8855348949,16.2858463489865,8.7663518142528e-06
"580",4.02889083961516,"+",0.0848946046089625,NA,NA,0.0851424161455992,-0.0143852670015776,NA,NA,-0.0497256518672813,NA,-0.00193963744745616,0.164620526149925,0.0374577775199531,NA,NA,NA,NA,-0.023066885452832,NA,29226.7813110046,29311.0374569438,0.0255212084806884,0.75279327350996,14,-14599.3906555023,29226.9203378169,16.3206492709396,8.61512409299238e-06
"17",4.02856042042091,"+",0.08191556516043,0.017476940813956,NA,0.0851039437205177,-0.0166035575984288,-0.017634998670698,0.039971099272155,-0.0498225308240398,0.00244169888008026,-0.00329036976175394,0.163564694108514,NA,NA,NA,NA,NA,NA,NA,29226.780896284,29323.0736345003,0.0252064268122876,0.752413703654148,16,-14597.390448142,29226.9610884006,16.3613998546571,8.44136463636755e-06
"2183",3.99001963716638,"+",NA,NA,"+",0.097125097060243,NA,-0.00177788356295,NA,-0.0604982765046144,NA,-0.00295944738207728,0.178076783842639,NA,NA,0.0134804860222713,NA,NA,NA,NA,29226.8289064874,29311.0850524266,0.0260858445297942,0.742836993427586,14,-14599.4144532437,29226.9679332997,16.3682447537467,8.41252387299032e-06
"2115",4.02818237169273,"+",0.0823402511828924,NA,NA,0.0854674311306772,NA,-0.0105046961767061,NA,-0.047225493148502,NA,4.46589290334416e-05,0.167255433461932,NA,NA,NA,0.0333135954614306,NA,NA,NA,29226.8643988941,29305.1022486948,0.0244482745342763,0.751702050586941,13,-14600.4321994471,29226.9848489272,16.3851603812582,8.34167235966964e-06
"80",4.0292178615134,"+",0.0820746812683356,0.0173289854045839,NA,0.0841928368335844,-0.0144323890835542,-0.0138010671559376,NA,-0.0519816843355928,NA,NA,0.163149780788384,NA,NA,0.0119029742934999,0.0314488367725151,NA,NA,NA,29226.8333600913,29317.1078021691,0.0244768902820786,0.752312439886923,15,-14598.4166800457,29226.9923004887,16.3926119427306,8.31065094286798e-06
"3106",4.02631161165484,"+",0.0835617344775837,0.0168534798642311,NA,0.089295289324196,-0.0144755478457649,NA,NA,-0.0502816075428994,NA,NA,0.170217411449792,NA,NA,NA,NA,NA,NA,NA,29226.8908149503,29299.1103686124,0.0248362646571938,0.752742858556689,12,-14601.4454074751,29226.9940236833,16.3943351373564,8.30349359216695e-06
"1292",4.02987731246735,"+",0.0812392008181848,NA,NA,0.0854987150702649,-0.0136976372155043,NA,NA,-0.0480288994696597,NA,NA,0.164145079541687,0.0250940078513355,NA,0.0073750221927657,NA,NA,NA,NA,29226.8985764049,29305.1364262056,0.0246506941665825,0.751779376205428,13,-14600.4492882024,29227.019026438,16.4193378920318,8.20033464352956e-06
"3555",4.02694498673606,"+",0.080762341521372,0.0174907226615677,NA,0.086706119766806,NA,NA,NA,-0.052290259657414,NA,NA,0.165745302605912,NA,NA,0.0150157873561447,NA,NA,NA,NA,29226.9510195151,29299.1705731773,0.0245824563693446,0.752510344437082,12,-14601.4755097575,29227.0542282481,16.454539702172,8.0572641108456e-06
"1512",4.0299661300327,"+",0.0813173842810976,NA,NA,0.0855130345862306,-0.0137211062734299,NA,NA,-0.0439922192312231,NA,NA,0.164792251509334,0.0252596472560833,0.00654669097026575,NA,NA,NA,NA,NA,29226.9429809257,29305.1808307264,0.0247406845140736,0.751542004682493,13,-14600.4714904629,29227.0634309588,16.4637424128632,8.02027494097827e-06
"785",4.0300111718272,"+",0.0791045923008797,0.0173942840843432,NA,0.0841649567542428,NA,NA,NA,-0.0476613516354452,NA,-0.00316736197579121,0.163246822188994,NA,NA,0.00943122809045968,0.0281109362965534,NA,NA,NA,29226.9359543922,29311.1921003314,0.0243774205992666,0.751087266527822,14,-14599.4679771961,29227.0749812045,16.4752926585388,7.97409035718592e-06
"651",3.991010804117,"+",NA,0.0147386551931182,"+",0.096520590249493,-0.00732320769349919,NA,NA,-0.0614114101312034,NA,NA,0.175902259155428,NA,NA,0.0135965002815216,NA,NA,-0.00446821237229465,NA,29226.9232037091,29317.1976457868,0.0261891645789366,0.743380694472271,15,-14598.4616018545,29227.0821441064,16.4824555604864,7.94558262350819e-06
"857",4.0302016761071,"+",0.0792067590389298,0.0174647066861861,NA,0.0841507577530885,NA,NA,NA,-0.0423018886756325,NA,-0.00380814280626805,0.164080427647701,NA,0.00913800115537229,NA,0.0280440400904468,NA,NA,NA,29226.9645594177,29311.2207053569,0.0244938774826678,0.750713551193088,14,-14599.4822797088,29227.10358623,16.5038976840551,7.8608525510394e-06
"3723",4.02713458721513,"+",0.0808640212277651,0.0176260961909506,NA,0.0866759154097655,NA,NA,NA,-0.0437914134214444,NA,NA,0.166964879732834,NA,0.0142018094020398,NA,NA,NA,NA,NA,29227.0160739061,29299.2356275683,0.0247775322610671,0.75202341531459,12,-14601.508036953,29227.1192826391,16.5195940931844,7.79940043199166e-06
"411",4.02842175659523,"+",0.0834367904979185,NA,NA,0.085240697826249,-0.0146522537401738,-0.0138118935779276,NA,-0.0516850816165694,NA,NA,0.165355579419983,NA,NA,0.0111133373914413,0.0314386258167514,NA,NA,NA,29226.9970608393,29311.2532067785,0.0242900301075536,0.752386408983752,14,-14599.4985304196,29227.1360876516,16.5363991056402,7.73414047882675e-06
"126",4.02790257129193,"+",0.0833031929991806,NA,NA,0.0861352802360059,-0.0168050808982689,-0.017647297214696,0.0394039584638598,-0.0499462999875598,0.0030231393031747,-0.00394992201459551,0.165653919413914,NA,NA,NA,NA,NA,NA,NA,29226.9787259475,29317.2531680252,0.0249999464430026,0.752416321263341,15,-14598.4893629738,29227.1376663449,16.5379777989074,7.72803796989022e-06
"638",3.99210995667856,"+",NA,0.0146634868732942,"+",0.096619684038223,-0.00725496073760686,NA,NA,-0.0606752686776233,NA,-0.00280510874850863,0.176222358718522,NA,NA,0.0133279370974985,NA,NA,NA,NA,29226.9792089727,29317.2536510504,0.0262132918671034,0.742774767036548,15,-14598.4896044863,29227.13814937,16.5384608240638,7.72617177687919e-06
"654",3.99149670554348,"+",NA,0.0147276238906779,"+",0.0964762930844071,-0.0072732878275123,-0.00221507516071295,NA,-0.0609610898581526,NA,NA,0.175987932852762,NA,NA,0.0132371989459104,NA,NA,NA,NA,29227.0012941927,29317.2757362704,0.0261759247168493,0.743171220611947,15,-14598.5006470963,29227.16023459,16.5605460440747,7.64132400771189e-06
"1913",4.02926829723394,"+",0.0804779223054778,NA,NA,0.085223530520784,NA,NA,NA,-0.0474437091852703,NA,-0.00373995561771057,0.165486852808138,NA,NA,0.0088359582264251,0.0280333982737457,NA,NA,NA,29227.1113322634,29305.3491820641,0.0242030962217181,0.751114179729704,13,-14600.5556661317,29227.2317822965,16.6320937505479,7.37279617887496e-06
"1480",4.02995554852317,"+",0.081838933216128,NA,NA,0.0861807887426516,-0.0138535283701317,NA,NA,-0.046397134647981,NA,-0.00163289302883745,0.165858303930278,0.0269648725080571,NA,NA,NA,NA,NA,NA,29227.1482701313,29305.386119932,0.0248185899460119,0.751492270364383,13,-14600.5741350657,29227.2687201644,16.6690316184904,7.23787822350675e-06
"2091",4.02942725768317,"+",0.0805889527286468,NA,NA,0.0852300808398824,NA,NA,NA,-0.042491908076344,NA,-0.00426602422439898,0.166299406982544,NA,0.00833443104494391,NA,0.028028636624775,NA,NA,NA,29227.1535136602,29305.3913634609,0.024311513711148,0.75077432949165,13,-14600.5767568301,29227.2739636933,16.6742751473503,7.21892706542357e-06
"546",4.02980837825058,"+",0.0821348750882464,0.0141835572637368,NA,0.0852851931842523,-0.0139862995846661,-0.00906537988637265,NA,-0.0485525981390129,NA,NA,0.164501093715814,0.0277959064641331,NA,NA,NA,NA,NA,NA,29227.1761038445,29311.4322497837,0.0251641690126751,0.75201016342811,14,-14599.5880519222,29227.3151306568,16.7154421108207,7.07185522982159e-06
"5746",4.02629010800196,"+",0.0822435419135065,NA,NA,0.087775919420146,NA,NA,NA,-0.0440094844229918,NA,NA,0.169163348791198,NA,0.0132064826303749,NA,NA,NA,NA,NA,29227.2357042227,29293.4369617463,0.0246126957518997,0.752144303372931,11,-14602.6178521113,29227.32300581,16.7233172640299,7.04406400905541e-06
"921",3.9914254970627,"+",NA,0.0147287122034254,"+",0.0961873668039733,NA,NA,NA,-0.0613849354997197,NA,-0.0031212649771299,0.175998673050551,NA,NA,0.0146843154312404,NA,NA,-0.00459906872739359,NA,29227.1909537721,29317.4653958498,0.0262827714710712,0.742922721952759,15,-14598.5954768861,29227.3498941695,16.7502056235062,6.94999609625637e-06
"696",3.99060643856275,"+",NA,NA,"+",0.0972955572556837,-0.00722709214188046,NA,NA,-0.0493467821487891,-0.00506358818905086,-0.00701410724184885,0.179967987431655,NA,0.0211269489872663,NA,NA,NA,NA,NA,29227.2041626028,29317.4786046805,0.026520448455674,0.74192715918181,15,-14598.6020813014,29227.3631030001,16.7634144541989,6.90424667576098e-06
"1924",4.02937705223797,"+",0.0813121646162705,NA,NA,0.0839840417863988,NA,-0.0119695389218921,NA,-0.050371209655441,NA,NA,0.162980585314823,0.0278968120916954,NA,0.0110481154611351,NA,NA,NA,NA,29227.2587102638,29305.4965600645,0.0248911153355524,0.751975559488764,13,-14600.6293551319,29227.3791602969,16.7794717509387,6.84903683371146e-06
"659",3.99207919564461,"+",NA,NA,"+",0.0967309052317172,-0.0070048030489556,NA,NA,-0.0542277114692216,NA,-0.00170485519719277,0.177203236137521,NA,NA,0.00742250482814061,NA,0.0164182447117555,NA,NA,29227.237068763,29317.5115108407,0.0262825059698388,0.741705452742557,15,-14598.6185343815,29227.3960091604,16.7963206144086,6.79157995106258e-06
"1703",3.98929451210973,"+",NA,NA,"+",0.0991854691919378,-0.00741088618401507,0.00171785056523234,NA,-0.0571612524821303,-0.0012886725191963,NA,0.18165908379966,NA,NA,NA,NA,NA,NA,NA,29227.2700836589,29311.5262295981,0.0262381807622079,0.742743805230756,14,-14599.6350418295,29227.4091104712,16.8094219252889,6.74723605028667e-06
"1825",3.98951543687695,"+",NA,NA,"+",0.0991018977080086,-0.00743213928607087,0.0015943599185885,NA,-0.0574722200076442,NA,-0.000368892202918318,0.181388236145725,NA,NA,NA,NA,NA,NA,NA,29227.2767355366,29311.5328814758,0.0262189587040276,0.7426519735029,14,-14599.6383677683,29227.4157623489,16.8160738029837,6.72483243297709e-06
"359",4.03025535141871,"+",0.0802507853921316,0.0150120739750901,NA,0.0848703750713631,-0.0135634625500237,NA,NA,-0.0487163142931761,NA,NA,0.162614038356089,0.0229291139927434,NA,0.00861872980878651,NA,NA,NA,NA,29227.2773769245,29311.5335228637,0.0247837910424679,0.751813008604296,14,-14599.6386884623,29227.4164037368,16.8167151908747,6.72267616570095e-06
"1700",3.98903844569846,"+",NA,NA,"+",0.0991896114762979,-0.00749475693861532,NA,NA,-0.0580506387966963,-0.000463854081099587,NA,0.181620103196944,NA,NA,NA,NA,NA,-0.00122843635924787,NA,29227.2803031843,29311.5364491236,0.026255421299764,0.742820082486063,14,-14599.6401515922,29227.4193299967,16.8196414507074,6.7128472093583e-06
"1820",3.98909971257769,"+",NA,NA,"+",0.099165719360141,-0.00750519859739232,NA,NA,-0.0581895519470564,NA,-0.000161489774657664,0.181531153590741,NA,NA,NA,NA,NA,-0.00139237715432656,NA,29227.2809907796,29311.5371367188,0.0262502730993676,0.742794776185342,14,-14599.6404953898,29227.4200175919,16.8203290459242,6.71053974521545e-06
"1691",3.98918587651007,"+",NA,NA,"+",0.0992064838734303,-0.00746088329483818,NA,NA,-0.0577011531250085,-0.000975357123916384,-0.000155694065598509,0.181727022835864,NA,NA,NA,NA,NA,NA,NA,29227.2873508265,29311.5434967657,0.0262560523125108,0.742753361008986,14,-14599.6436754133,29227.4263776388,16.8266890928753,6.68923396568603e-06
"923",3.99187595747701,"+",NA,0.0147270216710219,"+",0.0961406470595059,NA,-0.00182990435246816,NA,-0.060692042366016,NA,-0.00259844904498584,0.176068902819241,NA,NA,0.0139935446577587,NA,NA,NA,NA,29227.2829737609,29317.5574158387,0.0262590565152678,0.742747069331668,15,-14598.6414868805,29227.4419141583,16.8422256123413,6.63747157099266e-06
"531",4.03036557876145,"+",0.0803208190814418,0.0150683007178096,NA,0.0848605249247457,-0.0135866577350581,NA,NA,-0.0439000144815943,NA,NA,0.163328106769815,0.0230346076621046,0.00795124895477918,NA,NA,NA,NA,NA,29227.3140493813,29311.5701953205,0.0248875012419383,0.751529650136575,14,-14599.6570246906,29227.4530761936,16.8533876476577,6.60053090409124e-06
"3730",4.02758625996777,"+",0.0805988474019625,0.016950781394784,NA,0.0874740048441206,NA,NA,NA,-0.0456178958101822,NA,NA,0.167787141337117,NA,NA,NA,NA,0.0118036997812177,NA,NA,29227.4110696821,29299.6306233442,0.0247691572676001,0.751427591139618,12,-14601.705534841,29227.5142784151,16.9145898691568,6.40160650364922e-06
"143",4.02922046629489,"+",0.0839067706928039,0.0134649578028614,NA,0.0846827138439014,-0.0142459858819355,NA,NA,-0.0498870854728351,NA,-0.00142750027240444,0.163436074628283,0.0354076612722197,NA,NA,NA,NA,-0.022109290979767,NA,29227.4648368008,29317.7392788785,0.0256345895271016,0.752792066036976,15,-14598.7324184004,29227.6237771981,17.0240886521751,6.06054411226078e-06
"159",4.02901799921576,"+",0.0825016375028039,0.0170029897481953,NA,0.0853120351009767,-0.0145665678484335,-0.0109395138850151,NA,-0.0485033297769804,NA,0.000491266288091504,0.165712971654483,NA,NA,NA,0.0334843254689886,NA,NA,NA,29227.4889641069,29317.7634061846,0.0245907032564751,0.75202719990442,15,-14598.7444820534,29227.6479045042,17.0482159582607,5.98787104353424e-06
"596",4.028316007114,"+",0.0838480517086334,NA,NA,0.0863128823100357,-0.0147866174882548,-0.0110193117179606,NA,-0.0484729707499404,NA,-0.00020831042275277,0.167803621599724,NA,NA,NA,0.0332832039179435,NA,NA,NA,29227.570096797,29311.8262427362,0.0244091341643461,0.752057014885188,14,-14599.7850483985,29227.7091236093,17.1094350633393,5.80736173847348e-06
"2220",3.9893002100817,"+",NA,NA,"+",0.0988015068145085,NA,0.00199206091870976,NA,-0.056511911527348,-0.00144794424289199,-0.000366100344539868,0.18167483872176,NA,NA,NA,NA,NA,NA,NA,29227.6045280407,29311.8606739799,0.0262992457581903,0.742578662880453,14,-14599.8022640204,29227.743554853,17.1438663070985,5.70824006341345e-06
"206",3.99247592643846,"+",NA,0.015131386157865,"+",0.0963064897233888,-0.00707582644456388,NA,NA,-0.0490452138780394,-0.00563526343916482,-0.00678469851598001,0.178085705068079,NA,0.0218781331935454,NA,NA,NA,NA,NA,29227.5803991918,29323.8731374081,0.0267320335413717,0.741807416452392,16,-14597.7901995959,29227.7605913084,17.16090276248,5.65982248358997e-06
"2217",3.98900847381116,"+",NA,NA,"+",0.098782341480292,NA,NA,NA,-0.0573683247977103,-0.000675648448292872,-7.34120451939864e-05,0.181615473106123,NA,NA,NA,NA,NA,-0.000957109280171425,NA,29227.6229816664,29311.8791276056,0.0263119859071551,0.742686061608853,14,-14599.8114908332,29227.7620084787,17.1623199327478,5.65581343806032e-06
"499",4.03026221273917,"+",0.0809170952867291,0.0144790631992257,NA,0.0856337800309261,-0.0137271338282896,NA,NA,-0.0467200282459299,NA,-0.00109621117038826,0.16453842381575,0.0252243205874498,NA,NA,NA,NA,NA,NA,29227.6331668244,29311.8893127637,0.024965887964599,0.751547569593574,14,-14599.8165834122,29227.7721936368,17.1725050908171,5.62708397673779e-06
"796",4.02976559299798,"+",0.0802981500205964,0.0148729543194801,NA,0.0833934395948906,NA,-0.0115816100395543,NA,-0.0509522108034525,NA,NA,0.161483099566394,0.0256685232919329,NA,0.0121701511386018,NA,NA,NA,NA,29227.6649069177,29311.921052857,0.0250134330266567,0.75199238861853,14,-14599.8324534589,29227.8039337301,17.2042451841116,5.53848677191355e-06
"1248",4.02707197015777,"+",0.0821509029935413,0.0173427003153737,NA,0.0875468763709144,-0.0141253411410655,NA,NA,-0.0532638232408027,NA,NA,0.166315886536898,NA,NA,0.0146385317858241,NA,NA,NA,NA,29227.7646233814,29306.0024731821,0.0245311058369,0.752837519406394,13,-14600.8823116907,29227.8850734144,17.2853848684936,5.31828815072578e-06
"65",4.03015260038408,"+",0.0805049116209832,0.0172409292757242,NA,0.0850164765238746,-0.0140655731188212,NA,NA,-0.0486855074893114,NA,-0.00342010638288886,0.163835062035879,NA,NA,0.00916621285108444,0.0280030899328067,NA,NA,NA,29227.7599902461,29318.0344323239,0.0243500140427979,0.751405522383542,15,-14598.8799951231,29227.9189306435,17.3192420975356,5.22901467084867e-06
"196",3.9938783677751,"+",NA,0.0144747128493407,"+",0.0957770412464842,-0.00687481388257058,NA,NA,-0.0544842886777101,NA,-0.00137152765690823,0.175242828576339,NA,NA,0.00798787378765165,NA,0.0161750789207761,NA,NA,29227.7406135104,29324.0333517267,0.0264559509577194,0.741632577431009,16,-14597.8703067552,29227.920805627,17.3211170810901,5.2241148097404e-06
"2102",4.02937781980085,"+",0.0816147684588856,NA,NA,0.084913013226398,NA,-0.00926696944488398,NA,-0.0470986325832988,NA,9.6322545089054e-05,0.165126724628915,0.0300895653013936,NA,NA,NA,NA,NA,NA,29227.8162820092,29306.0541318099,0.025066514925862,0.751666109281431,13,-14600.9081410046,29227.9367320423,17.3370434963254,5.18267929764593e-06
"135",4.03033965695261,"+",0.0806079772745952,0.0173108906365151,NA,0.0849962262519887,-0.0141005922721704,NA,NA,-0.0434584301456547,NA,-0.00406724723392364,0.164641454749582,NA,0.00894798387332033,NA,0.0279211763001283,NA,NA,NA,29227.7817788002,29318.056220878,0.0244585725842037,0.751038187274052,15,-14598.8908894001,29227.9407191976,17.3410306516489,5.17235751602515e-06
"1415",4.02725193125647,"+",0.0822554947266954,0.0174754670568969,NA,0.0875106566997031,-0.0141605482650378,NA,NA,-0.0449718115835875,NA,NA,0.167502706505149,NA,0.0138738412881644,NA,NA,NA,NA,NA,29227.8223123339,29306.0601621346,0.024712858917134,0.752363313783635,13,-14600.9111561669,29227.942762367,17.3430738210409,5.16707621285315e-06
"693",3.99110784616747,"+",NA,0.0144201570811182,"+",0.0983411466868856,-0.007274427242951,0.00194267061919838,NA,-0.0571330748101799,-0.00175004335376211,NA,0.179992996782053,NA,NA,NA,NA,NA,NA,NA,29227.7894076558,29318.0638497336,0.02643605265312,0.742598918165513,15,-14598.8947038279,29227.9483480532,17.3486595072245,5.15266551252657e-06
"736",3.99130786522971,"+",NA,0.0143833213390218,"+",0.0981904874845513,-0.00729792307251999,0.00167892651415481,NA,-0.057517616433877,NA,8.55083976574246e-05,0.179549464160443,NA,NA,NA,NA,NA,NA,NA,29227.8032649391,29318.0777070168,0.0263975409260912,0.742551162008606,15,-14598.9016324695,29227.9622053365,17.3625167905047,5.11708793417252e-06
"690",3.99085587984044,"+",NA,0.014381274549218,"+",0.0983501116806491,-0.00735680397130729,NA,NA,-0.0580124477678351,-0.000990684618733924,NA,0.179982010495013,NA,NA,NA,NA,NA,-0.000966756270351547,NA,29227.8072353022,29318.08167738,0.0264547431722768,0.74267143497368,15,-14598.9036176511,29227.9661756996,17.3664871536275,5.10693966197181e-06
"731",3.99089408088983,"+",NA,0.014368575536399,"+",0.098253195388238,-0.00737073213697662,NA,NA,-0.0582360711201975,NA,0.000306396295085492,0.179694139746438,NA,NA,NA,NA,NA,-0.00130101883785869,NA,29227.8105286698,29318.0849707475,0.0264288101669876,0.742692367424816,15,-14598.9052643349,29227.9694690672,17.3697805212105,5.09853706731328e-06
