"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(IndegreeMPABR)","cond(InflowNeiBR)","cond(Outdegree)","cond(Richness)","cond(SelfR)","cond(temp)","cond(grav_neiBR.1)","cond(IndegreeBR)","cond(InflowBR)","cond(IndegreeNeiBR)","cond(InflowLR)","cond(InflowMPABR)","cond(CorridorIndegreeBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"5036",5.79465522288297,"+",NA,NA,NA,"+",-0.103410038657477,NA,NA,NA,0.555909949258226,-0.048087642940796,NA,NA,NA,NA,NA,NA,0.187722229432188,-0.327919187772882,45350.9460571983,45436.3695456626,0.088128391645073,0.282789996646382,"Gamma(log)",14,-22661.4730285991,45351.0739110796,276.884823073306,5.55455846193535e-62
"5511",5.79465522725458,"+",NA,NA,NA,"+",NA,NA,NA,NA,0.55590995127135,-0.0480876394622575,NA,-0.103410050161578,NA,NA,NA,NA,0.187722241337522,-0.327919183872979,45350.9460572017,45436.369545666,0.0881283934445873,0.282790000494179,"Gamma(log)",14,-22661.4730286008,45351.0739110829,276.884823076682,5.55455845255913e-62
"4824",5.81196801937015,"+",0.230664445377688,-0.0473060748720174,NA,"+",-0.162128010568315,NA,NA,NA,0.5409934778184,NA,NA,NA,NA,NA,NA,-0.177095601245991,NA,NA,45350.9754409088,45436.3989293731,0.0867916755621173,0.272635944792677,"Gamma(log)",14,-22661.4877204544,45351.10329479,276.914206783797,5.47354824541746e-62
"5133",5.81196927744104,"+",0.230664819852306,-0.0473063021079969,NA,"+",NA,NA,NA,NA,0.540993391186698,NA,NA,-0.162127350654609,NA,NA,NA,-0.177096215366162,NA,NA,45350.9754413303,45436.3989297947,0.0867916761309695,0.272635466701985,"Gamma(log)",14,-22661.4877206652,45351.1032952116,276.914207205351,5.47354709171832e-62
"3893",5.8112610604919,"+",NA,-0.0409814636353922,NA,"+",NA,NA,-0.054152897267887,NA,0.501729322451379,NA,0.213976495468118,NA,NA,NA,NA,NA,NA,-0.251426762133372,45350.9896862862,45436.4131747506,0.0820455013003895,0.227175629918392,"Gamma(log)",14,-22661.4948431431,45351.1175401675,276.928452161257,5.43470037988001e-62
"6392",5.81012691836523,"+",NA,NA,NA,"+",NA,NA,-0.0516254765295469,NA,0.498307678312906,NA,0.211381336560501,NA,NA,NA,NA,NA,NA,-0.25776671152407,45351.0417596459,45430.3635703628,0.0809433886737679,0.227553974602739,"Gamma(log)",13,-22662.520879823,45351.1525326222,276.963444615954,5.34044062604171e-62
"2863",5.79145838736379,"+",0.246320281857879,-0.041272900356485,NA,NA,NA,NA,-0.112866124812408,NA,0.550891349932296,-0.027146260128548,NA,-0.168904712980201,-0.0850927312713154,NA,NA,NA,NA,NA,45351.1371414778,45430.4589521947,0.0833336795416321,0.276480517186131,"Gamma(log)",13,-22662.5685707389,45351.247914454,277.05882644777,5.09172792747658e-62
"2647",5.79145838731865,"+",0.246320281872109,-0.0412729003717341,NA,NA,-0.168904712976342,NA,-0.112866124786763,NA,0.550891349931932,-0.0271462601610858,NA,NA,-0.0850927313124946,NA,NA,NA,NA,NA,45351.137141478,45430.4589521949,0.0833336795411604,0.276480517205481,"Gamma(log)",13,-22662.568570739,45351.2479144543,277.058826448003,5.09172792688383e-62
"4283",5.90110336843244,"+",NA,NA,"+",NA,-0.10892984193983,NA,0.0747912552080255,NA,NA,-0.069655786386985,0.41696939035569,NA,NA,NA,NA,NA,NA,-0.233744546406404,45351.1571191514,45430.4789298683,0.0780444945260619,0.171127774162064,"Gamma(log)",13,-22662.5785595757,45351.2678921277,277.078804121455,5.04112066260533e-62
"4774",5.90110336843356,"+",NA,NA,"+",NA,NA,NA,0.0747912552089886,NA,NA,-0.0696557863870113,0.41696939035703,-0.108929841940075,NA,NA,NA,NA,NA,-0.233744546407503,45351.1571191516,45430.4789298685,0.0780444945266883,0.171127774162705,"Gamma(log)",13,-22662.5785595758,45351.2678921279,277.078804121651,5.04112066211016e-62
"3739",5.84113968109747,"+",0.257267129649161,NA,NA,"+",NA,NA,-0.200373247337462,NA,0.473488337896571,-0.0443542361408915,0.246381788784315,NA,NA,NA,NA,NA,NA,NA,45351.1438994024,45436.5673878667,0.0877938403502946,0.208296569209786,"Gamma(log)",14,-22661.5719497012,45351.2717532836,277.082665277383,5.03139777455565e-62
"5160",5.79953506262974,"+",0.231898604855395,-0.0432833123222176,NA,NA,NA,0.0684362367404152,-0.194945118491954,NA,0.555428125804491,NA,NA,-0.173543987905582,NA,NA,NA,NA,NA,NA,45351.2814061403,45424.5015391098,0.0882572486301587,0.278155335697304,"Gamma(log)",12,-22663.6407030702,45351.3763255197,277.187237513448,4.77508471463991e-62
"4832",5.79953503681743,"+",0.23189861963096,-0.0432833146566759,NA,NA,-0.173543967763683,0.068436226331655,-0.194945117158185,NA,0.555428089625312,NA,NA,NA,NA,NA,NA,NA,NA,NA,45351.281406721,45424.5015396905,0.0882572364356698,0.278155357701165,"Gamma(log)",12,-22663.6407033605,45351.3763261004,277.187238094157,4.77508332817342e-62
"4801",5.79191403291484,"+",0.246078481413136,NA,NA,NA,-0.17386954092586,NA,-0.111647361623333,NA,0.547026722519091,-0.0259884446609331,NA,NA,-0.0867790198531806,NA,NA,NA,NA,NA,45351.2814454438,45424.5015784132,0.0827788678514458,0.278008029754848,"Gamma(log)",12,-22663.6407227219,45351.3763648232,277.187276816912,4.77499087687616e-62
"5072",5.79191403244513,"+",0.246078481076813,NA,NA,NA,NA,NA,-0.111647361515878,NA,0.547026723628519,-0.0259884443860502,NA,-0.173869540404303,-0.0867790210856592,NA,NA,NA,NA,NA,45351.2814454451,45424.5015784146,0.082778868047098,0.278008029810229,"Gamma(log)",12,-22663.6407227226,45351.3763648245,277.187276818244,4.77499087369721e-62
"6364",5.80995058434683,"+",NA,NA,NA,"+",NA,NA,NA,NA,0.489844857959524,-0.0317435389728763,0.215896616782229,NA,NA,NA,NA,NA,NA,-0.278878954108155,45351.3591787749,45430.6809894918,0.0813907267604673,0.227153413761098,"Gamma(log)",13,-22662.6795893874,45351.4699517512,277.280863744905,4.55669964458942e-62
"3596",5.82364004958559,"+",0.243465642250629,-0.0623300884535219,NA,"+",NA,NA,NA,NA,0.472552102681498,NA,0.240806161860771,NA,-0.174545480209226,NA,NA,NA,NA,NA,45351.3720867144,45436.7955751787,0.0870570791470651,0.205351416570763,"Gamma(log)",14,-22661.6860433572,45351.4999405956,277.310852589399,4.48888426288938e-62
"3865",5.81102324023855,"+",NA,-0.0402800612389357,NA,"+",NA,NA,NA,NA,0.492851338474316,-0.0327820875976732,0.218583336362036,NA,NA,NA,NA,NA,NA,-0.273663533654202,45351.378162565,45436.8016510293,0.0824924918042931,0.226763082372321,"Gamma(log)",14,-22661.6890812825,45351.5060164462,277.316928439999,4.47526806079141e-62
"6227",5.83795956510144,"+",0.249026318193693,NA,NA,"+",NA,NA,-0.204023930403313,NA,0.478891323131434,NA,0.238082556318133,NA,NA,NA,NA,NA,NA,NA,45351.4650801696,45430.7868908865,0.0865485488543561,0.206936654709019,"Gamma(log)",13,-22662.7325400848,45351.5758531458,277.38676513957,4.32169593169868e-62
"7272",5.78219257180541,"+",0.218001669776119,-0.0543434854324998,NA,NA,NA,NA,NA,NA,0.546510012881894,NA,NA,NA,NA,NA,-0.168320578948478,-0.147492764081244,NA,NA,45351.5044237199,45418.6228789419,0.0798501044959805,0.251414383349318,"Gamma(log)",11,-22664.7522118599,45351.5847156907,277.395627684418,4.30258768787644e-62
"2604",5.90312958989994,"+",NA,-0.0373388486194855,"+",NA,NA,NA,0.0726657384530115,NA,NA,-0.0710062391804712,0.420667274899069,-0.105457105322767,NA,NA,NA,NA,NA,-0.227696760972891,45351.5282592703,45436.9517477347,0.0787589526584938,0.170578344074697,"Gamma(log)",14,-22661.7641296352,45351.6561131516,277.467025145357,4.1517000423006e-62
"2279",5.90312959035117,"+",NA,-0.0373388485830771,"+",NA,-0.105457106197215,NA,0.0726657392790684,NA,NA,-0.0710062388905351,0.420667273401664,NA,NA,NA,NA,NA,NA,-0.227696760223231,45351.52825929,45436.9517477544,0.0787589520511878,0.17057834359979,"Gamma(log)",14,-22661.764129645,45351.6561131713,277.467025165039,4.15170000144483e-62
"7661",5.79260660651637,"+",NA,NA,NA,"+",NA,NA,NA,NA,0.557796038594537,NA,NA,-0.106145074208168,NA,NA,NA,NA,0.167778935522981,-0.317941091895105,45351.5523157972,45430.8741265141,0.0857817665139741,0.2784194705368,"Gamma(log)",13,-22662.7761578986,45351.6630887735,277.474000767244,4.13724492047812e-62
"7223",5.79260642916495,"+",NA,NA,NA,"+",-0.106144029323539,NA,NA,NA,0.557796017991073,NA,NA,NA,NA,NA,NA,NA,0.167779667695448,-0.317942110085103,45351.5523165812,45430.8741272981,0.0857818043755724,0.278419128459288,"Gamma(log)",13,-22662.7761582906,45351.6630895575,277.474001551243,4.13724329868053e-62
"7095",5.80012544955742,"+",0.231802899642658,NA,NA,NA,-0.178796512150926,0.0672650291612316,-0.193870387866511,NA,0.551320499120096,NA,NA,NA,NA,NA,NA,NA,NA,NA,45351.663642764,45418.782097986,0.0876297937320866,0.279687546221225,"Gamma(log)",11,-22664.831821382,45351.7439347348,277.55484672857,3.97334022520987e-62
"7384",5.80012544996156,"+",0.231802900375014,NA,NA,NA,NA,0.0672650295494978,-0.193870387931214,NA,0.551320500017208,NA,NA,-0.178796512388842,NA,NA,NA,NA,NA,NA,45351.6636427781,45418.7820980001,0.0876297939966267,0.279687546874837,"Gamma(log)",11,-22664.8318213891,45351.7439347489,277.554846742663,3.97334019721068e-62
"9147",5.78651411274198,"+",NA,NA,NA,NA,NA,NA,NA,NA,0.54226169584937,-0.0518492422229501,NA,NA,NA,NA,NA,NA,0.200645175324949,-0.35368644184639,45351.8335742158,45412.8503516903,0.0849354031771514,0.269087706159456,"Gamma(log)",10,-22665.9167871079,45351.9004638479,277.711375841653,3.67422619370832e-62
"7087",5.81225952732526,"+",0.230265738020039,NA,NA,"+",-0.167622942544186,NA,NA,NA,0.536314477026229,NA,NA,NA,NA,NA,NA,-0.174517053337875,NA,NA,45351.8427603182,45431.1645710351,0.0860796357219345,0.274160663208499,"Gamma(log)",13,-22662.9213801591,45351.9535332945,277.764445288223,3.5780137488029e-62
"7357",5.81225991686702,"+",0.230265480545107,NA,NA,"+",NA,NA,NA,NA,0.536314267535742,NA,NA,-0.167622922867154,NA,NA,NA,-0.174517071531831,NA,NA,45351.8427617482,45431.1645724651,0.0860795708601253,0.274160709710077,"Gamma(log)",13,-22662.9213808741,45351.9535347244,277.764446718196,3.57801119057219e-62
"1983",5.81308472769856,"+",NA,-0.0416165263465712,NA,"+",NA,NA,-0.0492076028929104,NA,0.498639778552131,-0.028725944176416,0.21889050321755,NA,NA,NA,NA,NA,NA,-0.254229828374505,45351.962549937,45443.4877161488,0.0825665656455742,0.228624047762273,"Gamma(log)",15,-22660.9812749685,45352.1087131526,277.919625146344,3.31089285793341e-62
"3993",5.81187813877752,"+",NA,NA,NA,"+",NA,NA,-0.046795862809869,NA,0.495266969732793,-0.0278516944868448,0.216109342278263,NA,NA,NA,NA,NA,NA,-0.260560543244582,45352.0780000341,45437.5014884985,0.0814346522771553,0.228956644982366,"Gamma(log)",14,-22662.039000017,45352.2058539154,278.016765909117,3.15392439538187e-62
"4294",5.8636691441315,"+",NA,NA,"+","+",-0.0977636031483764,NA,NA,NA,NA,NA,0.407602833186127,NA,NA,NA,NA,NA,0.136562676457805,-0.27335121288442,45352.105545009,45443.6307112209,0.077938183192821,0.181012887345963,"Gamma(log)",15,-22661.0527725045,45352.2517082246,278.062620218378,3.08243652131332e-62
"4789",5.86366913714389,"+",NA,NA,"+","+",NA,NA,NA,NA,NA,NA,0.407602830281884,-0.0977636012202476,NA,NA,NA,NA,0.136562676502637,-0.273351213462486,45352.1055450235,45443.6307112353,0.0779381819188048,0.181012891379715,"Gamma(log)",15,-22661.0527725118,45352.2517082391,278.062620232864,3.08243649898657e-62
"3604",5.8271588708078,"+",0.253690593160595,NA,NA,"+",NA,NA,NA,NA,0.46100491124855,-0.0598861121681897,0.247699179778818,NA,-0.178253012781294,NA,NA,NA,NA,NA,45352.1961539572,45437.6196424216,0.0868073319694032,0.207756908519639,"Gamma(log)",14,-22662.0980769786,45352.3240078385,278.134919832257,2.97299706160956e-62
"7067",5.79624335100894,"+",0.239224547060086,-0.0423895964488305,NA,NA,-0.175797908216902,NA,-0.162469680552465,NA,0.55161529790871,NA,NA,NA,NA,NA,NA,NA,NA,NA,45352.5321000416,45419.6505552636,0.0841156243166635,0.274471981761094,"Gamma(log)",11,-22665.2660500208,45352.6123920124,278.423304006181,2.57378729219588e-62
"7294",5.79624334549524,"+",0.239224562245847,-0.0423896045035553,NA,NA,NA,NA,-0.162469677356887,NA,0.551615306226165,NA,NA,-0.17579790668713,NA,NA,NA,NA,NA,NA,45352.5321000786,45419.6505553006,0.0841156262145479,0.27447199506171,"Gamma(log)",11,-22665.2660500393,45352.6123920494,278.423304043179,2.57378724458308e-62
"6760",5.8874383719702,"+",-0.0670259134363204,NA,"+",NA,NA,NA,NA,NA,NA,NA,0.397196190665967,NA,NA,NA,NA,NA,0.154350811023133,-0.291242545242494,45352.5676791718,45425.7878121412,0.0758974517666208,0.170952939856049,"Gamma(log)",12,-22664.2838395859,45352.6625985511,278.473510544885,2.50998104003065e-62
"6569",5.88848607872675,"+",NA,NA,"+",NA,-0.103401091384037,NA,NA,NA,NA,-0.0627394210097685,0.417177501849045,NA,NA,NA,NA,NA,NA,-0.205495847549886,45352.6112516435,45425.8313846129,0.075780543518427,0.172976761880647,"Gamma(log)",12,-22664.3056258217,45352.7061710228,278.517083016581,2.45588936757543e-62
"7010",5.88848607819876,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,-0.0627394209503078,0.417177501941786,-0.103401091863623,NA,NA,NA,NA,NA,-0.205495846940799,45352.6112516453,45425.8313846147,0.075780543617712,0.172976762178954,"Gamma(log)",12,-22664.3056258226,45352.7061710246,278.517083018385,2.45588936535968e-62
"8852",5.85825636537433,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,NA,0.398666745992436,NA,NA,NA,NA,NA,0.14598778186081,-0.295557089015885,45352.6672309345,45419.7856861565,0.0762878860472515,0.180959906696096,"Gamma(log)",11,-22665.3336154672,45352.7475229053,278.558434899045,2.40563288374345e-62
"2824",5.79489944390703,"+",NA,-0.0144400439732856,NA,"+",-0.101744959354737,NA,NA,NA,0.556947652252943,-0.0481795724420919,NA,NA,NA,NA,NA,NA,0.18621208216137,-0.325397272089678,45352.7027981256,45444.2279643374,0.0881409124181792,0.282171754820311,"Gamma(log)",15,-22661.3513990628,45352.8489613412,278.659873334916,2.28666358254369e-62
"3136",5.79489774200779,"+",NA,-0.0144389848867189,NA,"+",NA,NA,NA,NA,0.556947010812058,-0.0481786666377776,NA,-0.101743927299331,NA,NA,NA,NA,0.186212017578546,-0.325398167278386,45352.7027998147,45444.2279660265,0.0881407035273183,0.282171517380559,"Gamma(log)",15,-22661.3513999074,45352.8489630303,278.659875024052,2.28666165130232e-62
"2690",5.8110369784519,"+",0.228680737094832,-0.0469928471991892,NA,"+",-0.162084514922945,NA,NA,NA,0.542569892431501,0.015613136765164,NA,NA,NA,NA,NA,-0.183026312893377,NA,NA,45352.7069448536,45444.2321110655,0.0865921621475554,0.271874089226042,"Gamma(log)",15,-22661.3534724268,45352.8531080692,278.664020062977,2.28192740812561e-62
"2941",5.8110365716024,"+",0.228680685900168,-0.0469930495073403,NA,"+",NA,NA,NA,NA,0.542570189002736,0.015613032657412,NA,-0.162084483481565,NA,NA,NA,-0.183026959747125,NA,NA,45352.7069450083,45444.2321112201,0.0865922485340638,0.271874211281143,"Gamma(log)",15,-22661.3534725041,45352.8531082239,278.66402021762,2.28192723168333e-62
"9003",5.79684407015116,"+",0.239045098646769,NA,NA,NA,NA,NA,-0.16200670572101,NA,0.547580072535129,NA,NA,-0.180916110997344,NA,NA,NA,NA,NA,NA,45352.8098300802,45413.8266075547,0.0835843901676426,0.276051879667857,"Gamma(log)",10,-22666.4049150401,45352.8767197123,278.687631706038,2.25514578101729e-62
"8883",5.79684407015431,"+",0.239045098521459,NA,NA,NA,-0.180916111042211,NA,-0.162006705716452,NA,0.54758007260976,NA,NA,NA,NA,NA,NA,NA,NA,NA,45352.8098300804,45413.826607555,0.0835843901770479,0.276051879672721,"Gamma(log)",10,-22666.4049150402,45352.8767197126,278.687631706307,2.25514578071374e-62
"4675",5.891013306675,"+",NA,-0.0393743254675569,"+",NA,NA,NA,NA,NA,NA,-0.0643663131786751,0.421069394188277,-0.0999310555690672,NA,NA,NA,NA,NA,-0.19997224875516,45352.7891270638,45432.1109377807,0.0766212717662352,0.172325212217198,"Gamma(log)",13,-22663.3945635319,45352.8999000401,278.710812033853,2.22915915729647e-62
"4217",5.89101334862035,"+",NA,-0.0393743299770102,"+",NA,-0.0999310461294053,NA,NA,NA,NA,-0.0643663380138736,0.421069366331424,NA,NA,NA,NA,NA,NA,-0.199972238221604,45352.7891272722,45432.1109379891,0.0766212704535888,0.172325198851442,"Gamma(log)",13,-22663.3945636361,45352.8999002485,278.710812242207,2.22915892506901e-62
"10039",5.78694815894898,"+",NA,NA,NA,NA,NA,NA,NA,NA,0.543999027232724,NA,NA,NA,NA,NA,NA,NA,0.179125489273656,-0.343474762857366,45352.8456764421,45407.7607761691,0.0824897509129646,0.263911994363133,"Gamma(log)",9,-22667.422838221,45352.9003876883,278.711299682007,2.22861570087861e-62
"4840",5.79766086082277,"+",0.233203205802662,-0.0423902141564759,NA,NA,-0.172739766806595,NA,-0.188418749928256,NA,0.554605033927151,NA,NA,NA,NA,NA,NA,NA,0.052654167353699,NA,45352.8261324708,45426.0462654403,0.0861981203054499,0.27530150234308,"Gamma(log)",12,-22664.4130662354,45352.9210518502,278.731963843966,2.20570800883601e-62
"5176",5.79766085988678,"+",0.233203210509774,-0.042390214387972,NA,NA,NA,NA,-0.188418750142348,NA,0.55460503249187,NA,NA,-0.172739765711208,NA,NA,NA,NA,0.0526541655247254,NA,45352.8261325275,45426.0462654969,0.0861981204752624,0.275301500477952,"Gamma(log)",12,-22664.4130662637,45352.9210519068,278.73196390058,2.20570794639878e-62
"2952",5.79937648807319,"+",0.234797060610457,-0.0437903977524054,NA,NA,NA,0.0664273007542544,-0.19203681459571,NA,0.553765974449579,-0.0184477653332725,NA,-0.173214792529431,NA,NA,NA,NA,NA,NA,45352.8692806684,45432.1910913853,0.0885837960313833,0.279210890324651,"Gamma(log)",13,-22663.4346403342,45352.9800536446,278.790965638393,2.14158809137688e-62
"2696",5.79937662510779,"+",0.234796997637844,-0.0437904016190884,NA,NA,-0.173214673236048,0.0664272902798675,-0.192036739577916,NA,0.553766013511803,-0.0184476842457133,NA,NA,NA,NA,NA,NA,NA,NA,45352.8692806831,45432.1910914001,0.0885837945415122,0.279210795732628,"Gamma(log)",13,-22663.4346403416,45352.9800536594,278.790965653163,2.14158807556104e-62
"4419",5.89116344315563,"+",-0.0697857030428042,-0.0373920125854926,"+",NA,NA,NA,NA,NA,NA,NA,0.400552499661195,NA,NA,NA,NA,NA,0.150088755801071,-0.283085006380285,45352.9185571984,45432.2403679153,0.0765140207618682,0.170040121030621,"Gamma(log)",13,-22663.4592785992,45353.0293301747,278.840242168422,2.08946778991252e-62
"7258",5.78013709650954,"+",0.220438155198521,-0.0547234862065011,NA,NA,NA,NA,NA,NA,0.545678211937449,NA,NA,NA,NA,-0.139040592366702,-0.172772355250785,NA,NA,NA,45352.9679406179,45420.0863958399,0.0785929163585041,0.25369926794262,"Gamma(log)",11,-22665.483970309,45353.0482325887,278.859144582471,2.06981282513647e-62
"2215",5.91041059831607,"+",-0.0204925351549662,NA,"+",NA,-0.10646549049398,NA,0.0786888869606136,NA,NA,-0.0677858358800426,0.415795084839694,NA,NA,NA,NA,NA,NA,-0.233299786798327,45352.9736246296,45438.397113094,0.0778489226243555,0.168085966209411,"Gamma(log)",14,-22662.4868123148,45353.1014785109,278.912390504636,2.01543533551762e-62
"2519",5.91041057536999,"+",-0.0204922976379307,NA,"+",NA,NA,NA,0.0786889473053783,NA,NA,-0.0677857537974237,0.415795494648084,-0.106466007561505,NA,NA,NA,NA,NA,-0.233299844611333,45352.9736253793,45438.3971138437,0.0778490202439849,0.16808593007776,"Gamma(log)",14,-22662.4868126897,45353.1014792606,278.912391254336,2.0154345800317e-62
"5095",5.80877429633317,"+",0.233592832588989,-0.0477601958300951,NA,"+",NA,NA,NA,NA,0.539203229452427,NA,NA,-0.16359933381829,NA,-0.169379872012406,NA,NA,NA,NA,45353.0025290271,45438.4260174915,0.0855045076530692,0.27613388440586,"Gamma(log)",14,-22662.5012645136,45353.1303829084,278.941294902157,1.98651733116399e-62
"4812",5.80877440253483,"+",0.233592737296138,-0.0477601501544542,NA,"+",-0.163599430075177,NA,NA,NA,0.539203180233242,NA,NA,NA,NA,-0.169379876139971,NA,NA,NA,NA,45353.0025291898,45438.4260176541,0.0855044677756322,0.276134120488184,"Gamma(log)",14,-22662.5012645949,45353.130383071,278.941295064797,1.98651716962093e-62
"7400",5.7982765671352,"+",0.233012825447899,NA,NA,NA,NA,NA,-0.187860136707238,NA,0.550597755016915,NA,NA,-0.177875917534027,NA,NA,NA,NA,0.0525608203882224,NA,45353.1075725675,45420.2260277895,0.0856491499760157,0.276869550435812,"Gamma(log)",11,-22665.5537862837,45353.1878645383,278.998776532018,1.93023586592972e-62
"7103",5.7982765670069,"+",0.233012827305154,NA,NA,NA,-0.177875918509909,NA,-0.187860136654884,NA,0.550597755185226,NA,NA,NA,NA,NA,NA,NA,0.0525608197249703,NA,45353.1075725761,45420.2260277981,0.0856491501783029,0.276869550814659,"Gamma(log)",11,-22665.5537862881,45353.1878645469,278.998776540699,1.93023585755228e-62
"7505",5.78673731913312,"+",NA,-0.0229237278977719,NA,NA,NA,NA,NA,NA,0.544245913675059,-0.0518436167244835,NA,NA,NA,NA,NA,NA,0.197966993530616,-0.349173545158617,45353.2032259478,45420.3216811698,0.0851255158702722,0.268575516077486,"Gamma(log)",11,-22665.6016129739,45353.2835179186,279.094429912373,1.84009189921402e-62
"6904",5.86067459930622,"+",NA,-0.0353973764394997,"+",NA,NA,NA,NA,NA,NA,NA,0.401892878925392,NA,NA,NA,NA,NA,0.141615956980204,-0.287963966529281,45353.1915685887,45426.4117015582,0.076898766083754,0.180395818834811,"Gamma(log)",12,-22664.5957842944,45353.2864879681,279.097399961829,1.83736134521376e-62
"2290",5.86593318849841,"+",NA,-0.0289716874307197,"+","+",-0.0952548249411145,NA,NA,NA,NA,NA,0.410070479270449,NA,NA,NA,NA,NA,0.133142106608427,-0.267505822619047,45353.1382803228,45450.7651242821,0.0783257526909597,0.180420265827578,"Gamma(log)",16,-22660.5691401614,45353.3039824246,279.114894418308,1.82135961359789e-62
"2619",5.86593318528291,"+",NA,-0.0289716868998597,"+","+",NA,NA,NA,NA,NA,NA,0.410070478501515,-0.0952548240732706,NA,NA,NA,NA,0.133142105506613,-0.267505822790589,45353.1382803297,45450.765124289,0.0783257524262321,0.180420267419501,"Gamma(log)",16,-22660.5691401649,45353.3039824315,279.114894425213,1.82135960730975e-62
"5262",5.79998405138142,"+",0.234470950774446,NA,NA,NA,NA,0.0653893502434527,-0.191156406429046,NA,0.549729482534435,-0.0171695708916864,NA,-0.178490786167166,NA,NA,NA,NA,NA,NA,45353.3072811393,45426.5274141088,0.0879260054352521,0.280671067148109,"Gamma(log)",12,-22664.6536405696,45353.4022005187,279.213112512422,1.73407514836105e-62
"4885",5.79998405648658,"+",0.234470969198044,NA,NA,NA,-0.178490782900186,0.0653893303745605,-0.191156413856713,NA,0.549729485568319,-0.017169570010145,NA,NA,NA,NA,NA,NA,NA,NA,45353.3072816979,45426.5274146673,0.0879260075201248,0.280671051769737,"Gamma(log)",12,-22664.6536408489,45353.4022010772,279.213113070982,1.73407466406799e-62
"8981",5.78245201881955,"+",0.216988877720116,NA,NA,NA,NA,NA,NA,NA,0.541088485750158,NA,NA,NA,NA,NA,-0.172927534359146,-0.144670274774485,NA,NA,45353.3468498678,45414.3636273423,0.0785665150042298,0.251892857036813,"Gamma(log)",10,-22666.6734249339,45353.4137394999,279.224651493612,1.72409922377477e-62
"909",5.91421579523703,"+",-0.0243320951822586,-0.038219848103769,"+",NA,-0.102454493235007,NA,0.0772506718299213,NA,NA,-0.0688095787344984,0.419360708502108,NA,NA,NA,NA,NA,NA,-0.227046394567149,45353.2704140946,45444.7955803064,0.0785420599147535,0.166997152196754,"Gamma(log)",15,-22661.6352070473,45353.4165773102,279.227489303965,1.72165462519871e-62
"1032",5.91421574225549,"+",-0.0243320690482026,-0.0382198533359335,"+",NA,NA,NA,0.0772506181568474,NA,NA,-0.0688095534749653,0.419360692062154,-0.102454499951161,NA,NA,NA,NA,NA,-0.227046360307913,45353.2704140992,45444.795580311,0.0785420559516047,0.166997159480083,"Gamma(log)",15,-22661.6352070496,45353.4165773148,279.227489308534,1.72165462126533e-62
"5444",5.79283319914466,"+",NA,-0.0140601884210415,NA,"+",NA,NA,NA,NA,0.558814091123884,NA,NA,-0.104504324024722,NA,NA,NA,NA,0.166254372446224,-0.315453950174494,45353.3215968803,45438.7450853447,0.085798295853548,0.277803639757145,"Gamma(log)",14,-22662.6607984402,45353.4494507616,279.260362755376,1.69358755760437e-62
"4988",5.79283233948651,"+",NA,-0.0140606897517284,NA,"+",-0.104505054607955,NA,NA,NA,0.558814798609433,NA,NA,NA,NA,NA,NA,NA,0.166253839731986,-0.315452601086526,45353.3215983315,45438.7450867959,0.0857984193699244,0.27780358464108,"Gamma(log)",14,-22662.6607991657,45353.4494522128,279.260364206515,1.69358632878949e-62
"2226",5.88150787990825,"+",-0.0423087393366712,NA,"+","+",-0.0913008565996059,NA,NA,NA,NA,NA,0.406223815176008,NA,NA,NA,NA,NA,0.142570124662859,-0.272419401712183,45353.2894864625,45450.9163304218,0.0775732273044735,0.174647247085549,"Gamma(log)",16,-22660.6447432313,45353.4551885643,279.266100558038,1.68873578496301e-62
"2534",5.88150795873887,"+",-0.0423087952842831,NA,"+","+",NA,NA,NA,NA,NA,NA,0.406223862995204,-0.0913008769568406,NA,NA,NA,NA,0.142570054633269,-0.272419379597531,45353.2894866069,45450.9163305662,0.0775732303154837,0.174647276059164,"Gamma(log)",16,-22660.6447433034,45353.4551887086,279.266100702371,1.68873566309272e-62
"5125",5.78212721516838,"+",0.218816784650408,-0.0543936125737699,NA,NA,NA,NA,NA,NA,0.546218959680386,-0.00515671335176422,NA,NA,NA,NA,-0.169757011987582,-0.145174089979574,NA,NA,45353.4756457741,45426.6957787435,0.0799346152297118,0.251737535034716,"Gamma(log)",12,-22664.737822887,45353.5705651535,279.381477147203,1.59407223823537e-62
"5251",5.81126272156026,"+",0.228159197331411,NA,NA,"+",NA,NA,NA,NA,0.538038221512398,0.01678569052035,NA,-0.167568707565579,NA,NA,NA,-0.180925025659954,NA,NA,45353.5335601342,45438.9570485985,0.0858695006927567,0.273338265712309,"Gamma(log)",14,-22662.7667800671,45353.6614140154,279.472326009178,1.52328238014531e-62
"4879",5.81126272022417,"+",0.228159196668869,NA,NA,"+",-0.167568706340387,NA,NA,NA,0.538038220621964,0.0167856898140481,NA,NA,NA,NA,NA,-0.18092502543046,NA,NA,45353.5335601521,45438.9570486164,0.0858695004233711,0.273338264857769,"Gamma(log)",14,-22662.766780076,45353.6614140333,279.472326027091,1.52328236650172e-62
