"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(IndegreeMPABR)","cond(InflowNeiBR)","cond(Outdegree)","cond(Richness)","cond(SelfR)","cond(temp)","cond(grav_neiBR.1)","cond(IndegreeBR)","cond(InflowBR)","cond(IndegreeNeiBR)","cond(InflowLR)","cond(InflowMPABR)","cond(CorridorIndegreeBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"7129",5.87797667723898,"+",NA,-0.0662421671909619,"+",NA,-0.153897615666177,NA,NA,NA,0.546933258719619,NA,NA,NA,NA,-0.12527348399078,NA,NA,NA,NA,45232.5902655466,45305.8103985161,0.126806188251135,0.282654244923009,"Gamma(log)",12,-22604.2951327733,45232.685184926,158.496096919735,2.8342280124192e-36
"8474",5.95616294116125,"+",NA,NA,"+",NA,NA,NA,NA,NA,0.464382435000309,NA,0.245992389448695,NA,-0.135556010005554,NA,NA,NA,NA,NA,45232.8519991293,45299.9704543513,0.123795282271099,0.198047275802206,"Gamma(log)",11,-22605.4259995647,45232.9322911001,158.743203093858,2.50481907658167e-36
"3044",5.85935951115604,"+",0.00671600013773832,NA,"+",NA,NA,NA,NA,NA,0.559296349564314,0.0320860311000506,NA,-0.154434657342677,NA,NA,-0.0933364872288009,-0.117339996318615,NA,NA,45232.8552635699,45318.2787520343,0.122037172686546,0.27751582130986,"Gamma(log)",14,-22602.427631785,45232.9831174512,158.794029444936,2.44196570426373e-36
"2755",5.85936116982053,"+",0.0067160502023687,NA,"+",NA,-0.154432277109631,NA,NA,NA,0.559294366350354,0.0320845949648714,NA,NA,NA,NA,-0.0933334738822208,-0.117343830258136,NA,NA,45232.8552637078,45318.2787521722,0.1220364312086,0.277514578501133,"Gamma(log)",14,-22602.4276318539,45232.9831175891,158.794029582838,2.4419655358887e-36
"1631",5.97532242146787,"+",-0.0329520546204811,-0.0840808246276192,"+","+",NA,NA,NA,NA,0.468209880316435,NA,0.253792674814416,NA,-0.129914913446348,NA,NA,NA,NA,NA,45232.8614190363,45330.4882629955,0.127475945741087,0.194389142525977,"Gamma(log)",16,-22600.4307095181,45233.027121138,158.838033131746,2.38882470095115e-36
"3795",5.95161033203734,"+",NA,NA,"+",NA,NA,NA,-0.0725951090222919,NA,0.470202196623977,-0.0190240365912549,0.252162987049433,NA,-0.102104163282495,NA,NA,NA,NA,NA,45232.9301541932,45312.2519649101,0.12312566244155,0.197301873099628,"Gamma(log)",13,-22603.4650770966,45233.0409271694,158.851839163195,2.37239139143011e-36
"5002",5.86139745031802,"+",NA,NA,"+",NA,-0.155032691103499,NA,NA,NA,0.557949986222963,0.0294250079975185,NA,NA,NA,-0.102788451387536,-0.0991034537181512,NA,NA,NA,45232.9489718986,45312.2707826155,0.121458346304945,0.279495597613237,"Gamma(log)",13,-22603.4744859493,45233.0597448748,158.870656868588,2.35017459148611e-36
"5463",5.86139745246063,"+",NA,NA,"+",NA,NA,NA,NA,NA,0.557949986958817,0.0294250070620226,NA,-0.155032689410521,NA,-0.102788449834495,-0.0991034537246782,NA,NA,NA,45232.9489719431,45312.27078266,0.121458346490146,0.279495597074554,"Gamma(log)",13,-22603.4744859715,45233.0597449194,158.87065691311,2.35017453916936e-36
"2004",5.96719617486991,"+",NA,-0.0862131235617313,"+","+",NA,0.0686188361301851,-0.16589315533724,NA,0.479428176961013,NA,0.252239541734661,NA,NA,NA,NA,NA,NA,NA,45232.9795063473,45330.6063503066,0.129282377555475,0.198928831152233,"Gamma(log)",16,-22600.4897531736,45233.145208449,158.956120442774,2.2518629075379e-36
"7161",5.86613832053501,"+",NA,-0.0594509582232586,"+",NA,-0.159913980387718,NA,NA,NA,0.561087404052195,NA,NA,NA,NA,NA,-0.142680605859652,NA,NA,NA,45233.074873991,45306.2950069605,0.123240120177531,0.275435977457775,"Gamma(log)",12,-22604.5374369955,45233.1697933704,158.980705364127,2.22435140972546e-36
"7542",5.86613832173985,"+",NA,-0.0594509629678693,"+",NA,NA,NA,NA,NA,0.561087418697775,NA,NA,-0.159913979254597,NA,NA,-0.142680599094823,NA,NA,NA,45233.0748741945,45306.2950071639,0.123240124145982,0.275435982141798,"Gamma(log)",12,-22604.5374370972,45233.1697935738,158.980705567585,2.22435118344487e-36
"3736",5.95157949452473,"+",-0.0138284109551684,NA,"+",NA,NA,NA,NA,NA,0.478108892943985,-0.0257118514918916,0.235282821267836,NA,NA,NA,-0.167971643925621,NA,NA,NA,45233.120158349,45312.4419690659,0.123660123988903,0.197094645660331,"Gamma(log)",13,-22603.5600791745,45233.2309313253,159.04184331905,2.15738403844002e-36
"146",5.9714434121123,"+",-0.0109430123836695,-0.0848623372697649,"+","+",NA,NA,-0.0735489484405343,NA,0.475368503063307,-0.0204900803977609,0.261687477428863,NA,-0.0984342472083848,NA,NA,NA,NA,NA,45233.0904139531,45342.9206134072,0.126465269512213,0.19421144219645,"Gamma(log)",18,-22598.5452069765,45233.2988869796,159.109798973332,2.08531217293627e-36
"3142",5.86098944430067,"+",NA,-0.0584013670177267,"+",NA,NA,NA,NA,NA,0.56579133769834,-0.016715515430331,NA,-0.156721875753382,NA,NA,-0.182691092687233,NA,0.0792271639730221,NA,45233.185950621,45318.6094390854,0.127378545240121,0.279376557875803,"Gamma(log)",14,-22602.5929753105,45233.3138045023,159.124716496073,2.06981618931748e-36
"2828",5.86098945186764,"+",NA,-0.0584013675724679,"+",NA,-0.156721873678292,NA,NA,NA,0.565791338564575,-0.0167155137906779,NA,NA,NA,NA,-0.182691093000944,NA,0.0792271612009058,NA,45233.1859506404,45318.6094391048,0.127378544728681,0.279376556609293,"Gamma(log)",14,-22602.5929753202,45233.3138045217,159.124716515442,2.06981616927276e-36
"3608",5.95350434181548,"+",-0.0125282613033046,NA,"+",NA,NA,NA,-0.0738365935221212,NA,0.472046350270042,NA,0.247366283596469,NA,-0.0997809313273925,NA,NA,NA,NA,NA,45233.2992981212,45312.6211088381,0.122932842902182,0.196672365140545,"Gamma(log)",13,-22603.6496490606,45233.4100710975,159.220983091232,1.97254878957402e-36
"1186",5.87383529371102,"+",NA,-0.0629075763435307,"+","+",-0.148037452253315,NA,NA,NA,0.564729617972133,0.0320153811052161,NA,NA,NA,NA,-0.0904699389454888,-0.120450376078358,NA,NA,45233.3081083784,45337.0366300851,0.123432786219881,0.273958525185452,"Gamma(log)",17,-22599.6540541892,45233.494580042,159.305492035754,1.89093617299483e-36
"1307",5.87383786692844,"+",NA,-0.0629081099159693,"+","+",NA,NA,NA,NA,0.564729815519032,0.0320123439450645,NA,-0.148037768882077,NA,NA,-0.0904727333756694,-0.120447503732564,NA,NA,45233.3081105774,45337.0366322842,0.123432638322761,0.273959847910198,"Gamma(log)",17,-22599.6540552887,45233.4945822411,159.305494234803,1.89093409386528e-36
"7196",5.8727872281728,"+",NA,NA,"+",NA,-0.158601041885938,NA,NA,NA,0.547171751785794,0.045383485086727,NA,NA,NA,NA,NA,-0.151775301377528,NA,NA,45233.5063381883,45306.7264711578,0.125379139641442,0.279952059680541,"Gamma(log)",12,-22604.7531690942,45233.6012575677,159.412169561467,1.79271866197503e-36
"7613",5.87278725222364,"+",NA,NA,"+",NA,NA,NA,NA,NA,0.547171841062812,0.0453833911584011,NA,-0.158601116344349,NA,NA,NA,-0.151775154715877,NA,NA,45233.506339876,45306.7264728455,0.125379161851951,0.279952078262784,"Gamma(log)",12,-22604.753169938,45233.6012592554,159.412171249154,1.79271714920126e-36
"2994",5.86228834612788,"+",-0.00455741943971355,-0.0582569107739029,"+",NA,NA,NA,NA,NA,0.566044573946268,NA,NA,-0.157199596886703,NA,NA,-0.178297352791208,NA,0.0732787830472602,NA,45233.5075397466,45318.931028211,0.126947078863242,0.278159020438895,"Gamma(log)",14,-22602.7537698733,45233.6353936279,159.446305621648,1.76238013188928e-36
"2720",5.86228755570086,"+",-0.00455770735079724,-0.0582572578810315,"+",NA,-0.157200369576958,NA,NA,NA,0.566045291770861,NA,NA,NA,NA,NA,-0.178297963369614,NA,0.0732789392680443,NA,45233.5075402937,45318.9310287581,0.126946979050275,0.278159931014812,"Gamma(log)",14,-22602.7537701469,45233.635394175,159.446306168742,1.76237964979572e-36
"4867",5.76048532429617,"+",0.21591817605474,NA,NA,NA,-0.154042319337501,0.162189094408551,-0.182843300193988,-0.430259828800302,0.607998111568522,NA,NA,NA,NA,NA,NA,NA,NA,NA,45233.7018417743,45306.9219747437,0.118769688109426,0.310379648904268,"Gamma(log)",12,-22604.8509208871,45233.7967611536,159.607673147395,1.62576988706851e-36
"5230",5.76048532428159,"+",0.215918176054045,NA,NA,NA,NA,0.162189094407491,-0.182843300199858,-0.430259828798203,0.607998111564369,NA,NA,-0.154042319331553,NA,NA,NA,NA,NA,NA,45233.7018417746,45306.9219747441,0.118769688107917,0.310379648908497,"Gamma(log)",12,-22604.8509208873,45233.796761154,159.607673147737,1.62576988679053e-36
"4856",5.85632319564198,"+",0.0174063960797873,NA,"+",NA,-0.156877856804814,NA,NA,NA,0.557309426937252,NA,NA,NA,NA,-0.0891657862284413,-0.109509774778106,NA,NA,NA,45233.7716584492,45313.0934691661,0.121316641664783,0.281384069322449,"Gamma(log)",13,-22603.8858292246,45233.8824314255,159.693343419225,1.55760026362629e-36
"5206",5.85632641140732,"+",0.0174023340364412,NA,"+",NA,NA,NA,NA,NA,0.557309301395576,NA,NA,-0.156877568748164,NA,-0.0891663383926568,-0.109507797506095,NA,NA,NA,45233.7716607747,45313.0934714916,0.121316890570341,0.281383084966974,"Gamma(log)",13,-22603.8858303874,45233.882433751,159.693345744752,1.55759845250659e-36
"9137",5.87699337280773,"+",NA,NA,"+",NA,NA,NA,NA,NA,0.542408159246834,NA,NA,-0.158311058447117,NA,NA,NA,-0.133630183260555,NA,NA,45233.9153469818,45301.0338022038,0.125851495356545,0.281809839304733,"Gamma(log)",11,-22605.9576734909,45233.9956389526,159.806550946305,1.47188306967233e-36
"8919",5.87699337280998,"+",NA,NA,"+",NA,-0.158311058415511,NA,NA,NA,0.542408159247953,NA,NA,NA,NA,NA,NA,-0.133630183297461,NA,NA,45233.9153469897,45301.0338022117,0.125851495357349,0.281809839300343,"Gamma(log)",11,-22605.9576734948,45233.9956389605,159.806550954243,1.47188306383037e-36
"2020",5.96389101281732,"+",NA,-0.0852423763273202,"+","+",NA,NA,-0.16390089720596,NA,0.480596863061733,NA,0.249847119622248,NA,NA,NA,NA,NA,0.0628199400267905,NA,45233.8924362638,45331.519280223,0.127969906282948,0.196732427297802,"Gamma(log)",16,-22600.9462181319,45234.0581383655,159.869050359244,1.4265984071393e-36
"7227",5.85866722648795,"+",NA,NA,"+",NA,-0.163355498234894,NA,NA,NA,0.561573877240177,NA,NA,NA,NA,NA,-0.182692338163362,NA,0.0749172357962018,NA,45233.9745575834,45307.1946905529,0.125410809039326,0.280633567378974,"Gamma(log)",12,-22604.9872787917,45234.0694769628,159.880388956546,1.41853347756271e-36
"7667",5.85866722648795,"+",NA,NA,"+",NA,NA,NA,NA,NA,0.561573877240177,NA,NA,-0.163355498234894,NA,NA,-0.182692338163362,NA,0.0749172357962018,NA,45233.9745575834,45307.1946905529,0.125410809039326,0.280633567378974,"Gamma(log)",12,-22604.9872787917,45234.0694769628,159.880388956546,1.41853347756271e-36
"6241",5.95944730440415,"+",NA,NA,"+",NA,NA,NA,NA,NA,0.460939645704401,-0.025781884468087,0.251748662482269,NA,-0.135892020086893,NA,NA,NA,NA,NA,45234.0141092177,45307.2342421872,0.12430371486383,0.197891885358727,"Gamma(log)",12,-22605.0070546089,45234.1090285971,159.919940590822,1.39075638154848e-36
"3702",5.79565021736962,"+",0.250386433044596,NA,NA,"+",NA,NA,-0.148061253374043,-0.423908106515529,0.528478629281601,NA,0.262403828898355,NA,NA,NA,NA,NA,NA,NA,45234.0143867773,45319.4378752417,0.121909709158843,0.253178497537067,"Gamma(log)",14,-22603.0071933887,45234.1422406586,159.953152652342,1.36785213891304e-36
"2738",5.75994072527112,"+",0.221782841458277,NA,NA,NA,-0.153610317071633,0.158652149768891,-0.177212616557337,-0.432919040987995,0.605257466162976,-0.0355568349488106,NA,NA,NA,NA,NA,NA,NA,NA,45234.1273288141,45313.449139531,0.119534899840353,0.312550127428393,"Gamma(log)",13,-22604.063664407,45234.2381017903,160.049013784082,1.30383661694246e-36
"3017",5.75994072956173,"+",0.221782832473098,NA,NA,NA,NA,0.158652117379883,-0.177212610605153,-0.432919052633785,0.605257480306743,-0.0355568374071713,NA,-0.153610310868593,NA,NA,NA,NA,NA,NA,45234.1273288968,45313.4491396137,0.119534899841891,0.312550143084757,"Gamma(log)",13,-22604.0636644484,45234.238101873,160.049013866796,1.30383656302028e-36
"565",5.97754359356561,"+",-0.0252529097565359,-0.0846895574829063,"+","+",NA,NA,NA,NA,0.465361803606237,-0.0250866700878829,0.259849345226907,NA,-0.131121855510165,NA,NA,NA,NA,NA,45234.0964031466,45337.8249248533,0.127846908497903,0.194607852667242,"Gamma(log)",17,-22600.0482015733,45234.2828748102,160.093786803969,1.27497255381035e-36
"3095",5.87596276373394,"+",NA,-0.0630715216443088,"+","+",NA,NA,NA,NA,0.562039873415568,NA,NA,-0.149064039046187,NA,-0.0918397069993745,-0.105212917192333,NA,NA,NA,45234.3194962977,45331.946340257,0.122803865152692,0.276917373614114,"Gamma(log)",16,-22601.1597481488,45234.4851983994,160.296110393167,1.15230335586992e-36
"2796",5.875962258431,"+",NA,-0.0630720981868031,"+","+",-0.149063580941781,NA,NA,NA,0.562039184564426,NA,NA,NA,NA,-0.0918394327534614,-0.105213211525529,NA,NA,NA,45234.3194988222,45331.9463427815,0.12280354542477,0.276917425604733,"Gamma(log)",16,-22601.1597494111,45234.4852009239,160.296112917691,1.15230190136183e-36
"6163",5.96609741135025,"+",-0.0284196706811527,NA,"+",NA,NA,NA,NA,NA,0.462480362363011,NA,0.244582462594993,NA,-0.132233644315198,NA,NA,NA,NA,NA,45234.4159915792,45307.6361245487,0.124283919768109,0.196641259795438,"Gamma(log)",12,-22605.2079957896,45234.5109109586,160.321822952341,1.13758384358135e-36
"3910",5.96814545204624,"+",NA,-0.085871121201595,"+","+",NA,NA,-0.1326319960364,NA,0.476105621158328,NA,0.252532502934637,NA,NA,NA,NA,NA,NA,NA,45234.3887573902,45325.913923602,0.12638299752797,0.194491518005925,"Gamma(log)",15,-22602.1943786951,45234.5349206058,160.345832599531,1.12400899507434e-36
"3684",5.79586149138515,"+",0.228838867868466,NA,NA,NA,NA,0.0869402236755589,NA,-0.461715376111933,0.499977525323575,-0.076481015323636,0.263741290092383,NA,NA,NA,NA,NA,NA,NA,45234.4800557614,45307.7001887309,0.123722261845873,0.245541708965228,"Gamma(log)",12,-22605.2400278807,45234.5749751408,160.385887134515,1.10172208414907e-36
"1136",5.87319955028953,"+",0.0108164690993955,-0.0628333996048924,"+","+",-0.148952507224427,NA,NA,NA,0.563408672176502,NA,NA,NA,NA,NA,-0.100847782643814,-0.105243675443558,NA,NA,45234.4138605694,45338.1423822762,0.12327272914234,0.275654604039919,"Gamma(log)",17,-22600.2069302847,45234.6003322331,160.411244226816,1.08784202527274e-36
"1248",5.87319933220935,"+",0.0108160968187188,-0.0628327786592014,"+","+",NA,NA,NA,NA,0.56340823241124,NA,NA,-0.148953480589572,NA,NA,-0.100847079060238,-0.105243422342928,NA,NA,45234.4138611616,45338.1423828683,0.123272801549892,0.275654286864017,"Gamma(log)",17,-22600.2069305808,45234.6003328252,160.411244818992,1.08784170317601e-36
"2889",5.87827188141855,"+",-0.0118619028807237,-0.0659265488324379,"+",NA,NA,NA,NA,NA,0.550778972626618,0.0428396339618546,NA,-0.152440257408794,NA,-0.141595078651384,NA,NA,NA,NA,45234.4818649404,45319.9053534048,0.126475230967643,0.280501317316249,"Gamma(log)",14,-22603.2409324702,45234.6097188217,160.420630815424,1.08274842472465e-36
"2664",5.87827189590012,"+",-0.0118618577899595,-0.0659265485922358,"+",NA,-0.152440274697583,NA,NA,NA,0.55077900650757,0.0428396479210739,NA,NA,NA,-0.141595093105992,NA,NA,NA,NA,45234.481865147,45319.9053536114,0.126475233323813,0.280501352042343,"Gamma(log)",14,-22603.2409325735,45234.6097190283,160.420631022025,1.0827483128763e-36
"1687",5.7964949355426,"+",0.251332090241441,-0.0354678215400487,NA,"+",NA,NA,-0.148772868113016,-0.418432206967775,0.531341820332998,NA,0.264626317955698,NA,NA,NA,NA,NA,NA,NA,45234.4722419716,45325.9974081834,0.122540393530091,0.252550083518834,"Gamma(log)",15,-22602.2361209858,45234.6184051872,160.429317180962,1.07805604772487e-36
"5094",5.87891690066775,"+",-0.00248044983590033,-0.0663022962577876,"+",NA,NA,NA,NA,NA,0.546817321737599,NA,NA,-0.153575767213694,NA,-0.125049319390645,NA,NA,NA,NA,45234.5871020897,45313.9089128066,0.126852685001341,0.282480995597346,"Gamma(log)",13,-22604.2935510448,45234.697875066,160.508787059705,1.03605944764458e-36
"4811",5.87891689806263,"+",-0.00248044841389006,-0.0663022983341714,"+",NA,-0.153575768157999,NA,NA,NA,0.54681731955567,NA,NA,NA,NA,-0.125049318831228,NA,NA,NA,NA,45234.5871020997,45313.9089128166,0.12685268460383,0.282480996253182,"Gamma(log)",13,-22604.2935510498,45234.6978750759,160.508787069695,1.03605944246952e-36
"2082",5.9497432960793,"+",NA,NA,"+","+",NA,NA,NA,NA,0.484708162361972,-0.0432460725076792,0.232831943397776,NA,NA,NA,-0.214058195169926,NA,0.0818972506497618,NA,45234.5741613487,45332.201005308,0.125853886185068,0.1999296613921,"Gamma(log)",16,-22601.2870806744,45234.7398634505,160.550775444215,1.01453495169824e-36
"4029",5.94334255433166,"+",NA,NA,"+","+",NA,NA,NA,NA,0.488747820486056,NA,0.22503553521727,NA,NA,NA,-0.205588658900253,NA,0.0665007062475463,NA,45234.7306043603,45326.2557705721,0.124417422793285,0.199142403651641,"Gamma(log)",15,-22602.3653021801,45234.8767675759,160.687679569623,9.47411518200349e-37
"681",5.97465974083633,"+",-0.0216000428802337,-0.0865902779634536,"+","+",NA,0.069014289984786,-0.161592254971119,NA,0.477438028178216,NA,0.251157346395192,NA,NA,NA,NA,NA,NA,NA,45234.7319243855,45338.4604460922,0.129693745620349,0.198130645302323,"Gamma(log)",17,-22600.3659621927,45234.9183960491,160.729308042835,9.27895678914624e-37
"821",5.96969766102005,"+",NA,-0.0865795929495966,"+","+",NA,0.0673988550004231,-0.163718692297439,NA,0.477368101665923,-0.0123146936984437,0.254916893598434,NA,NA,NA,NA,NA,NA,NA,45234.7890298658,45338.5175515726,0.129496823055692,0.198840657399233,"Gamma(log)",17,-22600.3945149329,45234.9755015295,160.786413523208,9.01776377956813e-37
"3007",5.85750223611872,"+",0.00998249252855955,NA,"+",NA,NA,NA,NA,NA,0.558540163022298,0.0282726421815801,NA,-0.156305584174353,NA,-0.102748830175223,-0.100692536631053,NA,NA,NA,45234.900641475,45320.3241299394,0.121267570924607,0.280272896694357,"Gamma(log)",14,-22603.4503207375,45235.0284953563,160.839407350068,8.78195872259553e-37
"2730",5.85750218281941,"+",0.00998247932252055,NA,"+",NA,-0.156305561536572,NA,NA,NA,0.558540145394365,0.0282726497708881,NA,NA,NA,-0.102748853660274,-0.100692551237012,NA,NA,NA,45234.9006417986,45320.3241302629,0.121267566134194,0.280272884650067,"Gamma(log)",14,-22603.4503208993,45235.0284956798,160.839407673579,8.78195730206595e-37
"1641",5.95427732720272,"+",-0.00744008952505461,NA,"+",NA,NA,NA,-0.0713001152263701,NA,0.469668490482453,-0.0181493338578286,0.251596501008452,NA,-0.101814164702935,NA,NA,NA,NA,NA,45234.9023861187,45320.3258745831,0.123246667941209,0.196917236738424,"Gamma(log)",14,-22603.4511930594,45235.03024,160.841151993736,8.77430136857782e-37
"1669",5.79619618572311,"+",0.22990479528821,-0.0342949668073477,NA,NA,NA,0.0861727030898749,NA,-0.456422846230673,0.502421184380241,-0.0773324951901515,0.265941637174194,NA,NA,NA,NA,NA,NA,NA,45235.0326834161,45314.354494133,0.124318164931202,0.24498222572896,"Gamma(log)",13,-22604.516341708,45235.1434563923,160.954368386083,8.29140100190982e-37
"4843",5.86440484614348,"+",0.00437417615662286,-0.0593044505654371,"+",NA,-0.160568508354438,NA,NA,NA,0.561384877201263,NA,NA,NA,NA,NA,-0.143332508792403,NA,NA,NA,45235.0652810996,45314.3870918165,0.123162288050155,0.275784405531407,"Gamma(log)",13,-22604.5326405498,45235.1760540759,160.986966069628,8.15735612446279e-37
"5179",5.86440484255806,"+",0.00437417978092089,-0.0593044531684322,"+",NA,NA,NA,NA,NA,0.561384877423348,NA,NA,-0.160568509224094,NA,NA,-0.143332510783305,NA,NA,NA,45235.0652811078,45314.3870918247,0.123162287765554,0.275784404401308,"Gamma(log)",13,-22604.5326405539,45235.1760540841,160.986966077842,8.15735609095826e-37
"4979",5.86621830849565,"+",NA,-0.0594829765954093,"+",NA,-0.159833361055997,NA,NA,NA,0.561006107404658,-0.00134729203401557,NA,NA,NA,NA,-0.142751705463409,NA,NA,NA,45235.072498585,45314.3943093019,0.123252143796175,0.275482906280679,"Gamma(log)",13,-22604.5362492925,45235.1832715613,160.994183555034,8.12797137795452e-37
"5427",5.86621830839361,"+",NA,-0.0594829765637336,"+",NA,NA,NA,NA,NA,0.561006107369547,-0.00134729197312594,NA,-0.159833360981196,NA,NA,-0.14275170554385,NA,NA,NA,45235.0724985872,45314.3943093041,0.123252143765318,0.27548290621359,"Gamma(log)",13,-22604.5362492936,45235.1832715635,160.994183557232,8.12797136902456e-37
"837",5.96856907570197,"+",NA,-0.085962555607595,"+","+",NA,NA,-0.164101979882161,NA,0.476927134341461,-0.0261180591848615,0.255110578106064,NA,NA,NA,NA,NA,0.0702031673655936,NA,45235.0814378886,45338.8099595954,0.128804108007962,0.196990411997542,"Gamma(log)",17,-22600.5407189443,45235.2679095523,161.078821546005,7.79118038386019e-37
"1260",5.86113431270082,"+",-0.000374455390877947,-0.0584128434030515,"+",NA,NA,NA,NA,NA,0.565768227987272,-0.0166759514447166,NA,-0.156667696381268,NA,NA,-0.18264140641805,NA,0.0792477186949537,NA,45235.1858807471,45326.7110469589,0.127385504692927,0.279345702586495,"Gamma(log)",15,-22602.5929403736,45235.3320439627,161.142955956457,7.54530238314513e-37
"1145",5.86113273715458,"+",-0.000372010241603606,-0.0584134179145421,"+",NA,-0.156666460314749,NA,NA,NA,0.565768198476041,-0.0166759800401818,NA,NA,NA,NA,-0.182643490467483,NA,0.0792482087197248,NA,45235.1858833108,45326.7110495226,0.127385329404424,0.279345379041217,"Gamma(log)",15,-22602.5929416554,45235.3320465264,161.142958520104,7.54529271140434e-37
"6382",5.94572507283298,"+",NA,NA,"+",NA,NA,0.0661918051338141,-0.162294428827777,NA,0.473071337580529,NA,0.241843085318308,NA,NA,NA,NA,NA,NA,NA,45235.3996975636,45308.6198305331,0.126166568576623,0.201741994696096,"Gamma(log)",12,-22605.6998487818,45235.494616943,161.305528936755,6.9562370788813e-37
"338",5.87310648267296,"+",0.00194976142027093,-0.0628500604972542,"+","+",NA,NA,NA,NA,0.564842606249725,0.0317780656388295,NA,-0.148294364472568,NA,NA,-0.0908014736282361,-0.120402417361773,NA,NA,45235.3062649805,45345.1364644347,0.123391798792224,0.274108796487507,"Gamma(log)",18,-22599.6531324903,45235.5147380071,161.325650000806,6.88660449072844e-37
"316",5.87310693316919,"+",0.00194801955487582,-0.0628496373518804,"+","+",-0.148294434559703,NA,NA,NA,0.564843251473296,0.0317774685908832,NA,NA,NA,NA,-0.0908029923913781,-0.120400499043105,NA,NA,45235.306265808,45345.1364652622,0.123392053451482,0.274108590408843,"Gamma(log)",18,-22599.653132904,45235.5147388345,161.325650828257,6.88660164156513e-37
"5250",5.87656514656631,"+",-0.0103389659199707,NA,"+",NA,NA,NA,NA,NA,0.546775849073407,0.0463931299968256,NA,-0.157229067560997,NA,NA,NA,-0.151404188621754,NA,NA,45235.4524320669,45314.7742427838,0.125562306333631,0.279209745893735,"Gamma(log)",13,-22604.7262160335,45235.5632050432,161.374117036918,6.72172372591403e-37
"4878",5.87656474631071,"+",-0.010339610970511,NA,"+",NA,-0.157229129386624,NA,NA,NA,0.546774916671535,0.046393275506343,NA,NA,NA,NA,NA,-0.151404477214804,NA,NA,45235.4524323631,45314.7742430801,0.125562233688972,0.279209877670885,"Gamma(log)",13,-22604.7262161816,45235.5632053394,161.374117333165,6.72172273026587e-37
"1177",5.87257283370271,"+",NA,-0.0629113432289357,"+","+",-0.149426046861921,NA,NA,NA,0.563787224100841,0.0286837073549043,NA,NA,NA,-0.106021485586595,-0.097181930765662,NA,NA,NA,45235.3896770141,45339.1181987208,0.122658109329453,0.276446322694581,"Gamma(log)",17,-22600.694838507,45235.5761486777,161.387060671426,6.67836242288704e-37
"1296",5.87257365266559,"+",NA,-0.0629113661046249,"+","+",NA,NA,NA,NA,0.563787493747401,0.0286834252817883,NA,-0.149426026069827,NA,-0.106022006170861,-0.097181171053312,NA,NA,NA,45235.3896776911,45339.1181993978,0.122658323791013,0.276446492769201,"Gamma(log)",17,-22600.6948388455,45235.5761493547,161.387061348454,6.67836016216872e-37
"2921",5.76050640068836,"+",0.215944593171232,-0.00983843230598015,NA,NA,NA,0.162104703454486,-0.183140908729632,-0.428723032786997,0.608766326342206,NA,NA,-0.152713015545719,NA,NA,NA,NA,NA,NA,45235.586797474,45314.9086081909,0.118778337658748,0.309921635120957,"Gamma(log)",13,-22604.793398737,45235.6975704503,161.508482444035,6.28497538091469e-37
