"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(grav_total)","cond(IndegreeMPABR)","cond(InflowNeiBR)","cond(Outdegree)","cond(SelfR)","cond(InflowMPABR)","cond(CorridorIndegreeBR)","cond(InflowLR)","cond(IndegreeNeiBR)","cond(InflowBR)","cond(IndegreeBR)","cond(InflowLRBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"1358",5.80631788759183,"+",0.0325954042352277,0.015947023935536,"+","+",-0.120540845696853,NA,NA,NA,NA,-0.0393501861055321,NA,NA,NA,NA,NA,NA,NA,45893.340357159,45984.8655233708,0.0465252658238333,0.430819506909729,"Gamma(log)",15,-22931.6701785795,45893.4865203746,58.2369550167641,1.01985970341772e-14
"316",5.79727218963596,"+",0.012033926489399,0.00745067841422912,"+","+",NA,-0.0643268395541474,NA,0.011782494084642,NA,NA,NA,NA,NA,NA,NA,-0.120257924801226,NA,45893.3436067656,45990.9704507249,0.0452243533701775,0.414530063781595,"Gamma(log)",16,-22930.6718033828,45893.5093088674,58.2597435095304,1.0083051235552e-14
"1589",5.81770105231321,"+",NA,0.0151787094406451,"+","+",-0.116542099758821,NA,NA,NA,NA,-0.0326788753049647,-0.0218833667045897,NA,NA,NA,NA,NA,NA,45893.3715360113,45984.8967022231,0.0451547586887462,0.429206131700859,"Gamma(log)",15,-22931.6857680056,45893.5176992269,58.2681338690236,1.00408396277743e-14
"1488",5.80377734775341,"+",0.0357158903565286,NA,"+","+",-0.117932848943894,NA,-0.0177600900372564,NA,NA,-0.0401361782663584,NA,NA,NA,NA,NA,NA,NA,45893.3747409771,45984.8999071889,0.0462937234535487,0.430290533376655,"Gamma(log)",15,-22931.6873704885,45893.5209041927,58.2713388348056,1.00247622393697e-14
"19",5.81067065530992,"+",0.034264909631392,0.0157391985687035,"+","+",-0.117711862760339,-0.0656415149601504,NA,-0.0200614762166054,NA,-0.0355633686511974,-0.0157188055458465,NA,NA,NA,NA,NA,NA,45893.3279229972,46003.1581224514,0.0476551699186957,0.42262900664224,"Gamma(log)",18,-22928.6639614986,45893.5363960237,58.286830665842,9.94741124186918e-15
"3664",5.81784788599253,"+",NA,NA,"+",NA,NA,-0.0654052572370868,NA,NA,NA,NA,-0.0361826276733781,NA,NA,NA,NA,NA,NA,45893.5013176166,45954.5180950912,0.0433558398295583,0.406561353603679,"Gamma(log)",10,-22936.7506588083,45893.5682072487,58.3186418908881,9.79044321857195e-15
"114",5.8072061648592,"+",0.0250602461555906,0.0166321378215257,"+","+",-0.118599210322941,-0.0653056825453751,-0.00447257777975832,-0.0294590348236069,NA,NA,NA,NA,NA,NA,NA,NA,NA,45893.3866880439,45997.1152097506,0.0473107659756706,0.421790007819863,"Gamma(log)",17,-22929.693344022,45893.5731597075,58.3235943496766,9.76622982662046e-15
"2308",5.80421079776631,"+",0.0224823942674678,0.0168979297790884,"+","+",-0.122677887787905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45893.4456480762,45978.8691365405,0.0462143107484243,0.429671065242911,"Gamma(log)",14,-22932.7228240381,45893.5735019575,58.3239365996124,9.76455872384274e-15
"2955",5.8222276118243,"+",NA,NA,"+",NA,NA,-0.0660479106980507,NA,NA,NA,-0.0382613994482961,-0.0259991412263019,NA,NA,NA,NA,NA,NA,45893.5239192581,45960.6423744801,0.0435591647352096,0.407432571766327,"Gamma(log)",11,-22935.7619596291,45893.6042112289,58.3546458710989,9.61577268237774e-15
"2623",5.81199118716773,"+",NA,0.0163915456407838,"+","+",-0.11936847449231,NA,-0.0138579061493246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45893.4821615994,45978.9056500637,0.0452547326288374,0.428492559786692,"Gamma(log)",14,-22932.7410807997,45893.6100154807,58.360450122811,9.58790695433308e-15
"1652",5.81519418787308,"+",NA,NA,"+","+",-0.112317527912507,NA,NA,-0.0163186082475209,NA,-0.0329755739475015,-0.0133474479707576,NA,NA,NA,NA,NA,NA,45893.4715643266,45984.9967305384,0.0449047355472895,0.428803862620056,"Gamma(log)",15,-22931.7357821633,45893.6177275422,58.3681621843571,9.55100687970212e-15
"14",5.8101989803445,"+",0.0341126700423044,0.0157658039566403,"+","+",-0.117054570330537,-0.0655819277924411,-0.00809195748612575,-0.024008411496352,NA,-0.0380221000977302,NA,NA,NA,NA,NA,NA,NA,45893.4430638829,46003.2732633371,0.047656302993766,0.42263326065126,"Gamma(log)",18,-22928.7215319414,45893.6515369094,58.401971551546,9.39090716054101e-15
"2461",5.8018390648006,"+",0.024961309615635,NA,"+","+",-0.119969316443624,NA,-0.0163652599109665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45893.5652988063,45978.9887872707,0.0460057393429742,0.429056749901665,"Gamma(log)",14,-22932.7826494032,45893.6931526876,58.4435873297771,9.19752116032421e-15
"1647",5.81474822566977,"+",NA,NA,"+","+",-0.111747549662369,NA,-0.00510504722857477,-0.0204333683851348,NA,-0.0349990303894174,NA,NA,NA,NA,NA,NA,NA,45893.5707915695,45985.0959577813,0.0449344858950811,0.42882909105424,"Gamma(log)",15,-22931.7853957848,45893.7169547851,58.467389427271,9.088709781693e-15
"1581",5.81765336934762,"+",NA,0.0152864946499263,"+","+",-0.116328283058925,NA,-0.0141088020569046,NA,NA,-0.0367024506727773,NA,NA,NA,NA,NA,NA,NA,45893.6066258303,45985.1317920421,0.0452614723426961,0.429115101430913,"Gamma(log)",15,-22931.8033129152,45893.7527890459,58.5032236880506,8.92731635456597e-15
"2950",5.82187033968197,"+",NA,NA,"+",NA,NA,-0.0659500150981098,-0.0204611108004063,NA,NA,-0.0432051622810338,NA,NA,NA,NA,NA,NA,NA,45893.7116028446,45960.8300580666,0.0436085216439329,0.407410757392677,"Gamma(log)",11,-22935.8558014223,45893.7918948154,58.5423294575958,8.75445702304797e-15
"1474",5.78896210583959,"+",0.0308360680673799,NA,"+","+",NA,NA,NA,0.0183065788727085,NA,-0.0447576162664087,NA,NA,NA,NA,NA,-0.123885881868079,NA,45893.7412293459,45985.2663955577,0.0443630515574165,0.4251234167055,"Gamma(log)",15,-22931.8706146729,45893.8873925615,58.6378272036163,8.34626448530501e-15
"2103",5.81356345957085,"+",NA,NA,"+",NA,NA,-0.0664295634418604,NA,NA,NA,-0.0410647916687334,-0.0100377524361645,NA,NA,-0.0411061527349421,NA,NA,NA,45893.9849840821,45967.2051170516,0.0429581778380466,0.40733002377208,"Gamma(log)",12,-22934.9924920411,45894.0799034615,58.8303381036749,7.580344306969e-15
"1329",5.78612024533237,"+",0.0347001535517719,0.00675980152283048,"+","+",NA,NA,NA,NA,NA,-0.0431907974484307,NA,NA,NA,NA,NA,-0.11562525014119,NA,45893.9367513524,45985.4619175642,0.0439883973064774,0.425596897392796,"Gamma(log)",15,-22931.9683756762,45894.082914568,58.8333492101156,7.56894028202371e-15
"1779",5.80929697545945,"+",0.00947836627731964,NA,"+",NA,NA,-0.065956441263972,NA,NA,NA,-0.043790032903523,NA,NA,NA,-0.0455142173484191,NA,NA,NA,45894.0259506575,45967.246083627,0.0432786540511555,0.407748370902139,"Gamma(log)",12,-22935.0129753288,45894.1208700369,58.8713046790435,7.42665335534676e-15
"1927",5.81323016303493,"+",NA,0.00373313038597686,"+",NA,NA,-0.066344599936683,NA,NA,NA,-0.0428649755911494,NA,NA,NA,-0.0445763552508798,NA,NA,NA,45894.0444790931,45967.2646120625,0.0430200248612544,0.407377109432225,"Gamma(log)",12,-22935.0222395465,45894.1393984725,58.889833114612,7.35816893834162e-15
"2853",5.82316093075388,"+",NA,0.002469411069467,"+",NA,NA,-0.0657028161909927,NA,NA,NA,-0.0430832983872968,NA,NA,NA,NA,NA,NA,NA,45894.1192208004,45961.2376760224,0.0440097811770694,0.407410546422908,"Gamma(log)",11,-22936.0596104002,45894.1995127712,58.9499474133845,7.14029410622255e-15
"2785",5.82424276547034,"+",-0.003017938358232,NA,"+",NA,NA,-0.0658334571488139,NA,NA,NA,-0.0428444495617198,NA,NA,NA,NA,NA,NA,NA,45894.1236533877,45961.2421086097,0.0439631245262543,0.407196833339,"Gamma(log)",11,-22936.0618266938,45894.2039453585,58.9543800006213,7.12448664142356e-15
"1568",5.8013162411906,"+",NA,0.00655912555602424,"+","+",NA,NA,NA,0.0216887285479991,NA,-0.0421804950149607,NA,NA,NA,NA,NA,-0.122474517694382,NA,45894.0732915595,45985.5984577714,0.043420963779138,0.423555911631979,"Gamma(log)",15,-22932.0366457798,45894.2194547751,58.9698894172834,7.06945199013968e-15
"3035",5.80972392180559,"+",NA,NA,"+",NA,NA,-0.0657122406642091,NA,NA,NA,NA,-0.0224897546931228,NA,NA,-0.0371354750164423,NA,NA,NA,45894.2383686655,45961.3568238875,0.0428182488843396,0.406465547414898,"Gamma(log)",11,-22936.1191843328,45894.3186606363,59.0690952785008,6.7273414392266e-15
"628",5.79635843989786,"+",0.0412981542822385,0.0168306297674142,"+","+",-0.116159002955486,NA,NA,NA,NA,-0.0401885779058263,NA,NA,NA,-0.036306021483661,NA,NA,NA,45894.2395995073,45991.8664434665,0.0459057721726592,0.430976407086779,"Gamma(log)",16,-22931.1197997536,45894.405301609,59.1557362511448,6.44213204342455e-15
"3659",5.81716977057003,"+",NA,NA,"+",NA,NA,-0.065034078869536,-0.0201998137052911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45894.3432757472,45955.3600532218,0.0435418831418932,0.406307389823423,"Gamma(log)",10,-22937.1716378736,45894.4101653793,59.1606000215033,6.42648455214813e-15
"1532",5.79478742369871,"+",0.0330811503816827,NA,"+","+",-0.117018689570469,NA,NA,NA,NA,NA,-0.0254196917646456,NA,NA,-0.0247637276538369,NA,NA,NA,45894.3191260823,45985.8442922942,0.0455802715358361,0.429472753353783,"Gamma(log)",15,-22932.1595630412,45894.4652892979,59.2157239400913,6.25177675093191e-15
"1422",5.80071269972666,"+",0.0305586666348864,0.0168255356553435,"+","+",-0.122496552756348,NA,NA,NA,NA,NA,-0.0336508425391814,NA,NA,NA,NA,NA,NA,45894.4001373818,45985.9253035936,0.0458506978783041,0.430330560604554,"Gamma(log)",15,-22932.2000686909,45894.5463005974,59.2967352395208,6.00360458965002e-15
"2445",5.78586287393695,"+",0.0192975381825756,NA,"+","+",NA,NA,NA,0.012043332259759,NA,NA,NA,NA,NA,NA,NA,-0.120706538571681,NA,45894.4274033269,45979.8508917913,0.0439153497163387,0.42350426544324,"Gamma(log)",14,-22933.2137016635,45894.5552572082,59.3056918503789,5.9767787266593e-15
"1625",5.80839848101682,"+",NA,0.0165775616340627,"+","+",-0.115870280253768,NA,NA,NA,NA,NA,-0.0223458804926398,NA,NA,-0.0224952044073313,NA,NA,NA,45894.4239423874,45985.9491085992,0.0445851754395321,0.428436504643741,"Gamma(log)",15,-22932.2119711937,45894.570105603,59.320540245164,5.93257025090559e-15
"1425",5.79460689628863,"+",0.0305906087827484,0.0177664806595424,"+","+",-0.1184889856235,NA,NA,NA,NA,NA,NA,NA,NA,-0.0348287568928353,NA,NA,NA,45894.4324731558,45985.9576393676,0.0456173695021534,0.429814072275516,"Gamma(log)",15,-22932.2162365779,45894.5786363714,59.3290710135479,5.9073194500065e-15
"2276",5.78401092644679,"+",0.0222704774114847,0.00744620358129919,"+","+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.115409899078895,NA,45894.4660686444,45979.8895571087,0.0436487763324011,0.423946436404522,"Gamma(log)",14,-22933.2330343222,45894.5939225257,59.3443571678145,5.8623414558935e-15
"685",5.79645442884016,"+",0.0417225245850256,NA,"+","+",-0.114535770836156,NA,NA,NA,NA,-0.0380022555569826,-0.0147627456143472,NA,NA,-0.0301989680127128,NA,NA,NA,45894.4413999875,45992.0682439468,0.0458775897987421,0.430416067259461,"Gamma(log)",16,-22931.2206999937,45894.6071020892,59.3575367313751,5.82383691258518e-15
"1535",5.79662854865649,"+",0.032991287158551,NA,"+","+",-0.11780560139586,NA,NA,-0.0201236038622904,NA,NA,-0.023519159624065,NA,NA,NA,NA,NA,NA,45894.4671671967,45985.9923334085,0.045634942500066,0.430087765986043,"Gamma(log)",15,-22932.2335835984,45894.6133304123,59.363765054477,5.80572875409311e-15
"1430",5.79618583458126,"+",0.0318786060266952,0.016737806732974,"+","+",-0.119062735975802,NA,NA,-0.0312026858231877,NA,NA,NA,NA,NA,NA,NA,NA,NA,45894.4905827433,45986.0157489551,0.0456337017987154,0.430810535396397,"Gamma(log)",15,-22932.2452913716,45894.6367459589,59.3871806010357,5.73815295110299e-15
"2606",5.79388229800351,"+",NA,0.0073089779815009,"+","+",NA,NA,NA,0.0144786187162102,NA,NA,NA,NA,NA,NA,NA,-0.120080639871929,NA,45894.5113119516,45979.934800416,0.0432958106348465,0.422621627476375,"Gamma(log)",14,-22933.2556559758,45894.6391658329,59.3896004750786,5.73121434589664e-15
"3038",5.81076730357303,"+",NA,NA,"+",NA,NA,-0.0656105562319936,NA,-0.0318708638657452,NA,NA,-0.0183081806603726,NA,NA,NA,NA,NA,NA,45894.6147350952,45961.7331903172,0.0428260335562542,0.407385527381438,"Gamma(log)",11,-22936.3073675476,45894.695027066,59.445461708201,5.57335284256521e-15
"3594",5.82438818264033,"+",-0.0154414552009221,NA,"+",NA,NA,-0.0654902691693943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45894.6434964684,45955.6602739429,0.043598185429362,0.40552505601427,"Gamma(log)",10,-22937.3217482342,45894.7103861005,59.46082074265,5.53071610772407e-15
"2892",5.80848799298154,"+",NA,0.00446707266608644,"+",NA,NA,-0.0654462877828823,NA,NA,NA,NA,NA,NA,NA,-0.0448686636386766,NA,NA,NA,45894.6335589032,45961.7520141252,0.04296102139583,0.406358577206633,"Gamma(log)",11,-22936.3167794516,45894.713850874,59.4642855161364,5.52114306296052e-15
"2823",5.80984867211085,"+",-0.00352739352668929,NA,"+",NA,NA,-0.0655980399598251,NA,NA,NA,NA,NA,NA,NA,-0.0443040136507214,NA,NA,NA,45894.6552432472,45961.7736984692,0.0429302085576362,0.406059323447602,"Gamma(log)",11,-22936.3276216236,45894.735535218,59.4859698602013,5.46160522304266e-15
"1628",5.8102594773737,"+",NA,0.0159536813160342,"+","+",-0.11672643298187,NA,NA,-0.0165120940270894,NA,NA,-0.0215646483092043,NA,NA,NA,NA,NA,NA,45894.5930709216,45986.1182371335,0.0446995108545711,0.428984516359523,"Gamma(log)",15,-22932.2965354608,45894.7392341372,59.4896687793807,5.45151353984432e-15
"631",5.79923316873536,"+",0.0402991250372274,0.0158543635252289,"+","+",-0.117475276193218,NA,NA,-0.027278467567098,NA,-0.0372431435474937,NA,NA,NA,NA,NA,NA,NA,45894.6193508843,45992.2461948436,0.045990067074424,0.431732137009842,"Gamma(log)",16,-22931.3096754422,45894.7850529861,59.5354876282217,5.32804223092976e-15
"3608",5.81849221687227,"+",NA,0.00319253348744472,"+",NA,NA,-0.0647922384461686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45894.7344862586,45955.7512637332,0.0439133129280005,0.406325228560568,"Gamma(log)",10,-22937.3672431293,45894.8013758907,59.5518105328956,5.28473463504314e-15
"2106",5.81539292227057,"+",NA,NA,"+",NA,NA,-0.0662275712737659,NA,-0.0305064439555074,NA,-0.0375891542126158,-0.00903446610394525,NA,NA,NA,NA,NA,NA,45894.7148907431,45967.9350237126,0.0430537275984778,0.408195181326222,"Gamma(log)",12,-22935.3574453716,45894.8098101225,59.5602447646743,5.26249522269132e-15
"2098",5.81495096806824,"+",NA,NA,"+",NA,NA,-0.0661999288329516,-0.00580151617224007,-0.0321329364908998,NA,-0.0390948647736922,NA,NA,NA,NA,NA,NA,NA,45894.7428947139,45967.9630276834,0.0430586581437426,0.408222962219812,"Gamma(log)",12,-22935.371447357,45894.8378140933,59.5882487354684,5.18932331291356e-15
"1782",5.8114484039095,"+",0.00802913091440173,NA,"+",NA,NA,-0.065832062788579,NA,-0.0353777234559281,NA,-0.039401458427475,NA,NA,NA,NA,NA,NA,NA,45894.7435910378,45967.9637240072,0.0432809317801303,0.408671819810667,"Gamma(log)",12,-22935.3717955189,45894.8385104171,59.5889450592804,5.18751690269792e-15
"1930",5.81481234116424,"+",NA,0.00279658532770908,"+",NA,NA,-0.0661585328514942,NA,-0.0344658525721604,NA,-0.038732187367069,NA,NA,NA,NA,NA,NA,NA,45894.7596634596,45967.979796429,0.0430846077507144,0.408343719561806,"Gamma(log)",12,-22935.3798317298,45894.854582839,59.6050174811171,5.14599598161882e-15
"2896",5.80922525876858,"+",NA,0.00349216004885207,"+",NA,NA,-0.0654332282643688,NA,-0.0402653583098231,NA,NA,NA,NA,NA,NA,NA,NA,NA,45894.8362644981,45961.9547197201,0.0428723571656054,0.407571789560024,"Gamma(log)",11,-22936.4181322491,45894.9165564689,59.6669911110948,4.988983182692e-15
"3028",5.80919106777075,"+",NA,NA,"+",NA,NA,-0.0654469765423046,-0.0022185531412136,-0.0393767401726885,NA,NA,NA,NA,NA,NA,NA,NA,NA,45894.8488285564,45961.9672837784,0.0428880431983569,0.407457075947282,"Gamma(log)",11,-22936.4244142782,45894.9291205272,59.6795551693285,4.95774048160032e-15
"2827",5.80989221809786,"+",-0.00183793190471152,NA,"+",NA,NA,-0.0655120182371545,NA,-0.0400044426567289,NA,NA,NA,NA,NA,NA,NA,NA,NA,45894.8514338783,45961.9698891003,0.042869650494429,0.407380776653315,"Gamma(log)",11,-22936.4257169392,45894.9317258491,59.6821604912839,4.95128643117e-15
"625",5.80347142576537,"+",0.0377293380531332,0.0159985584694948,"+","+",-0.120650654996095,NA,NA,NA,NA,-0.035176016100207,-0.025514069250731,NA,NA,NA,NA,NA,NA,45894.7692678416,45992.3961118008,0.0461937505161131,0.43119360923822,"Gamma(log)",16,-22931.3846339208,45894.9349699433,59.6854045854561,4.9432617214297e-15
"688",5.79938307335735,"+",0.0403786808416747,NA,"+","+",-0.116033862309334,NA,NA,-0.0204168791027674,NA,-0.0356580134894866,-0.0150913572417215,NA,NA,NA,NA,NA,NA,45894.7936250894,45992.4204690487,0.0459751652642532,0.430997981191784,"Gamma(log)",16,-22931.3968125447,45894.9593271912,59.7097618333137,4.88342470180059e-15
"1530",5.79602548421484,"+",0.0311268785905018,NA,"+","+",-0.116749091543645,NA,-0.00397734114685337,-0.0297472206266913,NA,NA,NA,NA,NA,NA,NA,NA,NA,45894.8424568092,45986.367623021,0.0456516494717841,0.430021259002963,"Gamma(log)",15,-22932.4212284046,45894.9886200248,59.7390546669485,4.81242127033343e-15
"710",5.81312471055202,"+",NA,0.0157059350767915,"+","+",-0.112787683256274,NA,NA,NA,NA,-0.0345535145140352,-0.0119428536885921,NA,NA,-0.0267293435361158,NA,NA,NA,45894.8450220299,45992.4718659892,0.0446541675443319,0.428890733533229,"Gamma(log)",16,-22931.4225110149,45895.0107241316,59.7611587737847,4.75952696712511e-15
"1623",5.80902272435922,"+",NA,0.0160157811317496,"+","+",-0.115908400895717,NA,-0.00245760771386616,-0.0260479292673566,NA,NA,NA,NA,NA,NA,NA,NA,NA,45894.9155237967,45986.4406900085,0.0447747579517169,0.429034398641986,"Gamma(log)",15,-22932.4577618983,45895.0616870123,59.8121216544459,4.63977951281913e-15
"683",5.79894850841009,"+",0.040206268517348,NA,"+","+",-0.115396439487832,NA,-0.00761189492162934,-0.0242714492425199,NA,-0.038014495197697,NA,NA,NA,NA,NA,NA,NA,45894.9013012439,45992.5281452031,0.0459842495973478,0.43099937732602,"Gamma(log)",16,-22931.4506506219,45895.0670033456,59.8174379877673,4.62746258308364e-15
"617",5.80367002629105,"+",0.0368022034956027,0.0161102908297235,"+","+",-0.120222616266281,NA,-0.0179393480464832,NA,NA,-0.0397850783124092,NA,NA,NA,NA,NA,NA,NA,45895.0363777792,45992.6632217384,0.0462520558906414,0.431036540979096,"Gamma(log)",16,-22931.5181888896,45895.2020798809,59.9525145230582,4.32525203214354e-15
"1415",5.80174973147619,"+",0.0262620755313802,0.0170611574479171,"+","+",-0.12241266450035,NA,-0.0165706982108477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45895.1862726116,45986.7114388235,0.0459628581503013,0.429867502486866,"Gamma(log)",15,-22932.5931363058,45895.3324358272,60.0828704693922,4.05233167974439e-15
"713",5.81552179158155,"+",NA,0.0150482379748521,"+","+",-0.114389260913738,NA,NA,-0.0160888289645802,NA,-0.0325843393828677,-0.0134006445504419,NA,NA,NA,NA,NA,NA,45895.1760381055,45992.8028820647,0.0448544473431153,0.429468534436933,"Gamma(log)",16,-22931.5880190527,45895.3417402072,60.0921748493638,4.03352324700835e-15
"4057",5.81436171170901,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,-0.0420733239707807,NA,NA,NA,NA,NA,NA,NA,45895.3418071757,45950.2569069028,0.0421619007658109,0.416273102836287,"Gamma(log)",9,-22938.6709035879,45895.3965184219,60.1469530640898,3.92454782783344e-15
"708",5.81506807626493,"+",NA,0.0150616751125007,"+","+",-0.113822222068133,NA,-0.00529736585431033,-0.0201450780322072,NA,-0.0346206738565172,NA,NA,NA,NA,NA,NA,NA,45895.2747336629,45992.9015776221,0.0448809746654337,0.429491059981984,"Gamma(log)",16,-22931.6373668314,45895.4404357646,60.1908704067464,3.83930925984254e-15
"3880",5.80465170543406,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,-0.0418741031397704,NA,NA,NA,-0.0433645572691111,NA,NA,NA,45895.3782908559,45956.3950683304,0.0412936939593866,0.416388617012413,"Gamma(log)",10,-22937.6891454279,45895.445180488,60.1956151301274,3.83021182510608e-15
"2820",5.82045029333236,"+",-0.00666619209569013,NA,"+",NA,NA,-0.0656912659422133,NA,NA,NA,NA,-0.0354226363257679,NA,NA,NA,NA,NA,NA,45895.4823284694,45962.6007836914,0.0432097240511652,0.406250932389961,"Gamma(log)",11,-22936.7411642347,45895.5626204402,60.3130550823698,3.61177785728537e-15
"2889",5.81794107529992,"+",NA,0.0030486210081563,"+",NA,NA,-0.0654031175094006,NA,NA,NA,NA,-0.0361627180413467,NA,NA,NA,NA,NA,NA,45895.4886360269,45962.6070912489,0.0433263743083083,0.406659535746095,"Gamma(log)",11,-22936.7443180135,45895.5689279977,60.3193626398643,3.60040505212146e-15
"1924",5.82230564021874,"+",NA,0.00245226725179765,"+",NA,NA,-0.0660457493789167,NA,NA,NA,-0.038224579395943,-0.02599489934879,NA,NA,NA,NA,NA,NA,45895.515706184,45968.7358391535,0.0435367949312249,0.407512931433241,"Gamma(log)",12,-22935.757853092,45895.6106255634,60.3610602055196,3.52611807646066e-15
"1776",5.82135091073896,"+",0.00228052193905628,NA,"+",NA,NA,-0.0659537148857277,NA,NA,NA,-0.0384295665977887,-0.0262180672752074,NA,NA,NA,NA,NA,NA,45895.5217337371,45968.7418667065,0.0436083724391857,0.407553998314075,"Gamma(log)",12,-22935.7608668685,45895.6166531165,60.3670877586119,3.51550714202703e-15
"1919",5.82193318934405,"+",NA,0.0025996383301228,"+",NA,NA,-0.0659487776835412,-0.0204822095332471,NA,NA,-0.0431681297447393,NA,NA,NA,NA,NA,NA,NA,45895.7023781504,45968.9225111199,0.0435844486245591,0.407476717206913,"Gamma(log)",12,-22935.8511890752,45895.7972975298,60.5477321719227,3.21189654795517e-15
