"","cond((Int))","disp((Int))","cond(Age_of_protection)","cond(btwdegree)","cond(Class)","cond(FE)","cond(grav_neiBR)","cond(grav_total)","cond(IndegreeMPABR)","cond(InflowNeiBR)","cond(Outdegree)","cond(SelfR)","cond(InflowMPABR)","cond(CorridorIndegreeBR)","cond(InflowLR)","cond(IndegreeNeiBR)","cond(InflowBR)","cond(IndegreeBR)","cond(InflowLRBR)","AIC","BIC","R2.R2m","R2.R2c","family","df","logLik","AICc","delta","weight"
"2597",5.80194265590433,"+",NA,0.0109731208514062,"+","+",-0.0934963809934177,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.127634711434811,NA,NA,45877.3863169058,45962.8098053701,0.0467914475294893,0.433292530723547,"Gamma(log)",14,-22924.6931584529,45877.514170787,42.2646054291981,2.9984173125294e-11
"3433",5.80243792975909,"+",NA,NA,"+","+",-0.0938028411253761,NA,NA,NA,NA,NA,NA,NA,-0.121575241896336,NA,NA,NA,NA,45877.405729239,45956.7275399559,0.0462854814369787,0.429128085815877,"Gamma(log)",13,-22925.7028646195,45877.5165022153,42.2669368574061,2.99492405164586e-11
"104",5.79758204408716,"+",0.0369975003800383,0.0112598078039466,"+","+",-0.0975644921321104,-0.0643839349132962,NA,NA,NA,NA,NA,NA,NA,0.0120377636307503,-0.134427710590105,NA,NA,45877.3608209739,45981.0893426807,0.0500443588356048,0.42689786943178,"Gamma(log)",17,-22921.680410487,45877.5472926376,42.2977272797143,2.94916966638474e-11
"388",5.79853487589893,"+",0.0401371622703366,NA,"+",NA,-0.102667559174567,-0.0647908225543038,NA,0.0221297862821318,NA,-0.0434888899637853,NA,NA,NA,NA,NA,-0.102677119081571,NA,45877.4446739457,45962.8681624101,0.0492393492201284,0.42614789102414,"Gamma(log)",14,-22924.7223369728,45877.572527827,42.3229624691303,2.91219201390559e-11
"240",5.79338006807269,"+",0.0454372859718991,0.0178400754781724,"+",NA,-0.104441204336545,-0.0648562041742321,NA,NA,NA,-0.0409039169188781,NA,NA,NA,NA,NA,-0.0928098157434949,NA,45877.4578627315,45962.8813511959,0.048763282525242,0.427199761129815,"Gamma(log)",14,-22924.7289313658,45877.5857166128,42.3361512549745,2.89305105636232e-11
"2747",5.8062558047227,"+",NA,NA,"+","+",-0.0932061393566086,NA,NA,NA,NA,NA,NA,NA,NA,0.0153632244223623,NA,NA,-0.131456963757589,45877.4905852061,45962.9140736704,0.047132760402332,0.433059083216512,"Gamma(log)",14,-22924.745292603,45877.6184390873,42.3688737295015,2.84610227896245e-11
"227",5.79765857159707,"+",0.0342338432242321,0.012490681762964,"+","+",-0.0986265616130864,-0.0646336243919686,NA,NA,NA,NA,NA,NA,-0.123437215420035,NA,NA,NA,NA,45877.4662405573,45975.0930845166,0.0490985066298476,0.422699409390798,"Gamma(log)",16,-22922.7331202787,45877.6319426591,42.3823773012336,2.82695073214796e-11
"121",5.79840633853615,"+",0.0393574881769673,0.0112444733157539,"+","+",-0.0975385321692285,-0.0645143739717379,NA,NA,NA,NA,NA,NA,NA,0.00947924533614501,NA,NA,-0.132702179734703,45877.4456929932,45981.1742146999,0.04997707741034,0.426891997347012,"Gamma(log)",17,-22921.7228464966,45877.6321646568,42.3825992989368,2.8266369612776e-11
"51",5.79523817099572,"+",0.0399265547874085,0.0116519462638837,"+","+",-0.096920842801001,-0.0644816496854265,NA,NA,NA,-0.00367122685977441,NA,NA,NA,NA,-0.129513657315546,NA,NA,45877.4540408219,45981.1825625286,0.0498234356937107,0.426845110073743,"Gamma(log)",17,-22921.7270204109,45877.6405124855,42.3909471276711,2.8148634086473e-11
"89",5.79523768391681,"+",0.0399258055775968,0.0116518939194727,"+","+",-0.0969212543898978,-0.064482646118278,NA,NA,NA,0.00723274453750849,NA,NA,NA,NA,NA,NA,-0.133454680103438,45877.4540427017,45981.1825644084,0.0498235357694102,0.426840679853335,"Gamma(log)",17,-22921.7270213508,45877.6405143653,42.3909490074511,2.81486076298653e-11
"2642",5.80402970754299,"+",NA,0.0108553370406022,"+","+",-0.0935314150292492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.126311655453169,45877.5206956822,45962.9441841466,0.0467078936249558,0.433240457288253,"Gamma(log)",14,-22924.7603478411,45877.6485495635,42.3989842056326,2.80357446802991e-11
"2715",5.80167131424353,"+",NA,NA,"+","+",-0.0919602312426193,NA,NA,NA,NA,0.0105865903706793,NA,NA,NA,NA,NA,NA,-0.132077372948675,45877.5436623871,45962.9671508514,0.046853635958879,0.432848025609324,"Gamma(log)",14,-22924.7718311935,45877.6715162683,42.4219509104878,2.77156417883122e-11
"2676",5.80167018731752,"+",NA,NA,"+","+",-0.0919601509529265,NA,NA,NA,NA,-0.000204879595440903,NA,NA,NA,NA,-0.128176979681812,NA,NA,45877.5436633763,45962.9671518407,0.0468536437086032,0.432847753608784,"Gamma(log)",14,-22924.7718316881,45877.6715172576,42.421951899727,2.7715628079616e-11
"130",5.79784196731108,"+",0.0367525328567604,NA,"+","+",-0.0959475929313636,-0.0644314349545123,NA,NA,NA,-0.00228347319677506,NA,NA,NA,0.012265774279509,-0.134241384891132,NA,NA,45877.5201684064,45981.2486901131,0.050097061428421,0.426421298725592,"Gamma(log)",17,-22921.7600842032,45877.70664007,42.457074712147,2.72331515593272e-11
"145",5.79783621217221,"+",0.0367541611262614,NA,"+","+",-0.0959484057848691,-0.0644318639454858,NA,NA,NA,0.00901960491316798,NA,NA,NA,0.0122659688577153,NA,NA,-0.138325373683048,45877.5201701467,45981.2486918535,0.050096766894248,0.426421139919604,"Gamma(log)",17,-22921.7600850734,45877.7066418104,42.4570764525197,2.7233127861421e-11
"1741",5.80965218741409,"+",0.00527991587624805,NA,"+",NA,NA,-0.0647315308225664,NA,0.0447540111342818,NA,NA,NA,NA,-0.164206123116944,NA,NA,NA,NA,45877.6546577824,45950.8747907518,0.0469560681176545,0.410005362922394,"Gamma(log)",12,-22926.8273288912,45877.7495771617,42.5000118039025,2.66547265833421e-11
"378",5.80007280714668,"+",0.0314823925452107,NA,"+","+",-0.0974400621705568,-0.0646103254837591,NA,NA,NA,NA,NA,NA,-0.127184225816218,0.0105235512107609,NA,NA,NA,45877.5866432512,45975.2134872105,0.0493287371572214,0.422121133425645,"Gamma(log)",16,-22922.7933216256,45877.7523453529,42.5027799950767,2.66178594136311e-11
"1889",5.8119059675836,"+",NA,0.00114688241646166,"+",NA,NA,-0.0649544232827625,NA,0.0453425932718388,NA,NA,NA,NA,-0.164037456405131,NA,NA,NA,NA,45877.6645827207,45950.8847156901,0.0468237556268356,0.409755772235064,"Gamma(log)",12,-22926.8322913603,45877.7595021,42.5099367421863,2.65227809839445e-11
"374",5.79839107377035,"+",0.0348794407051742,NA,"+","+",-0.0967992701542033,-0.0647305457255922,NA,NA,NA,-0.00695843855264061,NA,NA,-0.121461686429283,NA,NA,NA,NA,45877.6106238386,45975.2374677979,0.0491637235531713,0.422251354108068,"Gamma(log)",16,-22922.8053119193,45877.7763259404,42.5267605825284,2.63006092232296e-11
"1631",5.80926905194118,"+",NA,0.0102880522178032,"+","+",-0.0952403419223009,NA,NA,0.0495430940739825,NA,NA,NA,NA,NA,NA,NA,NA,-0.151335401103805,45877.6567044986,45969.1818707105,0.0481888754546838,0.432993391916104,"Gamma(log)",15,-22923.8283522493,45877.8028677142,42.5533023563912,2.59538825856756e-11
"480",5.81553585492912,"+",NA,0.0170498140314566,"+",NA,-0.1015781845257,-0.0664196179273667,NA,0.0259303385644806,NA,-0.0401572227458009,NA,NA,NA,NA,NA,-0.101280961414655,NA,45877.7339659083,45963.1574543727,0.0481172063466869,0.424540798850826,"Gamma(log)",14,-22924.8669829541,45877.8618197896,42.6122544317186,2.52000298414616e-11
"802",5.7935783875651,"+",0.0345063064538828,0.0187016134176285,"+",NA,-0.106421212018159,-0.0645576227238424,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0921851785858419,NA,45877.7520558407,45957.0738665576,0.0484436966620437,0.426099689195766,"Gamma(log)",13,-22925.8760279204,45877.862828817,42.6132634591559,2.51873192872909e-11
"3906",5.79831289915837,"+",NA,NA,"+",NA,-0.100158192749883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.088623564089215,NA,45877.9096497835,45938.9264272581,0.0456261816403038,0.431776091308241,"Gamma(log)",10,-22928.9548248918,45877.9765394156,42.7269740577831,2.37952353598017e-11
"471",5.81329483761409,"+",NA,0.0113862120777352,"+","+",-0.0964543897819296,-0.0659385836637956,NA,NA,NA,NA,NA,NA,-0.125248590157663,0.0133036136306979,NA,NA,NA,45877.8385277604,45975.4653717197,0.04846399100572,0.420944898928404,"Gamma(log)",16,-22922.9192638802,45878.0042298622,42.7546645043112,2.34680551813529e-11
"3717",5.78342543863418,"+",0.028668181133346,NA,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.147209266325316,NA,NA,45877.9534513397,45938.9702288142,0.0453114864229262,0.425400326096941,"Gamma(log)",10,-22928.9767256698,45878.0203409718,42.7707756139425,2.32797663800043e-11
"1137",5.81021878576228,"+",NA,0.0180476461740127,"+",NA,-0.104020229430409,-0.0657826919864208,NA,0.0185415522471236,NA,NA,NA,NA,NA,NA,NA,-0.0980963402210862,NA,45877.951519413,45957.2733301299,0.0479177145753676,0.424025606569136,"Gamma(log)",13,-22925.9757597065,45878.0622923892,42.8127270313926,2.2796542480403e-11
"3450",5.802109063889,"+",NA,NA,"+",NA,-0.0977380024684891,NA,NA,NA,NA,-0.0365867647958409,NA,NA,NA,NA,NA,-0.088287433099725,NA,45878.0275025545,45945.1459577765,0.0455881025657681,0.432400789761738,"Gamma(log)",11,-22928.0137512773,45878.1077945253,42.8582291674684,2.22837521736204e-11
"975",5.79710262753929,"+",0.0298562391208797,NA,"+",NA,-0.104314429009375,-0.0645136868094462,NA,0.0151804296732611,NA,NA,NA,NA,NA,NA,NA,-0.0987744936625924,NA,45877.9977645627,45957.3195752796,0.0487707347075114,0.424991626105956,"Gamma(log)",13,-22925.9988822814,45878.108537539,42.8589721811295,2.22754751450589e-11
"467",5.81203578659863,"+",NA,0.0117237233903901,"+","+",-0.0954180823920946,-0.0661903773401361,NA,NA,NA,-0.00428950127095402,NA,NA,-0.119417376360605,NA,NA,NA,NA,45877.9515191515,45975.5783631107,0.0481260344129784,0.420839907148768,"Gamma(log)",16,-22922.9757595757,45878.1172212532,42.8676558953593,2.21789678768073e-11
"3755",5.78441576018889,"+",0.030832160722063,NA,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.146290792068434,45878.0568241247,45939.0736015993,0.0452766741530598,0.425485077267964,"Gamma(log)",10,-22929.0284120624,45878.1237137568,42.8741483989725,2.21070860985709e-11
"155",5.81276407820464,"+",NA,0.0104468988487781,"+","+",-0.0946775558939303,-0.0659084899053306,NA,NA,NA,0.000730004364170416,NA,NA,NA,0.0160172658789366,-0.132984857058781,NA,NA,45877.9400581018,45981.6685798085,0.0491280073231856,0.424920854094502,"Gamma(log)",17,-22921.9700290509,45878.1265297654,42.8769644075655,2.20759811294641e-11
"170",5.81276032017326,"+",NA,0.0104483930703953,"+","+",-0.0946778537037367,-0.0659072476754252,NA,NA,NA,0.0119253259244901,NA,NA,NA,0.0160162202721731,NA,NA,-0.137029406973755,45877.9400600416,45981.6685817483,0.0491280606882281,0.424920752114947,"Gamma(log)",17,-22921.9700300208,45878.1265317052,42.8769663473504,2.20759597181476e-11
"554",5.81358349325556,"+",NA,NA,"+","+",-0.0948322946526545,-0.0659903385459629,NA,NA,NA,-0.00304964612445042,NA,NA,-0.124681514669146,0.0133502453735629,NA,NA,NA,45877.996952235,45975.6237961943,0.0485118007061555,0.420472202528404,"Gamma(log)",16,-22922.9984761175,45878.1626543368,42.9130889789085,2.16808179700751e-11
"3193",5.79532246665289,"+",0.0190695668631625,NA,"+",NA,NA,NA,NA,0.0466600053373663,NA,NA,NA,NA,NA,NA,-0.172721589368991,NA,NA,45878.1849415924,45945.3033968144,0.0464171334898868,0.424752208787372,"Gamma(log)",11,-22928.0924707962,45878.2652335632,43.0156682053857,2.05968528915147e-11
"3898",5.79632643696881,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00749680141263915,-0.146803883312304,NA,NA,45878.2565937088,45939.2733711833,0.044572224447915,0.423986468262676,"Gamma(log)",10,-22929.1282968544,45878.3234833409,43.0739179830416,2.00056233801353e-11
"3784",5.794970232873,"+",NA,0.00111149339095684,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.144181449146509,NA,NA,45878.3077651513,45939.3245426258,0.0444023054420041,0.423926849014733,"Gamma(log)",10,-22929.1538825756,45878.3746547834,43.1250894255572,1.95002577178496e-11
"3886",5.7949996762429,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,0.0115294795424378,NA,NA,NA,NA,NA,NA,-0.148361639587754,45878.3079687533,45939.3247462278,0.0444107607453469,0.423897464044733,"Gamma(log)",10,-22929.1539843766,45878.3748583854,43.125293027515,1.9498272673567e-11
"3850",5.79500518108137,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,-0.000592374377523204,NA,NA,NA,NA,-0.143979922153114,NA,NA,45878.3079690566,45939.3247465311,0.044410457372284,0.423899556960217,"Gamma(log)",10,-22929.1539845283,45878.3748586887,43.1252933308278,1.94982697165289e-11
"3338",5.80331782931046,"+",NA,0.000287636074289594,"+",NA,NA,NA,NA,0.0487080637949369,NA,NA,NA,NA,NA,NA,-0.171900225725792,NA,NA,45878.3382005021,45945.4566557241,0.0459049833046468,0.423765284920824,"Gamma(log)",11,-22928.1691002511,45878.4184924729,43.1689271150826,1.9077484868458e-11
"3570",5.80387985886842,"+",NA,NA,"+","+",NA,NA,0.0896957877914088,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.194412030302119,45878.3723010075,45957.6941117244,0.0465096374019479,0.42635407645625,"Gamma(log)",13,-22926.1861505038,45878.4830739838,43.2335086259627,1.84712982533203e-11
"3958",5.79777427094244,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0051614181439629,NA,NA,-0.144589255866398,45878.4416133855,45939.45839086,0.0444196114533024,0.423928237443266,"Gamma(log)",10,-22929.2208066927,45878.5085030176,43.2589376597534,1.82379313372104e-11
"3255",5.795919161344,"+",0.0220101092895421,NA,"+",NA,NA,NA,NA,0.0442872782105836,NA,NA,NA,NA,NA,NA,NA,NA,-0.170046146644943,45878.4461100335,45945.5645652555,0.0463176316561906,0.424876669667342,"Gamma(log)",11,-22928.2230550168,45878.5264020043,43.2768366464952,1.80754392869167e-11
"3823",5.79681048951687,"+",NA,0.000989594341497817,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.142854025186151,45878.4651045816,45939.4818820562,0.0443016703258158,0.423891000423511,"Gamma(log)",10,-22929.2325522908,45878.5319942137,43.2824288558986,1.80249690590442e-11
"1390",5.7835734664827,"+",0.0464940828178275,0.0118530378512187,"+","+",-0.0975168441820098,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.131361771472059,NA,NA,45878.447189745,45969.9723559568,0.0482543380996928,0.435837799893995,"Gamma(log)",15,-22924.2235948725,45878.5933529606,43.3437876027529,1.74803709812276e-11
"4043",5.79566097849855,"+",NA,NA,"+",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.137247665425801,NA,NA,NA,NA,45878.5386899612,45933.4537896883,0.0437363783610821,0.419514997863917,"Gamma(log)",9,-22930.2693449806,45878.5934012074,43.3438358495405,1.74799493004406e-11
"1520",5.78658511509795,"+",0.0433700041721223,NA,"+","+",-0.0965737480333931,NA,NA,NA,NA,NA,NA,NA,NA,0.0133291078545539,-0.135887982242666,NA,NA,45878.4958738551,45970.021040067,0.0485199117596581,0.435398424820595,"Gamma(log)",15,-22924.2479369276,45878.6420370707,43.3924717128903,1.70599999326523e-11
"1433",5.78492848462656,"+",0.0483439484488788,0.0117454509455614,"+","+",-0.0976150385790783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.130473431877626,45878.50668445,45970.0318506618,0.0482263121559905,0.435873544742397,"Gamma(log)",15,-22924.253342225,45878.6528476656,43.4032823077432,1.69680343335437e-11
"3405",5.80515998211606,"+",NA,0.00018751741087864,"+",NA,NA,NA,NA,0.0465534400835516,NA,NA,NA,NA,NA,NA,NA,NA,-0.168889862400973,45878.6503247163,45945.7687799383,0.045723939581053,0.423724917097213,"Gamma(log)",11,-22928.3251623582,45878.7306166871,43.4810513292905,1.63209038328247e-11
"1537",5.78739566739071,"+",0.0457415143575504,NA,"+","+",-0.0965664138200661,NA,NA,NA,NA,NA,NA,NA,NA,0.010724855721663,NA,NA,-0.134080659759635,45878.5986685107,45970.1238347225,0.0484484345288548,0.435424630885995,"Gamma(log)",15,-22924.2993342554,45878.7448317263,43.4952663684671,1.62053139543989e-11
"581",5.78738884926967,"+",0.039563691337852,0.0124335312589214,"+",NA,-0.100400401572169,NA,NA,NA,NA,-0.00447863204679952,NA,NA,-0.123908065670224,0.0129838014583739,NA,NA,NA,45878.6226129432,45964.0461014076,0.047683850436645,0.431838992452134,"Gamma(log)",14,-22925.3113064716,45878.7504668245,43.5009014666211,1.61597189502683e-11
"1505",5.78387085392304,"+",0.0464432536076098,NA,"+","+",-0.0957835347643414,NA,NA,NA,NA,0.00774707646427985,NA,NA,NA,NA,NA,NA,-0.134752008047808,45878.6175211975,45970.1426874093,0.0483114697008526,0.435371079768524,"Gamma(log)",15,-22924.3087605987,45878.7636844131,43.514119055224,1.60532748128837e-11
"1466",5.7838710463267,"+",0.0464429080958417,NA,"+","+",-0.0957832069842816,NA,NA,NA,NA,-0.00326289215490485,NA,NA,NA,NA,-0.130773179366204,NA,NA,45878.6175230346,45970.1426892464,0.0483114822620307,0.435371738996002,"Gamma(log)",15,-22924.3087615173,45878.7636862502,43.5141208923524,1.60532600669272e-11
"2354",5.78635773868345,"+",0.0407726859598247,NA,"+","+",-0.0973890207635492,NA,NA,NA,NA,NA,NA,NA,-0.124445610375881,NA,NA,NA,NA,45878.6798677013,45964.1033561657,0.0475711560160565,0.431293475241926,"Gamma(log)",14,-22925.3399338507,45878.8077215826,43.558156224768,1.57036674745052e-11
"2983",5.80724375336058,"+",NA,NA,"+","+",NA,-0.0655938193159788,NA,NA,NA,NA,NA,NA,NA,NA,-0.1469517459462,NA,NA,45878.708358084,45958.0301688009,0.046212352605894,0.415141415015768,"Gamma(log)",13,-22926.354179042,45878.8191310603,43.5695657024189,1.56143371981733e-11
"3842",5.80357413954763,"+",NA,NA,"+",NA,NA,NA,NA,0.0464860277553441,NA,NA,NA,NA,-0.164406947254044,NA,NA,NA,NA,45878.786377661,45939.8031551355,0.0450597796791884,0.41864597755857,"Gamma(log)",10,-22929.3931888305,45878.8532672931,43.6037019352589,1.53500913772613e-11
"3053",5.80969888111894,"+",NA,NA,"+","+",NA,-0.0658238136482548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.145784391608868,45878.8242611391,45958.146071856,0.0461253815722746,0.415086779550142,"Gamma(log)",13,-22926.4121305696,45878.9350341154,43.6854687575396,1.47351827092607e-11
"650",5.79224959289397,"+",0.0361824849974147,0.0111188106245243,"+","+",-0.0981084694275317,NA,NA,0.0472433482973902,NA,NA,NA,NA,NA,NA,-0.154883163070226,NA,NA,45878.8130512343,45976.4398951936,0.0492972998220932,0.43500701512341,"Gamma(log)",16,-22923.4065256172,45878.978753336,43.7291879781988,1.44165723928135e-11
"952",5.79612666343828,"+",0.021028610819095,NA,"+",NA,NA,-0.0646767870880172,NA,NA,NA,0.00972232110589914,NA,NA,NA,0.00416293199545485,NA,NA,-0.151612657478943,45878.8796024228,45958.2014131397,0.0468394013916759,0.416194888612128,"Gamma(log)",13,-22926.4398012114,45878.9903753991,43.7408100412285,1.43330401755358e-11
"895",5.79612500092126,"+",0.0210291741307832,NA,"+",NA,NA,-0.0646766573414895,NA,NA,NA,-0.0026656235453251,NA,NA,NA,0.00416275883318614,-0.147134701432366,NA,NA,45878.8796040993,45958.2014148162,0.0468393299802229,0.416194237498598,"Gamma(log)",13,-22926.4398020497,45878.9903770756,43.7408117177547,1.43330281606825e-11
"794",5.79607704806662,"+",0.0204509893685359,0.00111760896584511,"+",NA,NA,-0.0646433314441,NA,NA,NA,NA,NA,NA,NA,0.00457539477327472,-0.1482123411412,NA,NA,45878.8865550514,45958.2083657683,0.0468344680738893,0.416200271083427,"Gamma(log)",13,-22926.4432775257,45878.9973280276,43.7477626697873,1.42833005287196e-11
"781",5.79509041682644,"+",0.0219560128398085,0.00124595764024041,"+",NA,NA,-0.0646986068694061,NA,NA,NA,0.009068656610083,NA,NA,NA,NA,NA,NA,-0.149997293919506,45878.8928635027,45958.2146742196,0.0467596862695939,0.416218084818146,"Gamma(log)",13,-22926.4464317513,45879.0036364789,43.7540711210968,1.42383187543852e-11
"746",5.7950882782623,"+",0.0219565809309258,0.00124527582256661,"+",NA,NA,-0.0646974524082269,NA,NA,NA,-0.00318665929189668,NA,NA,NA,NA,-0.145568025672669,NA,NA,45878.8928638251,45958.214674542,0.0467596565731874,0.416217976637202,"Gamma(log)",13,-22926.4464319125,45879.0036368013,43.7540714434872,1.42383164592368e-11
"2369",5.78193485387707,"+",0.0513851957161869,NA,"+",NA,-0.102316010246239,NA,NA,NA,NA,-0.0409105287842666,NA,NA,NA,NA,NA,-0.0928456775217113,NA,45878.9143417225,45952.134474692,0.0472633800192827,0.435424601266286,"Gamma(log)",12,-22927.4571708613,45879.0092611019,43.7596957440401,1.41983324205826e-11
"856",5.79643599374113,"+",0.0231105728489328,0.00109459488440251,"+",NA,NA,-0.0647926886575549,NA,NA,NA,NA,NA,NA,NA,0.00210109373236104,NA,NA,-0.146519068635661,45878.9859217551,45958.307732472,0.046770553088413,0.416248244784458,"Gamma(log)",13,-22926.4929608776,45879.0966947314,43.8471293735493,1.35909986247693e-11
"1114",5.80476038629141,"+",NA,0.000862968533009469,"+",NA,NA,-0.0655266215184059,NA,NA,NA,0.0113278000703213,NA,NA,NA,0.00623114339070404,NA,NA,-0.150717590095961,45879.0618101916,45958.3836209085,0.0463014811342364,0.415118424381086,"Gamma(log)",13,-22926.5309050958,45879.1725831679,43.9230178100115,1.30849601375647e-11
"1056",5.80476305421203,"+",NA,0.000862927228585335,"+",NA,NA,-0.0655264561610846,NA,NA,NA,-0.000986506578898123,NA,NA,NA,0.0062312290132674,-0.146267009795774,NA,NA,45879.0618110817,45958.3836217986,0.0463015017778962,0.415119548573444,"Gamma(log)",13,-22926.5309055408,45879.172584058,43.9230187001085,1.30849543141241e-11
"54",5.79866353854234,"+",0.0413971477911601,0.0180058056393948,"+",NA,-0.105223537762207,-0.0647453859744732,NA,0.022327037108634,NA,-0.0431775676752746,NA,NA,NA,NA,NA,-0.103225408679416,NA,45879.0285247294,45970.5536909412,0.0492051238285199,0.427033407959521,"Gamma(log)",15,-22924.5142623647,45879.174687945,43.9251225871631,1.30711969183991e-11
"667",5.79342940045035,"+",0.0388139286382268,0.0110483510710636,"+","+",-0.0982588191818297,NA,NA,0.044782040279279,NA,NA,NA,NA,NA,NA,NA,NA,-0.152234315135673,45879.0201039735,45976.6469479328,0.0492071766155794,0.435085225195185,"Gamma(log)",16,-22923.5100519867,45879.1858060752,43.936240717383,1.29987348808655e-11
"2132",5.81180557821842,"+",NA,NA,"+","+",NA,-0.0650130540551393,NA,0.0455815885651763,NA,NA,NA,NA,NA,NA,-0.171377418957451,NA,NA,45879.143238423,45964.5667268874,0.0476417898326505,0.415062337548422,"Gamma(log)",14,-22925.5716192115,45879.2710923043,44.0215269464679,1.24560807997844e-11
"1730",5.79849560986209,"+",0.0163941316260716,NA,"+",NA,NA,-0.0649402154334817,NA,NA,NA,-0.00630266833725559,NA,NA,-0.136720685448439,NA,NA,NA,NA,45879.1917205155,45952.4118534849,0.0459169083256754,0.41138701952917,"Gamma(log)",12,-22927.5958602577,45879.2866398948,44.0370745369801,1.2359625176835e-11
"3199",5.78219503596902,"+",0.0404267134648138,NA,"+",NA,-0.104103139810711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0922088410977244,NA,45879.2072062376,45946.3256614596,0.0469477850353768,0.434167609904536,"Gamma(log)",11,-22928.6036031188,45879.2874982084,44.0379328505878,1.23543220976047e-11
"1613",5.80466616133558,"+",NA,0.01041014227787,"+","+",-0.0947045304151209,NA,NA,NA,NA,NA,NA,NA,NA,0.0172680977322118,-0.132989142988739,NA,NA,45879.156425476,45970.6815916879,0.0472074075738758,0.433565259533003,"Gamma(log)",15,-22924.578212738,45879.3025886916,44.0530233337922,1.22614565396569e-11
"1739",5.79886457945518,"+",0.0144950888714185,NA,"+",NA,NA,-0.0648626491780561,NA,NA,NA,NA,NA,NA,-0.139927815487565,0.00285760224250056,NA,NA,NA,45879.2339588064,45952.4540917758,0.0459466326489521,0.411223275036125,"Gamma(log)",12,-22927.6169794032,45879.3288781857,44.0793128279038,1.21013374627894e-11
"1666",5.7981429183771,"+",0.0151173496801204,0.00194199685272361,"+",NA,NA,-0.0648700577242563,NA,NA,NA,NA,NA,NA,-0.138948305118983,NA,NA,NA,NA,45879.2361855131,45952.4563184825,0.0458848473528697,0.411295188201359,"Gamma(log)",12,-22927.6180927565,45879.3311048925,44.0815395346071,1.20878718955235e-11
"2513",5.80276661711231,"+",NA,0.0118149281145502,"+","+",-0.0954402226272401,NA,NA,NA,NA,NA,NA,NA,-0.120963567016576,NA,NA,NA,NA,45879.2232035465,45964.6466920109,0.0462160966550266,0.42962362778191,"Gamma(log)",14,-22925.6116017732,45879.3510574278,44.1014920699308,1.19678795829393e-11
"2669",5.80485988985995,"+",NA,NA,"+","+",-0.0949772089929212,NA,NA,NA,NA,NA,NA,NA,-0.126353156335528,0.0152759334072724,NA,NA,NA,45879.226439782,45964.6499282464,0.046626399530127,0.429253867857073,"Gamma(log)",14,-22925.613219891,45879.3542936633,44.1047283054504,1.19485298037718e-11
"2031",5.80550339161783,"+",NA,NA,"+",NA,NA,-0.065580365260696,NA,NA,NA,-0.00472576082104376,NA,NA,-0.13699161026544,0.00346499576561531,NA,NA,NA,45879.2952570315,45952.515390001,0.045547445395862,0.410537363259409,"Gamma(log)",12,-22927.6476285158,45879.3901764109,44.1406110530661,1.17360683880687e-11
"1878",5.80496695170161,"+",NA,0.00172122941774172,"+",NA,NA,-0.0656294721940791,NA,NA,NA,-0.0050880706100224,NA,NA,-0.135605076754269,NA,NA,NA,NA,45879.3020466227,45952.5221795921,0.0454549822138672,0.410569356223038,"Gamma(log)",12,-22927.6510233113,45879.396966002,44.1474006442004,1.16962943856311e-11
"1887",5.80497518208151,"+",NA,0.00166027855626993,"+",NA,NA,-0.065479212018322,NA,NA,NA,NA,NA,NA,-0.138982418718372,0.00411880662140648,NA,NA,NA,45879.3193574988,45952.5394904683,0.0455608925332695,0.410528246761325,"Gamma(log)",12,-22927.6596787494,45879.4142768782,44.164711520345,1.15954946959335e-11
"1639",5.8041597391646,"+",NA,NA,"+","+",-0.0933652186129605,NA,NA,NA,NA,0.00183079965547301,NA,NA,NA,0.0181628734821324,-0.134572643839751,NA,NA,45879.2941759658,45970.8193421776,0.0472985208226403,0.433157606669671,"Gamma(log)",15,-22924.6470879829,45879.4403391814,44.190773823575,1.14453723046829e-11
"1654",5.80416018327093,"+",NA,NA,"+","+",-0.0933658083185344,NA,NA,NA,NA,0.0131602635900412,NA,NA,NA,0.018160514824191,NA,NA,-0.138666814333916,45879.2941766588,45970.8193428706,0.0472987671999042,0.43315841491469,"Gamma(log)",15,-22924.6470883294,45879.4403398743,44.1907745165008,1.14453683392865e-11
