"","X","ID","region","locality","sites","temp","Richness","grav_total","Age_of_protection","Class","biomassarea1","Indegree","ModelMode","btwdegree","Inflow","Outdegree","InflowLR","SelfR","Larval_behaviour","FE","InflowBR","IndegreeBR","CorridorIndegreeBR","grav_neiBR","IndegreeMPABR","InflowMPABR","IndegreeNeiBR","InflowNeiBR"
"3139",3139,"V5096","central_iwp","north_west_shelf","north_west_shelf_3",28.60022115,164.549,3.418996678,0,"Fished",279.2302203,11,"transi35",140.26953079765,112,7,112,0,"active","transi",0,0,0,0,0,0,0,0
"3140",3140,"V5113","central_iwp","north_west_shelf","north_west_shelf_4",28.61884383,159.142,2.633623586,15,"Closed",244.1789467,27,"transi35",189222.239763078,1000,5,1032,32,"active","transi",0,0,0,0,0,0,0,0
"3141",3141,"V5125","central_iwp","north_west_shelf","north_west_shelf_7",28.66387943,179.999,0.083356792,0,"Fished",1120.488696,18,"transi35",2117.72671578386,496,14,496,0,"active","transi",0,0,0,0,0,0,0,0
"3142",3142,"V5133","central_iwp","north_west_shelf","north_west_shelf_6",28.67226663,172.856,0.085699037,0,"Fished",883.4687268,41,"transi35",4438.26745386806,576,10,576,0,"active","transi",0,0,0,0,0,0,0,0
"3143",3143,"V5170","central_iwp","north_west_shelf","north_west_shelf_12",27.86935863,141,0.033512591,8,"Closed",1135.330832,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3144",3144,"V5172","central_iwp","north_west_shelf","north_west_shelf_13",27.86935863,150.091,0.03318512,8,"Closed",718.5532704,1,"transi35",0,16,0,16,0,"active","transi",0,0,0,0,0,0,0,0
"3145",3145,"V5176","central_iwp","north_west_shelf","north_west_shelf_9",27.75676007,68.667,0.033225845,8,"Closed",657.5056165,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3146",3146,"V5177","central_iwp","north_west_shelf","north_west_shelf_8",27.73864672,149.26,0.034434825,8,"Closed",681.0409077,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3147",3147,"V5178","central_iwp","north_west_shelf","north_west_shelf_11",27.9587699,155.303,0.028153337,7,"Restricted",825.9482923,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3148",3148,"V5179","central_iwp","north_west_shelf","north_west_shelf_10",27.94065655,134.518,0.029268342,7,"Restricted",416.0426107,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3149",3149,"V5181","central_iwp","north_west_shelf","north_west_shelf_25",26.28122888,132.545,0.168201547,8,"Closed",539.5973887,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3150",3150,"V5192","central_iwp","north_west_shelf","north_west_shelf_27",26.17470096,106.343,0.287284105,8,"Restricted",710.9825378,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3151",3151,"V5195","central_iwp","north_west_shelf","north_west_shelf_31",25.94902735,60.063,0.239803797,0,"Fished",660.8353122,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3152",3152,"V5197","central_iwp","ningaloo_marine_park","ningaloo_marine_park_6",25.70620149,95.167,0.425913702,14,"Closed",1013.202175,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3153",3153,"V5208","central_iwp","ningaloo_marine_park","ningaloo_marine_park_1",25.59902188,98.467,1.401245511,14,"Closed",220.3541817,8,"transi35",398.722744117194,104,34,104,0,"active","transi",0,0,0,0,0,0,0,0
"3154",3154,"V5210","central_iwp","ningaloo_marine_park","ningaloo_marine_park_3",24.79102354,124.052,0.435877297,14,"Closed",376.3201712,7,"transi35",308.499700892551,88,32,88,0,"active","transi",0,0,0,0,0,0,0,0
"3155",3155,"V5211","central_iwp","ningaloo_marine_park","ningaloo_marine_park_8",24.98163144,109.148,0.460141554,14,"Closed",356.3856899,12,"transi35",44.9597796531243,240,8,280,40,"active","transi",0,0,0,0,0,0,0,0
"3156",3156,"V5217","central_iwp","ningaloo_marine_park","ningaloo_marine_park_4",24.7006621,125.881,0.350636172,14,"Closed",356.9137785,8,"transi35",44.562397518583,256,8,384,128,"active","transi",0,0,0,0,0,0,0,0
"3157",3157,"V5409","nw_indian","red_sea","red_sea_2",26.98606731,71.8,20.54806121,24,"Restricted",637.5681168,24,"transi35",470.674568505928,432,25,432,0,"active","transi",0,0,0,0,0,0,0,0
"3158",3158,"V5692","central_iwp","northern_territory_(other)","northern_territory_(other)_8",28.23648623,34.667,0.260945837,7,"Restricted",335.962163,14,"transi35",0,376,0,376,0,"active","transi",0,0,0,0,0,0,0,0
"3159",3159,"V5694","central_iwp","mornington_island","mornington_island_4",27.60939698,55.5,0.070860711,7,"Fished",820.1030754,2,"transi35",0,104,3,120,16,"active","transi",0,0,0,0,0,0,0,0
"3160",3160,"V5695","central_iwp","mornington_island","mornington_island_5",27.72035261,72.333,0.065993185,7,"Fished",1046.718623,7,"transi35",8274.88696524064,488,4,592,104,"active","transi",0,0,0,0,0,0,0,0
"3161",3161,"V5696","central_iwp","northern_territory_(other)","northern_territory_(other)_3",28.27031699,89.286,0.206297319,7,"Restricted",399.3058778,0,"transi35",0,0,3,0,0,"active","transi",0,0,0,0,0,0,0,0
"3162",3162,"V5697","central_iwp","northern_territory_(other)","northern_territory_(other)_6",28.21870967,48.833,0.217901404,7,"Restricted",964.6663913,4,"transi35",1,352,2,400,48,"active","transi",0,0,0,0,0,0,0,0
"3163",3163,"V5698","central_iwp","northern_territory_(other)","northern_territory_(other)_11",27.98714067,53.339,0.079158209,7,"Restricted",1022.950661,2,"transi35",1,232,4,488,256,"active","transi",0,0,0,0,0,0,0,0
"3164",3164,"V5699","sw_pacific","queensland_(other)","queensland_(other)_7",27.95772663,55,0.036680504,7,"Restricted",1942.652461,9,"transi35",45407,368,3,400,32,"active","transi",0,0,0,0,0,0,0,0
"3165",3165,"V5714","central_iwp","northern_territory_(other)","northern_territory_(other)_2",27.98816476,61.267,0.054567666,0,"Fished",184.1976305,18,"transi35",82733.2005997308,208,4,208,0,"active","transi",0,0,0,0,0,0,0,0
"3166",3166,"V5746","central_iwp","offshore_shoals","offshore_shoals_3",28.65667515,81,0.585523105,7,"Restricted",2056.704848,4,"transi35",0,40,0,40,0,"active","transi",0,0,0,0,0,0,0,0
"3167",3167,"V5747","central_iwp","offshore_shoals","offshore_shoals_4",28.61584548,33.167,0.565093024,7,"Restricted",90.8275952,8,"transi35",0,192,0,192,0,"active","transi",0,0,0,0,0,0,0,0
"3168",3168,"V5748","central_iwp","offshore_shoals","offshore_shoals_5",28.55396979,98,1.725607131,0,"Fished",363.3207902,14,"transi35",0,256,0,256,0,"active","transi",0,0,0,0,0,0,0,0
"3169",3169,"V5853","sw_pacific","northern_coral_sea","northern_coral_sea_5",27.23107827,198.33,1.320566488,7,"Restricted",672.1719977,14,"transi35",0,336,2,336,0,"active","transi",0,0,0,0,0,0,0,0
"3170",3170,"V5853","sw_pacific","northern_coral_sea","northern_coral_sea_9",27.24699283,207.223,1.40162691,7,"Restricted",1432.005407,14,"transi35",0,336,2,336,0,"active","transi",0,0,0,0,0,0,0,0
"3171",3171,"V6483","central_iwp","okinawa","okinawa_2",25.09366317,160,1854.451392,0,"Fished",154.6092662,14,"transi35",4649.82897776977,128,26,128,0,"active","transi",0,0,0,0,0,0,0,0
"3172",3172,"V6583","polynesian","french_polynesia","french_polynesia_6",27.51141777,63.71,3.470567723,0,"Fished",43.04500342,12,"transi35",44.5421762978031,256,13,256,0,"active","transi",0,0,0,0,0,0,0,0
"3173",3173,"V6588","polynesian","french_polynesia","french_polynesia_4",27.742357,69.454,0.263461038,0,"Fished",85.79922232,2,"transi35",9.8229012017779,24,10,24,0,"active","transi",0,0,0,0,0,0,0,0
"3174",3174,"V6589","polynesian","french_polynesia","french_polynesia_20",27.73077706,155,0.508200566,0,"Fished",1372.443745,5,"transi35",53.7553175341738,64,14,64,0,"active","transi",0,0,0,0,0,0,0,0
"3175",3175,"V6589","polynesian","society_islands","society_islands_2",27.73034715,146.454,0.678771699,0,"Fished",434.6057356,5,"transi35",53.7553175341738,64,14,64,0,"active","transi",0,0,0,0,0,0,0,0
"3176",3176,"V6641","polynesian","french_polynesia","french_polynesia_19",27.64300048,138,0.225795399,0,"Fished",1133.882809,13,"transi35",234.563938586816,192,13,192,0,"active","transi",0,0,0,0,0,0,0,0
"3177",3177,"V6763","polynesian","french_polynesia","french_polynesia_21",27.77064014,122,0.522462543,0,"Fished",1013.362056,22,"transi35",1853.14006322137,800,4,800,0,"active","transi",0,0,0,0,0,0,0,0
"3178",3178,"V6763","polynesian","society_islands","society_islands_1",27.77064014,136.109,0.748946292,0,"Fished",574.6965118,22,"transi35",1853.14006322137,800,4,800,0,"active","transi",0,0,0,0,0,0,0,0
"3179",3179,"V6853","polynesian","french_polynesia","french_polynesia_2",27.35614122,44.401,0.37221638,0,"Fished",93.220904,1,"transi35",2.38257575757576,16,7,16,0,"active","transi",0,0,0,0,0,0,0,0
"3180",3180,"V6860","polynesian","french_polynesia","french_polynesia_5",27.21405742,63.834,2.482728866,0,"Fished",81.50211739,3,"transi35",13.2004697061232,32,7,32,0,"active","transi",0,0,0,0,0,0,0,0
"3181",3181,"V6870","polynesian","french_polynesia","french_polynesia_8",27.39614944,41.453,0.109777044,0,"Fished",29.37979827,2,"transi35",65.484151137465,16,33,16,0,"active","transi",0,0,0,0,0,0,0,0
"3182",3182,"V6877","polynesian","french_polynesia","french_polynesia_15",27.62852076,141,0.435574981,0,"Fished",847.0103063,9,"transi35",902.394842390626,160,10,168,8,"active","transi",0,0,0,0,0,0,0,0
"3183",3183,"V6909","polynesian","french_polynesia","french_polynesia_14",27.57633015,91,6.006074206,0,"Fished",871.809567,66,"transi35",4869.93759470526,1592,7,1624,32,"active","transi",0,0,0,0,0,0,0,0
"3184",3184,"V6929","polynesian","french_polynesia","french_polynesia_1",27.40684221,63.71,0.166375248,0,"Fished",94.59353939,1,"transi35",0,40,23,40,0,"active","transi",0,0,0,0,0,0,0,0
"3185",3185,"V6932","polynesian","french_polynesia","french_polynesia_7",27.76048952,13.143,0.043211967,0,"Fished",61.49251332,8,"transi35",1327.08023885665,96,19,104,8,"active","transi",0,0,0,0,0,0,0,0
"3186",3186,"V6941","polynesian","french_polynesia","french_polynesia_12",25.34938059,54.5,5.432876153,0,"Fished",741.8444765,6,"transi35",35.0421859125384,88,4,88,0,"active","transi",0,0,0,0,0,0,0,0
"3187",3187,"V6945","polynesian","french_polynesia","french_polynesia_11",25.35386033,115.6,0.701231716,0,"Fished",498.9137263,15,"transi35",846.965696967789,408,18,448,40,"active","transi",0,0,0,0,0,0,0,0
"3188",3188,"V6991","polynesian","pitcairn","pitcairn_4",25.02584555,66.463,0.00037993,3,"Restricted",127.596246,45,"transi35",325.863202121842,656,3,656,0,"active","transi",0,0,0,0,0,0,0,0
"3189",3189,"V6994","polynesian","pitcairn","pitcairn_2",24.64347699,55.173,0,0,"Fished",78.26097399,48,"transi35",394.484355611822,792,11,808,16,"active","transi",0,0,0,0,0,0,0,0
"3190",3190,"V6995","polynesian","pitcairn","pitcairn_3",24.86387949,61.315,7.04e-05,31,"Closed",102.3020572,39,"transi35",0,552,1,552,0,"active","transi",0,0,0,0,0,0,0,0
"3191",3191,"V7013","polynesian","society_islands","society_islands_6",27.68722283,98,5.642162935,0,"Fished",339.3628568,48,"transi35",6028.32417089461,696,8,696,0,"active","transi",0,0,0,0,0,0,0,0
"3192",3192,"V7029","polynesian","society_islands","society_islands_4",27.61781428,122.304,472.559687,0,"Fished",365.619897,81,"transi35",194.098265375433,2384,14,2384,0,"active","transi",0,0,0,0,0,0,0,0
"3193",3193,"V7077","polynesian","austral_islands","austral_islands_1",25.48674916,67.891,0.005855667,0,"Fished",34.471528,5,"transi35",390.021908567945,64,6,64,0,"active","transi",0,0,0,0,0,0,0,0
"3194",3194,"V7090","polynesian","cook_islands","cook_islands_3",27.12169711,85.343,0.000854855,2,"Restricted",511.7065534,4,"transi35",107.837320046122,40,4,40,0,"active","transi",0,0,0,0,0,0,0,0
"3195",3195,"V7096","polynesian","cook_islands","cook_islands_2",25.76334826,73.704,889.7110954,2,"Restricted",176.3104123,14,"transi35",0,256,0,256,0,"active","transi",0,0,0,0,0,0,0,0
"3196",3196,"V7101","polynesian","cook_islands","cook_islands_1",26.85307714,107,617.3800144,2,"Restricted",594.7565472,3,"transi35",0,32,0,32,0,"active","transi",0,0,0,0,0,0,0,0
"3197",3197,"V7478","continental_tep","nicaragua_tep","nicaragua_tep_4",27.39084822,46.632,311.4635742,0,"Fished",118.328091,1,"transi35",0,8,0,8,0,"active","transi",0,0,0,0,0,0,0,0
"3198",3198,"V7479","continental_tep","nicaragua_tep","nicaragua_tep_5",27.39649446,33.879,563.3702232,28,"Restricted",60.73783931,5,"transi35",46,360,3,368,8,"active","transi",0,0,0,0,0,0,0,0
"3199",3199,"V7481","offshore_tep","clipperton","clipperton_1",27.87131376,24.953,0,3,"Closed",285.4827992,2,"transi35",0,344,4,352,8,"active","transi",0,0,0,0,0,0,0,0
"3200",3200,"V7483","offshore_tep","cocos","cocos_1",27.63421351,47.67,3.38e-05,37,"Closed",683.1800463,5,"transi35",23,1656,3,2712,1056,"active","transi",0,0,0,0,0,0,0,0
"3201",3201,"V7484","continental_tep","machalilla","machalilla_2",24.70434773,40.679,134.0911271,25,"Restricted",136.19115,1,"transi35",0,128,0,128,0,"active","transi",0,0,0,0,0,0,0,0
"3202",3202,"V7485","continental_tep","machalilla","machalilla_4",24.57171905,33.6,260.6405492,25,"Restricted",88.83655541,3,"transi35",0,32,1,32,0,"active","transi",0,0,0,0,0,0,0,0
"3203",3203,"V7489","continental_tep","costa_rica","costa_rica_6",28.39161494,43.365,263.1759317,0,"Fished",47.32052887,3,"transi35",132.833333333333,24,3,24,0,"active","transi",0,0,0,0,0,0,0,0
"3204",3204,"V7490","continental_tep","coiba","coiba_2",28.3764616,48.329,44.39592055,14,"Restricted",463.0738335,8,"transi35",0,296,0,296,0,"active","transi",0,0,0,0,0,0,0,0
"3205",3205,"V7491","continental_tep","coiba","coiba_3",28.30562371,45.333,31.97957784,14,"Restricted",294.6761583,5,"transi35",4,896,5,1576,680,"active","transi",0,0,0,0,0,0,0,0
"3206",3206,"V7492","continental_tep","coiba","coiba_13",28.35676826,29.8,20.71879792,14,"Restricted",55.27128578,1,"transi35",8,8,1,8,0,"active","transi",0,0,0,0,0,0,0,0
"3207",3207,"V7493","continental_tep","coiba","coiba_14",28.28362753,31.667,23.24708309,14,"Restricted",32.89618335,6,"transi35",0,64,0,64,0,"active","transi",0,0,0,0,0,0,0,0
"3208",3208,"V7493","continental_tep","coiba","coiba_8",28.31004866,51.9,26.37138404,14,"Restricted",326.7690637,6,"transi35",0,64,0,64,0,"active","transi",0,0,0,0,0,0,0,0
"3209",3209,"V7494","continental_tep","costa_rica","costa_rica_4",28.3803745,39.294,256.2000447,0,"Fished",36.23562013,12,"transi35",20.5,1536,5,1864,328,"active","transi",0,0,0,0,0,0,0,0
"3210",3210,"V7502","continental_tep","coiba","coiba_6",28.47620145,43.429,72.80714911,0,"Fished",66.66640071,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3211",3211,"V7509","continental_tep","coiba","coiba_5",28.46847693,44.5,37.61185284,0,"Fished",106.4122476,0,"transi35",0,0,8,0,0,"active","transi",0,0,0,0,0,0,0,0
"3212",3212,"V7517","offshore_tep","malpelo","malpelo_1",26.68360291,39.303,1.466270214,13,"Restricted",1469.477995,0,"transi35",0,0,0,0,0,"active","transi",0,0,0,0,0,0,0,0
"3213",3213,"V7519","continental_tep","panama_pacific","panama_pacific_1",27.4225213,44.05,345.2090455,0,"Fished",298.0582981,20,"transi35",5230.31245941115,560,68,560,0,"active","transi",0,0,0,0,0,0,0,0
"3214",3214,"V7523","continental_tep","las_perlas","las_perlas_3",27.39980773,59.6,80.64003922,12,"Restricted",349.1803303,27,"transi35",1738.40915911635,432,26,432,0,"active","transi",0,0,0,0,0,0,0,0
"3215",3215,"V7526","continental_tep","las_perlas","las_perlas_1",27.4607606,57.15,58.48961726,12,"Restricted",2160.611023,9,"transi35",168.304798070105,160,24,160,0,"active","transi",0,0,0,0,0,0,0,0
"3216",3216,"V7530","offshore_tep","revillagigedo","revillagigedo_2",25.55646986,27.48,0.082400503,2,"Restricted",76.02174675,3,"transi35",501.659554504108,24,15,24,0,"active","transi",0,0,0,0,0,0,0,0
"3217",3217,"V7531","offshore_tep","revillagigedo","revillagigedo_3",25.35435868,28.867,0.00298335,2,"Restricted",170.4505946,4,"transi35",170.571382533388,56,32,56,0,"active","transi",0,0,0,0,0,0,0,0
"3218",3218,"V8009","caribbean","florida_keys","florida_keys_4",26.34265548,52.5,30.33921774,29,"Closed",684.6758914,5,"transi35",11450.8322132551,56,33,56,0,"active","transi",0,0,0,0,0,0,0,0
"3219",3219,"V8012","caribbean","florida_keys","florida_keys_1",26.72525131,67.321,112.4084654,29,"Closed",1107.517461,1,"transi35",71.6771397070486,8,23,8,0,"active","transi",0,0,0,0,0,0,0,0
"3220",3220,"V8015","caribbean","florida_keys","florida_keys_3",26.75360838,56.5,90.59050737,29,"Closed",690.6206456,1,"transi35",1492.54157466376,8,25,8,0,"active","transi",0,0,0,0,0,0,0,0
"3221",3221,"V8030","caribbean","florida_keys","florida_keys_2",26.66645888,55.564,152.4117696,29,"Closed",711.8605473,41,"transi35",1,416,1,416,0,"active","transi",0,0,0,0,0,0,0,0
"3222",3222,"V8057","caribbean","curacao","curacao_3",27.37822228,42.127,107.5464134,0,"Fished",179.4782453,0,"transi35",0,0,15,0,0,"active","transi",0,0,0,0,0,0,0,0
"3223",3223,"V8057","caribbean","curacao","curacao_1",27.36272391,38.885,2086.800403,0,"Fished",134.7818248,0,"transi35",0,0,15,0,0,"active","transi",0,0,0,0,0,0,0,0
"3224",3224,"V8093","caribbean","bonaire","bonaire_2",27.42594135,42.667,53.52726759,27,"Restricted",289.7148989,2,"transi35",3239.24918932319,16,4,16,0,"active","transi",0,0,0,0,0,0,0,0
"3225",3225,"V8093","caribbean","bonaire","bonaire_3",27.44957222,65.65,159.6667909,27,"Restricted",274.9593321,2,"transi35",3239.24918932319,16,4,16,0,"active","transi",0,0,0,0,0,0,0,0
"3226",3226,"V8094","caribbean","curacao","curacao_4",27.4762042,41.388,117.5835715,0,"Fished",225.6181667,14,"transi35",0,1912,3,2336,424,"active","transi",0,0,0,0,0,0,0,0
"3227",3227,"V8096","caribbean","curacao","curacao_2",27.40738713,40.956,116.4168043,0,"Fished",166.5572277,1,"transi35",1323.4872380983,8,6,8,0,"active","transi",0,0,0,0,0,0,0,0
"3228",3228,"V8175","caribbean","san_blas","san_blas_1",27.9221571,62.469,83.39860752,0,"Fished",235.2121237,11,"transi35",1641.93333333333,232,6,232,0,"active","transi",0,0,0,0,0,0,0,0
"3229",3229,"V8181","caribbean","bocas_del_toro","bocas_del_toro_1",28.00115765,29.875,64.90122141,0,"Fished",33.07927582,8,"transi35",0,456,0,456,0,"active","transi",0,0,0,0,0,0,0,0
"3230",3230,"V8219","caribbean","southwestern_caribbean","southwestern_caribbean_2",27.79259522,45,0.472886429,14,"Restricted",454.7860281,1,"transi35",33.75,8,7,8,0,"active","transi",0,0,0,0,0,0,0,0
"3231",3231,"V8226","caribbean","southwestern_caribbean","southwestern_caribbean_3",27.79669981,69,0.478113344,14,"Restricted",380.1907767,3,"transi35",310.081627886693,24,7,24,0,"active","transi",0,0,0,0,0,0,0,0
"3232",3232,"V8237","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_1",27.80955032,66.606,7.147167721,14,"Closed",258.3627293,11,"transi35",610.194999106709,160,28,160,0,"active","transi",0,0,0,0,0,0,0,0
"3233",3233,"V8259","caribbean","seaflower_marine_reserve","seaflower_marine_reserve_3",27.80576062,63.24,12719.2482,14,"Closed",371.6934358,6,"transi35",133.814127327312,104,12,104,0,"active","transi",0,0,0,0,0,0,0,0
"3234",3234,"V8406","caribbean","belize","belize_3",28.00453661,50.167,100.5459794,23,"Restricted",141.208764,25,"transi35",0,544,0,544,0,"active","transi",0,0,0,0,0,0,0,0
"3235",3235,"V8474","caribbean","mexico_caribbean","mexico_caribbean_13",27.79332632,64.82,261.775681,3,"Restricted",1620.039372,7,"transi35",7.04045121545122,112,4,112,0,"active","transi",0,0,0,0,0,0,0,0
"3236",3236,"V8490","caribbean","mexico_caribbean","mexico_caribbean_12",28.01284986,32.298,10.28978407,0,"Fished",168.266968,13,"transi35",38.6904761904762,160,4,168,8,"active","transi",0,0,0,0,0,0,0,0
"3237",3237,"V8691","caribbean","grand_cayman","grand_cayman_1",28.03176552,54,3981.11194,33,"Restricted",353.036567,30,"transi35",1205.31835486025,912,5,936,24,"active","transi",0,0,0,0,0,0,0,0
"3238",3238,"V8803","caribbean","cuba","cuba_1",28.01797581,45.164,29.65107863,9,"Restricted",99.63773697,24,"transi35",4199.69757369906,520,30,520,0,"active","transi",0,0,0,0,0,0,0,0
"3239",3239,"V9294","central_iwp","palau","palau_1",29.23588654,148.3,0.356749738,15,"Closed",453.1977904,6,"transi35",15268.0570448076,56,14,56,0,"active","transi",0,0,0,0,0,0,0,0
"3240",3240,"V9387","sw_atlantic","abrolhos","abrolhos_1",25.9122393,26.64,24.5418829,36,"Restricted",129.2454912,2,"transi35",0,24,0,24,0,"active","transi",0,0,0,0,0,0,0,0
"3241",3241,"V9387","sw_atlantic","neb","neb_1",25.91847149,31.182,23.12337527,36,"Restricted",430.2367896,2,"transi35",0,24,0,24,0,"active","transi",0,0,0,0,0,0,0,0
