"","ID","region","locality","sites","temp","Richness","grav_total","Age_of_protection","Class","biomassarea1","Indegree","ModelMode","btwdegree","Inflow","Outdegree","InflowLR","SelfR","Larval_behaviour","FE","InflowBR","IndegreeBR","CorridorIndegreeBR","grav_neiBR","IndegreeMPABR","InflowMPABR","IndegreeNeiBR","InflowNeiBR","LonId","LatID","Lon","Lat"
"622","V193","central_iwp","aceh","aceh_5",28.9640574,106.6,379.9162581,0,"Fished",126.9153394,13,"pare15",11374.9011,111,80,123,12,"active","pare",123,13,8,749,0,0,24,304.6153846,95.32,5.74,95.3417,5.7889
"623","V1938","central_iwp","solomon","solomon_39",29.24609738,110.508,72.61468967,0,"Fished",116.2858683,50,"pare15",1907.575013,1353,36,1473,120,"active","pare",1473,50,11,304,2,69,79.36,1749.6,161.08,-8.74,161.0117,-8.7613
"624","V194","central_iwp","aceh","aceh_1",28.91175731,138.258,131.2382199,36,"Closed",453.732283,16,"pare15",27407.29449,189,69,213,24,"active","pare",213,16,8,887,1,9,25.75,304.875,95.24,5.82,95.26,5.8791
"625","V2718","offshore_tep","galapagos","galapagos_6",24.29601533,35.495,0.268098073,21,"Restricted",183.7046932,0,"pare15",0,0,3,0,0,"active","pare",0,0,0,0,0,0,0,0,-90.52,-0.26,-90.5679,-0.2603
"626","V2720","offshore_tep","galapagos","galapagos_7",23.75558272,49.897,0.251718396,21,"Restricted",552.266912,0,"pare15",0,0,1,0,0,"active","pare",0,0,0,0,0,0,0,0,-90.36,-1.22,-90.4003,-1.2359
"627","V2725","offshore_tep","galapagos","galapagos_8",23.73613035,36.55,0.196488391,21,"Restricted",203.1917289,1,"pare15",0,0,1,36,36,"active","pare",36,1,0,0,0,0,1,0,-90.52,-1.3,-90.4803,-1.25
"628","V2729","offshore_tep","galapagos","galapagos_9",23.90043212,47.673,0.548783763,21,"Restricted",303.9409176,1,"pare15",0,60,17,60,0,"active","pare",0,0,0,0,0,0,0,0,-89.64,-1.3,-89.645,-1.3541
"629","V2732","offshore_tep","galapagos","galapagos_10",25.48904106,34.561,0.014319231,21,"Restricted",258.5368862,13,"pare15",21.22043453,102,6,102,0,"active","pare",0,0,0,0,0,0,0,0,-91.8,1.42,-91.8156,1.3832
"630","V2733","offshore_tep","galapagos","galapagos_11",25.83872891,43.089,0.011239473,21,"Restricted",381.9061842,22,"pare15",106.2875206,246,5,249,3,"active","pare",3,1,0,0,0,0,22,246,-92.04,1.66,-91.998,1.6773
"631","V2734","offshore_tep","galapagos","galapagos_5",23.77992005,31.315,0.040760519,21,"Restricted",159.5632964,11,"pare15",22.36598937,75,7,75,0,"active","pare",0,0,0,0,0,0,0,0,-91.56,-0.02,-91.5431,-0.0473
"632","V2735","eastern_atlantic","stome","stome_3",27.20654923,31.763,50.98759892,0,"Fished",55.67507126,7,"pare15",0,45,8,45,0,"active","pare",0,0,0,0,0,0,0,0,6.52,-0.02,6.5247,7e-04
"633","V2738","hawaiian","hawaii","hawaii_6",25.02577162,60.884,18.57116427,0,"Fished",68.25257835,17,"pare15",152.2253833,111,8,111,0,"active","pare",111,17,0,382,16,105,16.82352941,249.8823529,-156.92,20.7,-156.9341,20.7346
"634","V2877","hawaiian","hawaii","hawaii_12",24.9570668,67,8140.402653,0,"Fished",84.16284667,1,"pare15",0,60,16,60,0,"active","pare",60,1,0,0,1,60,1,6,-157.8,21.26,-157.8484,21.2775
"635","V2887","hawaiian","hawaii","hawaii_7",24.69258706,72.195,1355.044583,0,"Fished",68.83592228,0,"pare15",0,0,16,0,0,"active","pare",0,0,0,0,0,0,0,0,-156.76,21.02,-156.6668,20.9998
"636","V2895","hawaiian","hawaii","hawaii_11",24.7334496,65.655,557.5603609,36,"Restricted",88.68727268,1,"pare15",1,3,1,3,0,"active","pare",3,1,0,183,0,0,1,6,-158.12,21.66,-158.0658,21.648
"637","V2909","central_iwp","christmas_island","christmas_island_2",27.73467077,165.661,10.22965783,39,"Restricted",298.9445391,33,"pare15",94300.33074,492,34,576,84,"active","pare",576,33,21,12254,8,57,46.45454545,905.8181818,105.56,-10.42,105.5969,-10.4617
"638","V2985","sw_pacific","lord_howe_island","lord_howe_island_2",21.30228868,65.364,0.010341511,20,"Closed",493.6841296,4,"pare15",180.1964557,18,3,18,0,"active","pare",6,1,0,0,1,6,5,39,159.24,-31.78,159.2528,-31.7634
"639","V2986","sw_pacific","norfolk_island","norfolk_island_2",21.39241737,24.727,2.400597482,7,"Restricted",64.85770094,4,"pare15",1629.084856,36,5,36,0,"active","pare",12,1,0,0,1,12,5,39,167.96,-28.98,167.9238,-29.0018
"640","V2987","sw_pacific","elizabeth_and_middleton_reefs","elizabeth_and_middleton_reefs_1",22.09420541,118.391,0.000199943,7,"Closed",324.4118249,5,"pare15",9.666666667,39,6,42,3,"active","pare",6,2,0,0,2,6,4.5,37.5,159.16,-29.46,159.0867,-29.444
"641","V2988","sw_pacific","elizabeth_and_middleton_reefs","elizabeth_and_middleton_reefs_2",22.00430401,124.246,0.000333726,7,"Closed",334.29606,0,"pare15",0,0,0,0,0,"active","pare",0,0,0,0,0,0,0,0,159,-29.94,159.0675,-29.9327
"642","V2989","sw_pacific","lord_howe_island","lord_howe_island_1",21.3805198,99.387,0.087158128,20,"Closed",191.0996738,4,"pare15",403.7031652,36,7,36,0,"active","pare",0,0,0,0,0,0,0,0,159,-31.54,159.06,-31.5321
"643","V2995","polynesian","marquesas_islands","marquesas_islands_2",27.78124254,51.667,0.356121627,0,"Fished",641.3419127,7,"pare15",6183.669073,87,9,87,0,"active","pare",54,4,3,9,0,0,9.5,66,-140.12,-9.38,-140.1293,-9.4013
"644","V3226","central_pacific","ailuk_atoll","ailuk_atoll_3",27.9030443,154.713,0.916308183,9,"Closed",451.9924885,0,"pare15",0,0,5,0,0,"active","pare",0,0,0,0,0,0,0,0,169.88,10.46,169.9125,10.387
"645","V3392","sw_pacific","queensland_(other)","queensland_(other)_9",27.74529785,38.5,0.651674955,7,"Closed",562.2602086,93,"pare15",13082.44127,2325,55,2325,0,"active","pare",2205,84,9,153,54,1470,71.01190476,1141.857143,141.24,-10.5,141.228,-10.5005
"646","V3439","sw_pacific","queensland_(other)","queensland_(other)_15",27.35516915,76.333,1.284305843,0,"Fished",643.8923576,157,"pare15",168543.4849,2853,142,2853,0,"active","pare",2853,157,56,359,157,2853,140.2484076,2021.961783,143.56,-9.86,143.5945,-9.8557
"647","V3448","sw_pacific","central_gbr","central_gbr_26",26.51169711,151.963,13.60789281,15,"Closed",434.2453149,70,"pare15",2351.488296,1554,55,1554,0,"active","pare",1371,64,22,123,34,765,95.625,1486.640625,145.64,-16.42,145.5731,-16.3883
"648","V3648","sw_pacific","northern_gbr","northern_gbr_8",26.87207771,122.004,0.168680305,15,"Closed",660.6724257,33,"pare15",5164.767257,390,113,435,45,"active","pare",432,32,7,17,32,432,66.75,1605.65625,143.4,-12.34,143.4054,-12.2842
"649","V3681","sw_pacific","northern_gbr","northern_gbr_13",26.83581813,160.333,0.280553342,15,"Restricted",659.6762411,45,"pare15",89164.42921,300,93,300,0,"active","pare",300,45,21,7,45,300,72.44444444,1334.333333,143.8,-12.34,143.7636,-12.3831
"650","V3707","sw_pacific","northern_gbr","northern_gbr_12",26.81103994,80.5,0.202880157,15,"Restricted",262.7460206,39,"pare15",70549.64648,357,128,357,0,"active","pare",300,32,20,1,32,300,88.03125,2205.84375,143.56,-12.58,143.5831,-12.6264
"651","V3771","sw_pacific","northern_gbr","northern_gbr_2",26.94042107,88.219,0.553697966,15,"Restricted",407.6343242,36,"pare15",18023.9086,387,119,387,0,"active","pare",375,32,17,21,32,375,58.375,903.9375,143.8,-14.02,143.8372,-13.9599
"652","V3773","sw_pacific","northern_gbr","northern_gbr_6",26.711259,186.31,0.511824979,15,"Restricted",783.3204859,67,"pare15",15875.95852,999,88,999,0,"active","pare",999,67,26,46,67,999,77.94029851,1725.179104,144.44,-13.94,144.5006,-13.9771
"653","V3773","sw_pacific","northern_gbr","northern_gbr_7",26.74504322,184,0.521713361,15,"Restricted",462.3644274,67,"pare15",15875.95852,999,88,999,0,"active","pare",999,67,26,46,67,999,77.94029851,1725.179104,144.44,-13.94,144.3818,-13.9587
"654","V3831","sw_pacific","northern_gbr","northern_gbr_1",26.66396436,185.384,0.66171948,19,"Restricted",384.2680544,60,"pare15",64565.52121,456,142,456,0,"active","pare",456,60,27,3,56,423,81.53333333,1822.65,145.48,-14.74,145.4528,-14.6691
"655","V3922","sw_pacific","central_gbr","central_gbr_27",26.54714343,122,4.321748627,15,"Restricted",213.4556524,75,"pare15",709.0500617,1251,60,1251,0,"active","pare",1188,66,3,103,41,624,63.92424242,1022.363636,145.8,-16.26,145.785,-16.2122
"656","V3928","sw_pacific","central_gbr","central_gbr_7",26.61292931,138.982,2.628967975,15,"Closed",146.3016712,165,"pare15",496264.9841,1596,83,1626,30,"active","pare",1416,129,26,142,78,771,68.69767442,1076.232558,145.8,-16.02,145.8175,-15.9682
"657","V3971","sw_pacific","queensland_(other)","queensland_(other)_19",27.31858919,132.667,0.847466041,0,"Fished",815.8474078,31,"pare15",2866.044194,228,103,231,3,"active","pare",117,14,0,21,0,0,66.64285714,1761,143.08,-10.58,143.0928,-10.5209
"658","V3976","sw_pacific","northern_coral_sea","northern_coral_sea_4",27.15282523,167.119,0.994734012,7,"Restricted",811.7306375,28,"pare15",3889.627002,237,99,237,0,"active","pare",135,14,0,26,2,27,62,1103.357143,144.52,-10.42,144.5305,-10.3577
"659","V3979","sw_pacific","northern_coral_sea","northern_coral_sea_10",27.14684497,186.911,1.037367592,7,"Restricted",946.8460724,89,"pare15",48199.39579,687,87,687,0,"active","pare",483,62,9,101,32,207,62.17741935,1134.290323,144.44,-10.18,144.4123,-10.2241
"660","V3979","sw_pacific","northern_coral_sea","northern_coral_sea_7",27.17619328,156.267,1.163168594,7,"Restricted",624.3607264,89,"pare15",48199.39579,687,87,687,0,"active","pare",483,62,9,101,32,207,62.17741935,1134.290323,144.44,-10.18,144.4492,-10.1294
"661","V3980","sw_pacific","northern_coral_sea","northern_coral_sea_3",27.14855087,171.014,0.930257788,7,"Restricted",600.6081732,139,"pare15",5955.726533,4557,66,4578,21,"active","pare",4092,118,23,169,28,1050,79.44067797,1281.737288,144.44,-10.5,144.4436,-10.4418
"662","V3981","sw_pacific","northern_coral_sea","northern_coral_sea_6",27.1883592,203.211,1.159310673,7,"Restricted",939.4397659,104,"pare15",25563.92472,1899,76,1899,0,"active","pare",1701,87,13,119,43,609,71.54022989,1068.896552,144.52,-10.18,144.5828,-10.185
"663","V4043","sw_pacific","queensland_(other)","queensland_(other)_17",27.1767765,206.167,1.226788768,0,"Fished",560.0045611,150,"pare15",1006.068227,3357,50,3435,78,"active","pare",2979,127,12,224,19,258,71.13385827,1245.141732,143.96,-9.94,144.0261,-9.9467
"664","V4044","sw_pacific","queensland_(other)","queensland_(other)_18",27.18604539,183.576,1.04806209,0,"Fished",613.000814,57,"pare15",1887.317478,585,89,585,0,"active","pare",372,36,4,69,8,54,66.36111111,1232.583333,143.88,-10.02,143.8639,-10.063
"665","V4049","sw_pacific","queensland_(other)","queensland_(other)_16",27.18128636,194.35,1.247758104,0,"Fished",1003.516175,31,"pare15",1063.964693,396,90,396,0,"active","pare",273,14,1,19,0,0,69.07142857,1626.642857,144.2,-9.94,144.1534,-9.9628
"666","V4181","sw_pacific","central_gbr","central_gbr_20",26.23464071,142.048,2.843159731,15,"Restricted",153.1607444,160,"pare15",28269.49344,1782,70,1803,21,"active","pare",1803,160,57,365,157,1788,155.20625,2327.9625,147.4,-18.58,147.403,-18.6505
"667","V4342","sw_pacific","whitsundays","whitsundays_2",25.67532799,102.743,2.346484256,15,"Closed",423.0430407,208,"pare15",37851.78227,2283,172,2283,0,"active","pare",2283,208,76,242,204,2268,96.74519231,1397.653846,149.16,-19.86,149.1345,-19.8131
"668","V4343","sw_pacific","central_gbr","central_gbr_21",25.6795832,152.018,2.434943659,15,"Closed",894.643504,56,"pare15",1407.161519,375,121,375,0,"active","pare",375,56,22,180,56,375,118.6607143,1591.125,149.08,-19.86,149.0719,-19.7987
"669","V4488","sw_pacific","central_gbr","central_gbr_9",26.28109472,57.867,6.667953172,15,"Closed",148.176814,6,"pare15",2157.207389,18,75,18,0,"active","pare",18,6,5,4,6,18,72.5,889.5,146.28,-18.1,146.2799,-18.1358
"670","V4552","sw_pacific","queensland_(other)","queensland_(other)_1",25.04411775,120.226,0.762055417,15,"Restricted",225.7904506,78,"pare15",10523.06167,774,72,774,0,"active","pare",642,70,28,54,69,639,41.78571429,398.1428571,152.52,-22.34,152.54,-22.3794
"671","V4579","sw_pacific","capricorn_group","capricorn_group_8",24.55463253,109.786,3.261797926,15,"Closed",540.8430757,53,"pare15",4211.838104,786,41,786,0,"active","pare",786,53,15,717,49,621,74.66037736,1104.735849,151.88,-23.22,151.9286,-23.2148
"672","V4582","sw_pacific","capricorn_group","capricorn_group_6",24.43738718,123.321,4.218634727,15,"Restricted",312.677658,67,"pare15",12850.26676,999,18,1005,6,"active","pare",1005,67,3,844,62,969,95.73134328,1632.985075,151.72,-23.22,151.727,-23.2781
"673","V4594","sw_pacific","capricorn_group","capricorn_group_4",24.28291566,130.171,6.779172882,15,"Restricted",268.5863302,77,"pare15",4505.047995,1812,56,1812,0,"active","pare",1791,75,27,81,74,1740,51.09333333,551.04,151.72,-23.46,151.7587,-23.5191
"674","V4620","sw_pacific","capricorn_group","capricorn_group_2",24.5154978,150.019,7.461503311,15,"Closed",241.3003285,41,"pare15",1705.532074,480,58,480,0,"active","pare",480,41,11,65,40,477,87.34146341,833.3414634,152.44,-23.86,152.3847,-23.8806
"675","V4912","sw_pacific","central_gbr","central_gbr_2",26.5672119,146.589,7.410903311,15,"Closed",337.0801062,89,"pare15",71665.42713,1065,145,1065,0,"active","pare",1065,89,38,114,85,1014,109.1235955,2012.089888,146.04,-16.58,145.9812,-16.566
"676","V4918","sw_pacific","central_gbr","central_gbr_3",26.51465166,169.128,6.858620512,15,"Restricted",440.9014478,251,"pare15",8262.651037,3528,127,3528,0,"active","pare",3528,251,100,553,248,3495,144.7450199,2140.243028,146.2,-16.82,146.1918,-16.8886
"677","V4921","sw_pacific","central_gbr","central_gbr_5",26.58228857,182.246,5.027961459,15,"Restricted",803.1217673,123,"pare15",32846.52263,951,166,957,6,"active","pare",957,123,60,200,120,939,95.74796748,1508.512195,146.28,-16.82,146.2678,-16.7592
"678","V4922","sw_pacific","central_gbr","central_gbr_24",26.46488439,145,5.169381462,15,"Closed",1250.382857,265,"pare15",41042.68501,4905,114,4905,0,"active","pare",4905,265,99,590,261,4791,146.9773585,2272.007547,146.44,-17.54,146.5018,-17.5199
"679","V4957","sw_pacific","central_gbr","central_gbr_11",26.40171901,88,5.584992654,15,"Restricted",734.7927889,123,"pare15",2511.269614,1236,131,1239,3,"active","pare",1239,123,46,245,123,1239,92.85365854,1264.365854,146.52,-17.78,146.4497,-17.7721
"680","V4994","sw_pacific","central_gbr","central_gbr_18",26.38260346,147.565,1.947964267,15,"Closed",85.84672413,102,"pare15",4181.490677,642,155,648,6,"active","pare",648,102,27,122,101,645,105.3235294,1724.117647,147.4,-18.42,147.447,-18.4048
"681","V5037","sw_pacific","central_gbr","central_gbr_19",26.45829897,153.167,1.770948976,15,"Closed",91.16645409,475,"pare15",126697.1073,15828,68,15858,30,"active","pare",15858,475,63,788,465,15702,100.1957895,1478.04,147.4,-18.34,147.38,-18.2662
"682","V5064","sw_pacific","central_gbr","central_gbr_13",25.54306077,117.945,19.4375289,15,"Restricted",452.9310057,89,"pare15",32581.81379,1128,166,1128,0,"active","pare",1128,89,43,15,82,1005,50.37078652,725.5955056,148.84,-20.02,148.9025,-20.0661
"683","V5074","sw_pacific","central_gbr","central_gbr_1",26.46935317,119.393,12.60558979,15,"Restricted",158.5178339,0,"pare15",0,0,0,0,0,"active","pare",0,0,0,0,0,0,0,0,146.04,-16.9,145.9921,-16.945
"684","V5088","sw_pacific","southern_coral_sea","southern_coral_sea_6",25.68883292,143.739,0.294881999,7,"Closed",239.8638264,26,"pare15",4838.534195,237,34,240,3,"active","pare",18,2,0,0,2,18,24.5,213,153.64,-21.86,153.5603,-21.8959
"685","V5092","central_iwp","north_west_shelf","north_west_shelf_14",27.04413685,56.786,0.232631494,0,"Fished",756.0893979,23,"pare15",8931.786112,162,34,165,3,"active","pare",150,22,9,93,5,63,27.63636364,381.6818182,119.08,-19.62,119.1098,-19.5835
"686","V5093","central_iwp","north_west_shelf","north_west_shelf_15",26.81515549,35.951,2.403824183,0,"Fished",151.6270856,30,"pare15",4126.078349,387,28,390,3,"active","pare",369,27,8,136,7,39,28.22222222,489.4444444,118.52,-20.26,118.5037,-20.2514
"687","V5094","central_iwp","north_west_shelf","north_west_shelf_29",26.03515002,92.467,0.46444822,8,"Restricted",1026.654349,9,"pare15",46411.92578,66,12,66,0,"active","pare",63,8,5,11,2,15,31,304.5,115.48,-20.98,115.4645,-20.9485
"688","V5096","central_iwp","north_west_shelf","north_west_shelf_3",28.60022115,164.549,3.418996678,0,"Fished",279.2302203,10,"pare15",239944.244,132,15,135,3,"active","pare",120,9,7,14,3,87,13.77777778,142,123.4,-11.94,123.355,-11.9749
"689","V5113","central_iwp","north_west_shelf","north_west_shelf_4",28.61884383,159.142,2.633623586,15,"Closed",244.1789467,44,"pare15",469933.8162,981,5,984,3,"active","pare",978,43,27,531,5,51,24.76744186,312.8372093,122.92,-12.26,122.9918,-12.2368
"690","V5125","central_iwp","north_west_shelf","north_west_shelf_7",28.66387943,179.999,0.083356792,0,"Fished",1120.488696,21,"pare15",93502.23126,255,18,276,21,"active","pare",276,21,14,508,3,27,23.04761905,218.2857143,121.72,-14.02,121.7593,-14.0764
"691","V5133","central_iwp","north_west_shelf","north_west_shelf_6",28.67226663,172.856,0.085699037,0,"Fished",883.4687268,65,"pare15",323632.1417,825,24,831,6,"active","pare",783,62,25,812,8,84,39.96774194,721.3548387,121.96,-14.18,121.956,-14.1017
"692","V5170","central_iwp","north_west_shelf","north_west_shelf_12",27.86935863,141,0.033512591,8,"Closed",1135.330832,2,"pare15",29,24,8,24,0,"active","pare",24,2,0,0,2,24,3,42,119.4,-17.22,119.3529,-17.2478
"693","V5172","central_iwp","north_west_shelf","north_west_shelf_13",27.86935863,150.091,0.03318512,8,"Closed",718.5532704,12,"pare15",0,228,2,228,0,"active","pare",228,12,0,1,6,108,6.916666667,130.25,119.32,-17.3,119.369,-17.3025
"694","V5176","central_iwp","north_west_shelf","north_west_shelf_9",27.75676007,68.667,0.033225845,8,"Closed",657.5056165,6,"pare15",1.083333333,114,16,117,3,"active","pare",117,6,0,0,4,45,4.333333333,98,118.92,-17.54,118.9646,-17.5047
"695","V5177","central_iwp","north_west_shelf","north_west_shelf_8",27.73864672,149.26,0.034434825,8,"Closed",681.0409077,15,"pare15",0,198,0,198,0,"active","pare",195,14,0,2,7,57,6.5,117.4285714,119,-17.62,118.9652,-17.5755
"696","V5178","central_iwp","north_west_shelf","north_west_shelf_11",27.9587699,155.303,0.028153337,7,"Restricted",825.9482923,13,"pare15",0,156,0,156,0,"active","pare",141,12,0,1,5,63,7.916666667,187.25,119.56,-17.06,119.6395,-17.0688
"697","V5179","central_iwp","north_west_shelf","north_west_shelf_10",27.94065655,134.518,0.029268342,7,"Restricted",416.0426107,3,"pare15",45.33333333,12,20,39,27,"active","pare",39,3,0,0,3,39,4,66,119.56,-17.14,119.6319,-17.1415
"698","V5181","central_iwp","north_west_shelf","north_west_shelf_25",26.28122888,132.545,0.168201547,8,"Closed",539.5973887,3,"pare15",202,72,19,72,0,"active","pare",72,3,0,0,1,18,5,145,115.48,-20.34,115.537,-20.3852
"699","V5192","central_iwp","north_west_shelf","north_west_shelf_27",26.17470096,106.343,0.287284105,8,"Restricted",710.9825378,0,"pare15",0,0,6,0,0,"active","pare",0,0,0,0,0,0,0,0,115.56,-20.66,115.5766,-20.5791
"700","V5195","central_iwp","north_west_shelf","north_west_shelf_31",25.94902735,60.063,0.239803797,0,"Fished",660.8353122,4,"pare15",131.5,21,1,21,0,"active","pare",21,4,0,0,2,12,7.75,145.5,115.24,-21.3,115.1727,-21.321
"701","V5197","central_iwp","ningaloo_marine_park","ningaloo_marine_park_6",25.70620149,95.167,0.425913702,14,"Closed",1013.202175,5,"pare15",157.3,39,9,42,3,"active","pare",42,5,0,1,1,3,3,76.8,114.28,-21.62,114.3452,-21.6542
"702","V5208","central_iwp","ningaloo_marine_park","ningaloo_marine_park_1",25.59902188,98.467,1.401245511,14,"Closed",220.3541817,12,"pare15",560.6469517,228,20,231,3,"active","pare",225,11,0,4,9,204,13.45454545,328.6363636,113.88,-21.94,113.9391,-21.933
"703","V5210","central_iwp","ningaloo_marine_park","ningaloo_marine_park_3",24.79102354,124.052,0.435877297,14,"Closed",376.3201712,18,"pare15",546.7842505,333,16,399,66,"active","pare",354,13,0,4,11,297,13.15384615,310.1538462,113.72,-23.06,113.7572,-23.1219
"704","V5211","central_iwp","ningaloo_marine_park","ningaloo_marine_park_8",24.98163144,109.148,0.460141554,14,"Closed",356.3856899,15,"pare15",2283.044632,312,6,372,60,"active","pare",336,9,0,3,9,336,11,287.6666667,113.72,-22.9,113.7719,-22.8989
"705","V5217","central_iwp","ningaloo_marine_park","ningaloo_marine_park_4",24.7006621,125.881,0.350636172,14,"Closed",356.9137785,7,"pare15",61.38721945,222,14,267,45,"active","pare",252,5,0,1,5,252,8.6,308.4,113.72,-23.22,113.7602,-23.1875
"706","V5409","nw_indian","red_sea","red_sea_2",26.98606731,71.8,20.54806121,24,"Restricted",637.5681168,42,"pare15",1372.728301,462,36,471,9,"active","pare",471,42,0,3271,8,54,37.21428571,802.9285714,35.88,23.34,35.8861,23.4073
"707","V5692","central_iwp","northern_territory_(other)","northern_territory_(other)_8",28.23648623,34.667,0.260945837,7,"Restricted",335.962163,1,"pare15",8,3,3,3,0,"active","pare",3,1,0,1,0,0,2,3,134.12,-11.46,134.1355,-11.4338
"708","V5694","central_iwp","mornington_island","mornington_island_4",27.60939698,55.5,0.070860711,7,"Fished",820.1030754,7,"pare15",7481.25,174,5,276,102,"active","pare",237,4,0,0,0,0,6.25,264.75,139.4,-16.26,139.4244,-16.2872
"709","V5695","central_iwp","mornington_island","mornington_island_5",27.72035261,72.333,0.065993185,7,"Fished",1046.718623,10,"pare15",49742.5057,408,7,423,15,"active","pare",423,10,4,0,1,18,8,397.2,139.24,-16.26,139.2515,-16.2337
"710","V5696","central_iwp","northern_territory_(other)","northern_territory_(other)_3",28.27031699,89.286,0.206297319,7,"Restricted",399.3058778,7,"pare15",5003.333333,249,7,321,72,"active","pare",276,5,0,0,0,0,5.2,212.4,132.68,-10.34,132.7083,-10.3252
"711","V5697","central_iwp","northern_territory_(other)","northern_territory_(other)_6",28.21870967,48.833,0.217901404,7,"Restricted",964.6663913,6,"pare15",4999.333333,141,6,192,51,"active","pare",171,4,0,0,0,0,6.25,264.75,133.8,-11.3,133.7982,-11.2953
"712","V5698","central_iwp","northern_territory_(other)","northern_territory_(other)_11",27.98714067,53.339,0.079158209,7,"Restricted",1022.950661,5,"pare15",6,111,5,258,147,"active","pare",201,4,1,0,0,0,9.25,435.75,136.92,-11.62,136.9002,-11.6269
"713","V5699","sw_pacific","queensland_(other)","queensland_(other)_7",27.95772663,55,0.036680504,7,"Restricted",1942.652461,13,"pare15",0,1101,2,1185,84,"active","pare",1185,13,5,0,0,0,10,582.2307692,140.12,-15.46,140.1492,-15.4886
"714","V5714","central_iwp","northern_territory_(other)","northern_territory_(other)_2",27.98816476,61.267,0.054567666,0,"Fished",184.1976305,104,"pare15",1376.14193,3804,52,3804,0,"active","pare",558,27,9,50,3,90,114,1778.444444,136.76,-11.22,136.6854,-11.2275
"715","V5746","central_iwp","offshore_shoals","offshore_shoals_3",28.65667515,81,0.585523105,7,"Restricted",2056.704848,20,"pare15",1911.029653,315,5,315,0,"active","pare",315,20,8,2,1,21,21.35,565.5,129.88,-11.14,129.9128,-11.1349
"716","V5747","central_iwp","offshore_shoals","offshore_shoals_4",28.61584548,33.167,0.565093024,7,"Restricted",90.8275952,24,"pare15",21831.48141,255,7,255,0,"active","pare",255,24,10,9,2,9,22.79166667,565,130.12,-10.9,130.0991,-10.9008
"717","V5748","central_iwp","offshore_shoals","offshore_shoals_5",28.55396979,98,1.725607131,0,"Fished",363.3207902,33,"pare15",33622.73024,741,9,741,0,"active","pare",738,32,15,8,2,15,20.3125,501.84375,129.16,-9.54,129.1722,-9.5276
"718","V5853","sw_pacific","northern_coral_sea","northern_coral_sea_5",27.23107827,198.33,1.320566488,7,"Restricted",672.1719977,177,"pare15",42512.05452,2397,94,2397,0,"active","pare",957,46,13,1870,1,3,78,1103.673913,144.68,-10.02,144.6897,-10.0684
"719","V5853","sw_pacific","northern_coral_sea","northern_coral_sea_9",27.24699283,207.223,1.40162691,7,"Restricted",1432.005407,177,"pare15",42512.05452,2397,94,2397,0,"active","pare",957,46,13,1870,1,3,78,1103.673913,144.68,-10.02,144.6895,-9.978
"720","V6483","central_iwp","okinawa","okinawa_2",25.09366317,160,1854.451392,0,"Fished",154.6092662,33,"pare15",2956.320433,420,35,456,36,"active","pare",456,33,11,2783,0,0,27.90909091,321.8181818,127.8,26.62,127.8655,26.6371
"721","V6583","polynesian","french_polynesia","french_polynesia_6",27.51141777,63.71,3.470567723,0,"Fished",43.04500342,49,"pare15",2316.537411,666,38,666,0,"active","pare",666,49,0,42,0,0,23.02040816,338.2040816,-142.92,-16.74,-142.8835,-16.7226
"722","V6588","polynesian","french_polynesia","french_polynesia_4",27.742357,69.454,0.263461038,0,"Fished",85.79922232,25,"pare15",143.9569167,399,16,399,0,"active","pare",399,25,0,300,0,0,21.36,351.84,-145.16,-15.94,-145.1189,-15.9678
"723","V6589","polynesian","french_polynesia","french_polynesia_20",27.73077706,155,0.508200566,0,"Fished",1372.443745,33,"pare15",271.9626856,654,14,654,0,"active","pare",654,33,0,303,0,0,20.75757576,298,-145.64,-16.1,-145.7016,-16.0763
"724","V6589","polynesian","society_islands","society_islands_2",27.73034715,146.454,0.678771699,0,"Fished",434.6057356,33,"pare15",271.9626856,654,14,654,0,"active","pare",654,33,0,303,0,0,20.75757576,298,-145.64,-16.1,-145.6981,-16.0754
"725","V6641","polynesian","french_polynesia","french_polynesia_19",27.64300048,138,0.225795399,0,"Fished",1133.882809,21,"pare15",715.0261667,546,48,546,0,"active","pare",495,19,0,8,0,0,18.68421053,216.9473684,-145.48,-16.58,-145.4598,-16.5128
"726","V6763","polynesian","french_polynesia","french_polynesia_21",27.77064014,122,0.522462543,0,"Fished",1013.362056,30,"pare15",249.5163954,417,12,417,0,"active","pare",417,30,0,6,0,0,21.66666667,373.8,-145.88,-16.02,-145.8939,-15.937
"727","V6763","polynesian","society_islands","society_islands_1",27.77064014,136.109,0.748946292,0,"Fished",574.6965118,30,"pare15",249.5163954,417,12,417,0,"active","pare",417,30,0,6,0,0,21.66666667,373.8,-145.88,-16.02,-145.8957,-15.9377
"728","V6853","polynesian","french_polynesia","french_polynesia_2",27.35614122,44.401,0.37221638,0,"Fished",93.220904,46,"pare15",7678.557505,597,45,600,3,"active","pare",600,46,0,5,0,0,23.89130435,345.9782609,-142.52,-17.62,-142.5681,-17.6183
"729","V6860","polynesian","french_polynesia","french_polynesia_5",27.21405742,63.834,2.482728866,0,"Fished",81.50211739,31,"pare15",2020.864381,303,35,303,0,"active","pare",303,31,0,9,0,0,18.90322581,292.3548387,-142.2,-18.18,-142.2189,-18.1353
