ID,Id2,Lon,Lat,SOVEREIGN1,DESIG_ENG,IUCN_CAT,NO_TAKE,Class,General
V6316,6377,114.6,8.86,Philippines,,,,Fished,Fished
V6317,6378,113.72,9.18,China,,,,Fished,Fished
V6318,6379,113.72,8.94,Malaysia,,,,Fished,Fished
V6319,6380,113.64,8.94,Malaysia,,,,Fished,Fished
V6320,6381,112.52,8.86,China,,,,Fished,Fished
V6321,6382,112.68,8.78,China,,,,Fished,Fished
V6322,6383,112.68,8.86,China,,,,Fished,Fished
V6323,6384,112.6,8.86,China,,,,Fished,Fished
V6324,6385,112.84,8.86,China,,,,Fished,Fished
V6325,6386,114.68,8.86,Philippines,,,,Fished,Fished
V6326,6387,112.6,8.78,China,,,,Fished,Fished
V6327,6388,112.52,8.78,China,,,,Fished,Fished
V6328,6389,114.36,7.98,Malaysia,,,,Fished,Fished
V6329,6390,114.44,7.9,Malaysia,,,,Fished,Fished
V6330,6391,114.04,7.9,Malaysia,,,,Fished,Fished
V6331,6392,114.44,7.98,Malaysia,,,,Fished,Fished
V6332,6393,113.88,7.98,Malaysia,,,,Fished,Fished
V6333,6394,114.36,7.9,Malaysia,,,,Fished,Fished
V6334,6395,114.28,7.9,Malaysia,,,,Fished,Fished
V6335,6396,114.12,7.66,Malaysia,,,,Fished,Fished
V6336,6397,114.28,7.66,Malaysia,,,,Fished,Fished
V6337,6398,114.12,7.74,Malaysia,,,,Fished,Fished
V6338,6399,112.92,7.9,Malaysia,,,,Fished,Fished
V6339,6400,114.04,7.98,Malaysia,,,,Fished,Fished
V6340,6401,114.52,7.9,Malaysia,,,,Fished,Fished
V6341,6402,114.6,8.14,Malaysia,,,,Fished,Fished
V6342,6403,114.52,8.14,Malaysia,,,,Fished,Fished
V6343,6404,114.76,8.14,Malaysia,,,,Fished,Fished
V6344,6405,114.6,8.06,Malaysia,,,,Fished,Fished
V6345,6406,114.68,8.22,Malaysia,,,,Fished,Fished
V6346,6407,114.76,8.06,Malaysia,,,,Fished,Fished
V6347,6408,114.68,8.06,Malaysia,,,,Fished,Fished
V6348,6409,114.12,8.14,Malaysia,,,,Fished,Fished
V6349,6410,114.12,8.06,Malaysia,,,,Fished,Fished
V6350,6411,113.96,7.9,Malaysia,,,,Fished,Fished
V6351,6412,113.16,8.06,Malaysia,,,,Fished,Fished
V6352,6413,114.84,8.14,Malaysia,,,,Fished,Fished
V6353,6414,113.72,7.58,Malaysia,,,,Fished,Fished
V6354,6415,113.96,7.66,Malaysia,,,,Fished,Fished
V6355,6416,113.72,7.66,Malaysia,,,,Fished,Fished
V6356,6417,113.8,7.58,Malaysia,,,,Fished,Fished
V6357,6418,114.04,7.66,Malaysia,,,,Fished,Fished
V6358,6419,114.36,7.66,Malaysia,,,,Fished,Fished
V6359,6420,113.96,7.58,Malaysia,,,,Fished,Fished
V6360,6421,114.04,7.74,Malaysia,,,,Fished,Fished
V6361,6422,114.04,7.58,Malaysia,,,,Fished,Fished
V6362,6423,114.2,7.58,Malaysia,,,,Fished,Fished
V6363,6424,113.88,7.66,Malaysia,,,,Fished,Fished
V6364,6425,113.8,7.66,Malaysia,,,,Fished,Fished
V6365,6426,114.12,7.58,Malaysia,,,,Fished,Fished
V6366,6427,113.88,7.58,Malaysia,,,,Fished,Fished
V6367,6428,117.8,10.7,Philippines,,,,Fished,Fished
V6368,6429,117.72,10.7,Philippines,,,,Fished,Fished
V6369,6430,117.72,10.78,Philippines,,,,Fished,Fished
V6370,6431,109.8,7.34,Vietnam,,,,Fished,Fished
V6371,6432,110.44,7.74,Vietnam,,,,Fished,Fished
V6372,6433,110.04,7.98,Vietnam,,,,Fished,Fished
V6373,6434,110.52,7.82,Vietnam,,,,Fished,Fished
V6374,6435,110.44,7.82,Vietnam,,,,Fished,Fished
V6375,6436,116.6,9.74,Philippines,,,,Fished,Fished
V6376,6437,116.52,9.74,Philippines,,,,Fished,Fished
V6377,6438,116.52,9.82,Philippines,,,,Fished,Fished
V6378,6439,116.44,9.82,Philippines,,,,Fished,Fished
V6379,6440,116.92,9.42,Philippines,,,,Fished,Fished
V6380,6441,116.44,9.74,Philippines,,,,Fished,Fished
V6381,6442,116.92,9.5,Philippines,,,,Fished,Fished
V6382,6443,109.72,7.5,Vietnam,,,,Fished,Fished
V6383,6444,109.72,7.58,Vietnam,,,,Fished,Fished
V6384,6445,109.96,7.5,Vietnam,,,,Fished,Fished
V6385,6446,109.88,7.5,Vietnam,,,,Fished,Fished
V6386,6447,109.88,7.82,Vietnam,,,,Fished,Fished
V6387,6448,109.96,7.98,Vietnam,,,,Fished,Fished
V6388,6449,116.6,11.34,Philippines,,,,Fished,Fished
V6389,6450,117.64,10.62,Philippines,,,,Fished,Fished
V6390,6451,111.56,17.1,China,,,,Fished,Fished
V6391,6452,111.48,17.1,China,,,,Fished,Fished
V6392,6453,112.2,16.78,China,,,,Fished,Fished
V6393,6454,112.36,16.7,China,,,,Fished,Fished
V6394,6455,112.28,16.78,China,,,,Fished,Fished
V6395,6456,112.04,16.38,China,,,,Fished,Fished
V6396,6457,111.96,16.3,China,,,,Fished,Fished
V6397,6458,111.96,16.38,China,,,,Fished,Fished
V6398,6459,112.04,16.3,China,,,,Fished,Fished
V6399,6460,111.56,16.14,Vietnam,,,,Fished,Fished
V6400,6461,111.64,16.14,Vietnam,,,,Fished,Fished
V6401,6462,111.56,16.22,Vietnam,,,,Fished,Fished
V6402,6463,112.44,16.06,China,,,,Fished,Fished
V6403,6464,112.52,16.06,China,,,,Fished,Fished
V6404,6465,112.52,15.98,Vietnam,,,,Fished,Fished
V6405,6466,112.44,15.98,Vietnam,,,,Fished,Fished
V6406,6467,112.6,16.06,China,,,,Fished,Fished
V6407,6468,111.72,16.14,Vietnam,,,,Fished,Fished
V6408,6469,111.72,16.22,Vietnam,,,,Fished,Fished
V6409,6470,111.8,16.14,Vietnam,,,,Fished,Fished
V6410,6471,111.8,16.3,China,,,,Fished,Fished
V6411,6472,111.72,16.3,China,,,,Fished,Fished
V6412,6473,111.64,16.3,Vietnam,,,,Fished,Fished
V6413,6474,111.64,16.22,Vietnam,,,,Fished,Fished
V6414,6475,117.8,15.1,Philippines,,,,Fished,Fished
V6415,6476,117.72,15.1,Philippines,,,,Fished,Fished
V6416,6477,111.72,16.06,Vietnam,,,,Fished,Fished
V6417,6478,111.24,15.82,Vietnam,,,,Fished,Fished
V6418,6479,111.48,16.46,China,,,,Fished,Fished
V6419,6480,111.8,16.54,China,,,,Fished,Fished
V6420,6481,112.2,17.02,China,,,,Fished,Fished
V6421,6482,111.72,16.62,China,,,,Fished,Fished
V6422,6483,117.72,15.26,Philippines,,,,Fished,Fished
V6423,6484,117.72,15.18,Philippines,,,,Fished,Fished
V6424,6485,117.88,15.1,Philippines,,,,Fished,Fished
V6425,6486,117.88,15.18,Philippines,,,,Fished,Fished
V6426,6487,117.8,15.18,Philippines,,,,Fished,Fished
V6427,6488,111.16,15.74,Vietnam,,,,Fished,Fished
V6428,6489,112.76,16.7,China,,,,Fished,Fished
V6429,6490,111.16,15.82,Vietnam,,,,Fished,Fished
V6430,6491,112.68,16.7,China,,,,Fished,Fished
V6431,6492,116.76,20.62,Taiwan,National Park,II,Not Reported,Restricted,MPA
V6432,6493,116.68,20.62,Taiwan,National Park,II,Not Reported,Restricted,MPA
V6433,6494,116.92,20.62,Taiwan,National Park,II,Not Reported,Restricted,MPA
V6434,6495,112.36,16.78,China,,,,Fished,Fished
V6435,6496,116.68,20.78,Taiwan,National Park,II,Not Reported,Restricted,MPA
V6436,6497,116.92,20.78,Taiwan,National Park,II,Not Reported,Restricted,MPA
V6437,6498,116.84,20.78,Taiwan,National Park,II,Not Reported,Restricted,MPA
V6438,6499,116.68,20.7,Taiwan,National Park,II,Not Reported,Restricted,MPA
V6439,6500,116.92,20.7,Taiwan,National Park,II,Not Reported,Restricted,MPA
V6440,6501,117.8,10.86,Philippines,,,,Fished,Fished
V6441,6502,117.8,10.78,Philippines,,,,Fished,Fished
V6442,6503,116.44,9.18,Philippines,,,,Fished,Fished
V6443,6504,115.88,9.34,Philippines,,,,Fished,Fished
V6444,6505,116.68,9.1,Philippines,,,,Fished,Fished
V6445,6506,116.68,9.02,Philippines,,,,Fished,Fished
V6446,6507,115.96,9.34,Philippines,,,,Fished,Fished
V6447,6508,116.28,8.86,Philippines,,,,Fished,Fished
V6448,6509,116.28,8.94,Philippines,,,,Fished,Fished
V6449,6510,109.8,7.5,Vietnam,,,,Fished,Fished
V6450,6511,109.96,7.82,Vietnam,,,,Fished,Fished
V6451,6512,109.96,7.9,Vietnam,,,,Fished,Fished
V6452,6513,110.04,7.9,Vietnam,,,,Fished,Fished
V6453,6514,109.8,7.58,Vietnam,,,,Fished,Fished
V6454,6515,119.48,23.66,Taiwan,,,,Fished,Fished
V6455,6516,119.72,23.66,Taiwan,,,,Fished,Fished
V6456,6517,119.64,23.82,Taiwan,,,,Fished,Fished
V6457,6518,119.48,23.5,Taiwan,,,,Fished,Fished
V6458,6519,119.56,23.82,Taiwan,,,,Fished,Fished
V6459,6520,119.48,23.34,Taiwan,,,,Fished,Fished
V6460,6521,119.48,23.42,Taiwan,,,,Fished,Fished
V6461,6522,119.4,23.18,Taiwan,,,,Fished,Fished
V6462,6523,118.92,24.86,China,,,,Fished,Fished
V6463,6524,118.84,24.78,China,,,,Fished,Fished
V6464,6525,119,24.86,China,,,,Fished,Fished
V6465,6526,118.6,24.46,China,,,,Fished,Fished
V6466,6527,114.52,22.46,,,,,Fished,Fished
V6467,6528,114.6,22.46,China,,,,Fished,Fished
V6468,6529,122.04,19.5,Philippines,,,,Fished,Fished
V6469,6530,121.96,19.58,Philippines,,,,Fished,Fished
V6470,6531,121.96,18.86,Philippines,,,,Fished,Fished
V6471,6532,122.2,19.1,Philippines,,,,Fished,Fished
V6472,6533,121.48,22.06,Taiwan,,,,Fished,Fished
V6473,6534,121.48,22.7,Taiwan,,,,Fished,Fished
V6474,6535,121.24,22.78,Taiwan,,,,Fished,Fished
V6475,6536,121.64,22.06,Taiwan,,,,Fished,Fished
V6476,6537,121.56,21.98,Taiwan,,,,Fished,Fished
V6477,6538,121.64,21.98,Taiwan,,,,Fished,Fished
V6478,6539,128.2,27.9,Japan,,,,Fished,Fished
V6479,6540,127.88,26.94,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6480,6541,128.2,27.82,Japan,,,,Fished,Fished
V6481,6542,127.72,26.7,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6482,6543,126.84,26.62,Japan,,,,Fished,Fished
V6483,6544,127.8,26.62,Japan,,,,Fished,Fished
V6484,6545,127.96,26.86,Japan,,,,Fished,Fished
V6485,6546,128.36,26.7,Japan,,,,Fished,Fished
V6486,6547,128.04,27.02,Japan,,,,Fished,Fished
V6487,6548,127.88,26.86,Japan,,,,Fished,Fished
V6488,6549,128.12,26.78,Japan,,,,Fished,Fished
V6489,6550,127.88,26.14,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6490,6551,127.56,26.3,Japan,National Park,II,Not Reported,Restricted,MPA
V6491,6552,127.56,26.22,Japan,National Park,II,Not Reported,Restricted,MPA
V6492,6553,127.64,26.06,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6493,6554,127.56,26.14,Japan,,,,Fished,Fished
V6494,6555,127.72,26.46,Japan,,,,Fished,Fished
V6495,6556,127.96,26.22,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6496,6557,123.08,24.46,Japan,,,,Fished,Fished
V6497,6558,124.04,24.46,Japan,,,,Fished,Fished
V6498,6559,124.36,24.62,Japan,,,,Fished,Fished
V6499,6560,122.92,24.46,Japan,,,,Fished,Fished
V6500,6561,124.68,24.7,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6501,6562,124.68,24.78,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6502,6563,125.16,24.86,,Prefectural Natural Park,V,Not Reported,Restricted,MPA
V6503,6564,125.16,24.78,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6504,6565,125.4,24.86,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6505,6566,124.28,24.62,Japan,,,,Fished,Fished
V6506,6567,124.68,24.62,Japan,,,,Fished,Fished
V6507,6568,124.76,24.7,Japan,,,,Fished,Fished
V6508,6569,121.88,20.22,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V6509,6570,122.04,20.46,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V6510,6571,131.32,25.98,Japan,,,,Fished,Fished
V6511,6572,131.16,24.46,Japan,,,,Fished,Fished
V6512,6573,131.24,25.9,Japan,,,,Fished,Fished
V6513,6574,129.24,27.98,Japan,,,,Fished,Fished
V6514,6575,129.16,27.98,Japan,,,,Fished,Fished
V6515,6576,129.16,28.06,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6516,6577,129.56,28.46,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6517,6578,129.56,28.54,Japan,,,,Fished,Fished
V6518,6579,129.64,28.38,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6519,6580,129.72,28.38,Japan,,,,Fished,Fished
V6520,6581,130.04,28.3,Japan,,,,Fished,Fished
V6521,6582,129.88,28.38,Japan,,,,Fished,Fished
V6522,6583,129.72,28.54,Japan,,,,Fished,Fished
V6523,6584,129.64,28.54,Japan,,,,Fished,Fished
V6524,6585,129.88,28.3,Japan,,,,Fished,Fished
V6525,6586,129.96,28.22,Japan,,,,Fished,Fished
V6526,6587,129.48,28.14,Japan,,,,Fished,Fished
V6527,6588,129.08,28.22,Japan,,,,Fished,Fished
V6528,6589,129.4,28.06,Japan,,,,Fished,Fished
V6529,6590,129.64,28.3,Japan,,,,Fished,Fished
V6530,6591,129.56,28.3,Japan,,,,Fished,Fished
V6531,6592,129.56,28.22,Japan,,,,Fished,Fished
V6532,6593,128.84,27.74,Japan,,,,Fished,Fished
V6533,6594,129.08,27.82,Japan,,,,Fished,Fished
V6534,6595,129.08,27.74,Japan,,,,Fished,Fished
V6535,6596,128.84,27.66,Japan,,,,Fished,Fished
V6536,6597,128.84,27.82,Japan,,,,Fished,Fished
V6537,6598,129,27.66,Japan,,,,Fished,Fished
V6538,6599,128.92,27.66,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6539,6600,129,27.9,Japan,,,,Fished,Fished
V6540,6601,128.92,27.9,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6541,6602,128.36,27.1,Japan,,,,Fished,Fished
V6542,6603,128.52,27.34,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6543,6604,128.36,27.02,Japan,,,,Fished,Fished
V6544,6605,128.44,27.1,Japan,,,,Fished,Fished
V6545,6606,125.24,25.02,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6546,6607,125.32,25.02,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6547,6608,125.24,25.1,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6548,6609,125.48,24.78,Japan,,,,Fished,Fished
V6549,6610,125.24,24.7,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6550,6611,125.4,24.94,Japan,,,,Fished,Fished
V6551,6612,125.4,25.02,Japan,,,,Fished,Fished
V6552,6613,123.88,24.46,Japan,,,,Fished,Fished
V6553,6614,123.72,24.3,,,,,Fished,Fished
V6554,6615,123.64,24.3,Japan,,,,Fished,Fished
V6555,6616,123.8,24.46,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6556,6617,124.12,24.22,Japan,,,,Fished,Fished
V6557,6618,123.8,24.22,Japan,,,,Fished,Fished
V6558,6619,123.88,24.22,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6559,6620,123.72,24.22,Japan,,,,Fished,Fished
V6560,6621,126.68,26.38,Japan,,,,Fished,Fished
V6561,6622,127.08,26.38,Japan,,,,Fished,Fished
V6562,6623,127.24,26.62,Japan,,,,Fished,Fished
V6563,6624,131.24,25.82,,National Wildlife Protection Area,IV,Not Reported,Restricted,MPA
V6564,6625,126.68,26.3,Japan,,,,Fished,Fished
V6565,6626,126.76,26.3,Japan,,,,Fished,Fished
V6566,6627,126.92,26.3,Japan,,,,Fished,Fished
V6567,6628,127.24,26.22,,National Park,II,Not Reported,Restricted,MPA
V6568,6629,127.24,26.14,Japan,National Park,II,Not Reported,Restricted,MPA
V6569,6630,121.16,19.02,Philippines,,,,Fished,Fished
V6570,6631,121.96,19.02,Philippines,,,,Fished,Fished
V6571,6632,121.4,19.26,Philippines,,,,Fished,Fished
V6572,6633,121.24,18.94,Philippines,,,,Fished,Fished
V6573,6634,121.88,20.38,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V6574,6635,121.96,20.38,,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V6575,6636,121.8,20.38,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V6576,6637,121.8,20.3,Philippines,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V6577,6638,121.96,20.46,,Protected Landscape and Seascape,V,Not Reported,Fished,Fished
V6578,6639,123.72,24.06,Japan,Common fishery right area,VI,Not Reported,Fished,Fished
V6579,6640,121.32,19.34,Philippines,,,,Fished,Fished
V6580,6641,121.24,18.86,Philippines,,,,Fished,Fished
V6581,6642,121.8,18.86,Philippines,,,,Fished,Fished
V6582,6643,-143.08,-17.86,,,,,Fished,Fished
V6583,6648,-142.92,-16.74,France,,,,Fished,Fished
V6584,6657,-145.24,-15.78,France,,,,Fished,Fished
V6585,6658,-145.08,-15.86,France,,,,Fished,Fished
V6586,6659,-145.24,-15.86,France,,,,Fished,Fished
V6587,6660,-145.16,-16.02,France,,,,Fished,Fished
V6588,6661,-145.16,-15.94,France,,,,Fished,Fished
V6589,6662,-145.64,-16.1,France,,,,Fished,Fished
V6590,6663,-145.64,-16.02,France,,,,Fished,Fished
V6591,6664,-145.24,-15.94,France,,,,Fished,Fished
V6592,6665,-145.16,-15.86,France,,,,Fished,Fished
V6593,6666,-144.76,-16.26,France,,,,Fished,Fished
V6594,6667,-144.92,-16.26,France,,,,Fished,Fished
V6595,6668,-145.64,-16.34,France,,,,Fished,Fished
V6596,6669,-144.84,-16.26,France,,,,Fished,Fished
V6597,6670,-145.64,-16.26,France,,,,Fished,Fished
V6598,6671,-145.72,-16.26,France,,,,Fished,Fished
V6599,6672,-145,-16.26,France,,,,Fished,Fished
V6600,6673,-145.8,-16.26,France,,,,Fished,Fished
V6601,6674,-145.64,-16.42,,,,,Fished,Fished
V6602,6675,-145.56,-16.34,France,,,,Fished,Fished
V6603,6676,-145.48,-16.42,France,,,,Fished,Fished
V6604,6677,-145.4,-16.42,France,,,,Fished,Fished
V6605,6678,-145.72,-16.34,,,,,Fished,Fished
V6606,6679,-145.8,-16.34,France,,,,Fished,Fished
V6607,6680,-145.4,-16.34,France,,,,Fished,Fished
V6608,6681,-145.48,-16.34,France,,,,Fished,Fished
V6609,6682,-144.84,-16.1,France,,,,Fished,Fished
V6610,6683,-145,-16.1,France,,,,Fished,Fished
V6611,6684,-145.8,-16.18,France,,,,Fished,Fished
V6612,6685,-145.8,-16.1,France,,,,Fished,Fished
V6613,6686,-144.84,-16.18,France,,,,Fished,Fished
V6614,6687,-144.92,-16.18,France,,,,Fished,Fished
V6615,6688,-145.56,-16.26,France,,,,Fished,Fished
V6616,6689,-145.56,-16.18,France,,,,Fished,Fished
V6617,6690,-145.64,-16.18,France,,,,Fished,Fished
V6618,6691,-145,-16.18,France,,,,Fished,Fished
V6619,6692,-145.72,-16.18,France,,,,Fished,Fished
V6620,6693,-145.16,-16.82,France,,,,Fished,Fished
V6621,6694,-145.32,-16.82,France,,,,Fished,Fished
V6622,6695,-145.4,-16.74,France,,,,Fished,Fished
V6623,6696,-145.08,-16.82,France,,,,Fished,Fished
V6624,6697,-145.24,-16.66,France,,,,Fished,Fished
V6625,6698,-145.32,-16.66,France,,,,Fished,Fished
V6626,6699,-145.24,-16.82,France,,,,Fished,Fished
V6627,6700,-145.08,-16.74,France,,,,Fished,Fished
V6628,6701,-145.64,-17.38,France,,,,Fished,Fished
V6629,6702,-145.56,-17.46,France,,,,Fished,Fished
V6630,6703,-145.56,-17.3,France,,,,Fished,Fished
V6631,6704,-145.56,-16.5,,,,,Fished,Fished
V6632,6705,-145.32,-16.42,France,,,,Fished,Fished
V6633,6706,-145.72,-16.42,France,,,,Fished,Fished
V6634,6707,-145.56,-16.42,France,,,,Fished,Fished
V6635,6708,-144.76,-16.1,France,,,,Fished,Fished
V6636,6709,-145.32,-16.74,France,,,,Fished,Fished
V6637,6710,-145.56,-16.58,France,,,,Fished,Fished
V6638,6711,-145.24,-16.74,France,,,,Fished,Fished
V6639,6712,-145.32,-16.5,France,,,,Fished,Fished
V6640,6713,-145.64,-16.5,France,,,,Fished,Fished
V6641,6714,-145.48,-16.58,France,,,,Fished,Fished
V6642,6715,-146.68,-15.22,France,,,,Fished,Fished
V6643,6716,-146.84,-15.22,France,,,,Fished,Fished
V6644,6717,-146.6,-15.22,France,,,,Fished,Fished
V6645,6718,-145.96,-14.5,France,,,,Fished,Fished
V6646,6719,-146.76,-15.22,France,,,,Fished,Fished
V6647,6720,-146.44,-14.58,France,,,,Fished,Fished
V6648,6721,-146.44,-15.3,France,,,,Fished,Fished
V6649,6722,-146.36,-15.3,France,,,,Fished,Fished
V6650,6723,-146.2,-15.3,France,,,,Fished,Fished
V6651,6724,-146.28,-15.3,France,,,,Fished,Fished
V6652,6725,-146.76,-15.3,France,,,,Fished,Fished
V6653,6726,-146.92,-15.3,France,,,,Fished,Fished
V6654,6727,-146.68,-15.3,France,,,,Fished,Fished
V6655,6728,-146.04,-14.42,France,,,,Fished,Fished
V6656,6729,-145.48,-17.3,France,,,,Fished,Fished
V6657,6730,-145.64,-17.3,France,,,,Fished,Fished
V6658,6731,-145.4,-17.38,France,,,,Fished,Fished
V6659,6732,-146.04,-14.5,France,,,,Fished,Fished
V6660,6733,-145.8,-14.34,France,,,,Fished,Fished
V6661,6734,-146.36,-14.42,France,,,,Fished,Fished
V6662,6735,-146.2,-14.42,France,,,,Fished,Fished
V6663,6736,-146.28,-15.62,France,,,,Fished,Fished
V6664,6737,-146.36,-15.62,,,,,Fished,Fished
V6665,6738,-146.76,-15.62,France,,,,Fished,Fished
V6666,6739,-146.84,-15.62,France,,,,Fished,Fished
V6667,6740,-146.36,-15.54,France,,,,Fished,Fished
V6668,6741,-146.2,-15.54,France,,,,Fished,Fished
V6669,6742,-146.44,-15.62,France,,,,Fished,Fished
V6670,6743,-146.28,-15.54,France,,,,Fished,Fished
V6671,6744,-146.76,-15.78,,,,,Fished,Fished
V6672,6745,-146.84,-15.78,France,,,,Fished,Fished
V6673,6746,-146.6,-15.78,,,,,Fished,Fished
V6674,6747,-146.84,-15.7,,,,,Fished,Fished
V6675,6748,-146.6,-15.7,France,,,,Fished,Fished
V6676,6749,-146.68,-15.7,,,,,Fished,Fished
V6677,6750,-146.44,-15.38,,,,,Fished,Fished
V6678,6751,-146.6,-15.38,France,,,,Fished,Fished
V6679,6752,-146.36,-15.38,France,,,,Fished,Fished
V6680,6753,-146.68,-15.38,France,,,,Fished,Fished
V6681,6754,-146.84,-15.38,,,,,Fished,Fished
V6682,6755,-146.28,-15.38,France,,,,Fished,Fished
V6683,6756,-146.76,-15.38,France,,,,Fished,Fished
V6684,6757,-146.84,-15.46,France,,,,Fished,Fished
V6685,6758,-146.44,-15.54,France,,,,Fished,Fished
V6686,6759,-146.28,-15.46,France,,,,Fished,Fished
V6687,6760,-146.2,-15.46,France,,,,Fished,Fished
V6688,6761,-146.76,-15.46,France,,,,Fished,Fished
V6689,6762,-146.36,-15.46,France,,,,Fished,Fished
V6690,6763,-146.44,-15.46,France,,,,Fished,Fished
V6691,6764,-148.2,-15.06,France,,,,Fished,Fished
V6692,6765,-148.12,-15.06,France,,,,Fished,Fished
V6693,6766,-148.28,-15.06,,,,,Fished,Fished
V6694,6767,-148.12,-14.98,France,,,,Fished,Fished
V6695,6768,-148.12,-14.9,France,,,,Fished,Fished
V6696,6769,-148.28,-14.98,France,,,,Fished,Fished
V6697,6770,-148.28,-14.9,France,,,,Fished,Fished
V6698,6771,-148.28,-15.86,France,,,,Fished,Fished
V6699,6772,-148.28,-15.78,France,,,,Fished,Fished
V6700,6773,-148.28,-15.14,France,,,,Fished,Fished
V6701,6774,-148.04,-15.06,France,,,,Fished,Fished
V6702,6775,-148.04,-14.9,France,,,,Fished,Fished
V6703,6776,-148.2,-15.14,France,,,,Fished,Fished
V6704,6777,-146.92,-15.7,France,,,,Fished,Fished
V6705,6778,-146.68,-15.86,France,,,,Fished,Fished
V6706,6779,-146.44,-15.78,France,,,,Fished,Fished
V6707,6780,-146.92,-15.62,France,,,,Fished,Fished
V6708,6781,-146.6,-15.86,France,,,,Fished,Fished
V6709,6782,-146.52,-15.78,,,,,Fished,Fished
V6710,6783,-146.44,-15.86,France,,,,Fished,Fished
V6711,6784,-146.52,-15.86,France,,,,Fished,Fished
V6712,6785,-148.68,-14.9,,,,,Fished,Fished
V6713,6786,-148.68,-14.82,France,,,,Fished,Fished
V6714,6787,-148.2,-14.9,France,,,,Fished,Fished
V6715,6788,-146.36,-16.18,,,,,Fished,Fished
V6716,6789,-146.36,-16.1,France,,,,Fished,Fished
V6717,6790,-146.44,-16.18,France,,,,Fished,Fished
V6718,6791,-146.28,-16.18,France,,,,Fished,Fished
V6719,6792,-147.88,-14.98,France,,,,Fished,Fished
V6720,6793,-143.32,-17.06,France,,,,Fished,Fished
V6721,6794,-143,-17.14,France,,,,Fished,Fished
V6722,6795,-147.88,-14.9,France,,,,Fished,Fished
V6723,6796,-147.8,-15.06,France,,,,Fished,Fished
V6724,6797,-147.88,-15.06,France,,,,Fished,Fished
V6725,6798,-147.48,-15.06,France,,,,Fished,Fished
V6726,6799,-147.56,-14.98,France,,,,Fished,Fished
V6727,6800,-143.24,-16.98,,,,,Fished,Fished
V6728,6801,-143.16,-16.9,France,,,,Fished,Fished
V6729,6802,-143.08,-16.98,,,,,Fished,Fished
V6730,6803,-143.24,-16.9,France,,,,Fished,Fished
V6731,6804,-148.2,-15.86,France,,,,Fished,Fished
V6732,6805,-143.32,-16.98,,,,,Fished,Fished
V6733,6806,-143.32,-16.9,France,,,,Fished,Fished
V6734,6807,-143.08,-17.22,France,,,,Fished,Fished
V6735,6808,-143.08,-17.14,,,,,Fished,Fished
V6736,6809,-143.16,-17.22,France,,,,Fished,Fished
V6737,6810,-143.08,-17.06,,,,,Fished,Fished
V6738,6811,-143.24,-17.06,,,,,Fished,Fished
V6739,6812,-143.16,-17.14,France,,,,Fished,Fished
V6740,6813,-143.16,-17.06,,,,,Fished,Fished
V6741,6814,-147.4,-15.3,France,,,,Fished,Fished
V6742,6815,-147.72,-15.22,France,,,,Fished,Fished
V6743,6816,-147.24,-15.22,France,,,,Fished,Fished
V6744,6817,-147.56,-15.3,France,,,,Fished,Fished
V6745,6818,-144.92,-16.9,France,,,,Fished,Fished
V6746,6819,-144.76,-16.74,France,,,,Fished,Fished
V6747,6820,-145,-16.82,France,,,,Fished,Fished
V6748,6821,-147.64,-15.14,France,,,,Fished,Fished
V6749,6822,-147.56,-15.14,France,,,,Fished,Fished
V6750,6823,-147.88,-15.14,France,,,,Fished,Fished
V6751,6824,-147.96,-15.14,France,,,,Fished,Fished
V6752,6825,-147.72,-15.14,France,,,,Fished,Fished
V6753,6826,-147.96,-15.06,France,,,,Fished,Fished
V6754,6827,-147.8,-15.14,France,,,,Fished,Fished
V6755,6828,-147.64,-15.22,France,,,,Fished,Fished
V6756,6829,-147.56,-15.22,France,,,,Fished,Fished
