ID,ID2,Lon,Lat,TERRITORY1,Grav_tot,ECOREGION,PROVINCE
V367,364,98.68,1.74,,181,Western Sumatra,Andaman
V368,365,97.96,1.82,Indonesia,117,Western Sumatra,Andaman
V369,366,98.12,1.82,Indonesia,131,Western Sumatra,Andaman
V370,367,98.6,1.82,Indonesia,266,Western Sumatra,Andaman
V371,368,98.2,1.82,Indonesia,152,Western Sumatra,Andaman
V372,369,98.28,1.34,Indonesia,102,Western Sumatra,Andaman
V373,370,98.36,1.34,Indonesia,110,Western Sumatra,Andaman
V374,371,97.08,1.34,Indonesia,159,Western Sumatra,Andaman
V375,372,98.36,1.42,Indonesia,110,Western Sumatra,Andaman
V376,373,97.56,1.42,Indonesia,0,Western Sumatra,Andaman
V377,374,97.08,1.26,Indonesia,0,Western Sumatra,Andaman
V378,375,97.08,1.18,Indonesia,74,Western Sumatra,Andaman
V379,376,98.28,1.18,Indonesia,89,Western Sumatra,Andaman
V380,377,97.24,1.18,Indonesia,645,Western Sumatra,Andaman
V381,378,98.28,1.26,Indonesia,94,Western Sumatra,Andaman
V382,379,98.44,1.34,Indonesia,0,Western Sumatra,Andaman
V383,380,97.24,1.26,Indonesia,80,Western Sumatra,Andaman
V384,381,98.44,1.26,Indonesia,105,Western Sumatra,Andaman
V385,382,98.28,1.5,Indonesia,109,Western Sumatra,Andaman
V386,383,98.2,1.58,Indonesia,110,Western Sumatra,Andaman
V387,384,98.28,1.58,Indonesia,120,Western Sumatra,Andaman
V388,385,98.68,1.58,Indonesia,269,Western Sumatra,Andaman
V389,386,98.28,1.42,Indonesia,102,Western Sumatra,Andaman
V390,387,98.12,1.5,Indonesia,96,Western Sumatra,Andaman
V391,388,97.32,1.58,Indonesia,0,Western Sumatra,Andaman
V392,389,98.44,1.5,Indonesia,133,Western Sumatra,Andaman
V393,390,98.36,1.5,Indonesia,118,Western Sumatra,Andaman
V394,391,97.4,0.78,Indonesia,74,Western Sumatra,Andaman
V395,392,97.32,0.78,Indonesia,0,Western Sumatra,Andaman
V396,393,98.04,0.78,Indonesia,0,Western Sumatra,Andaman
V397,394,97.24,0.86,Indonesia,73,Western Sumatra,Andaman
V398,395,98.04,0.86,Indonesia,0,Western Sumatra,Andaman
V399,396,98.28,0.86,Indonesia,75,Western Sumatra,Andaman
V400,397,98.28,0.78,Indonesia,0,Western Sumatra,Andaman
V401,398,97.72,0.54,Indonesia,1101,Western Sumatra,Andaman
V402,399,97.88,0.54,Indonesia,203,Western Sumatra,Andaman
V403,400,97.96,0.62,Indonesia,0,Western Sumatra,Andaman
V404,401,97.96,0.7,Indonesia,124,Western Sumatra,Andaman
V405,402,97.96,1.1,Indonesia,0,Western Sumatra,Andaman
V406,403,98.28,1.1,Indonesia,82,Western Sumatra,Andaman
V407,404,98.28,1.02,Indonesia,0,Western Sumatra,Andaman
V408,405,98.36,1.02,Indonesia,78,Western Sumatra,Andaman
V409,406,98.36,1.18,Indonesia,90,Western Sumatra,Andaman
V410,407,98.44,1.18,Indonesia,93,Western Sumatra,Andaman
V411,408,98.04,0.94,Indonesia,0,Western Sumatra,Andaman
V412,409,98.28,0.94,Indonesia,76,Western Sumatra,Andaman
V413,410,97.24,0.94,Indonesia,90,Western Sumatra,Andaman
V414,411,97.08,2.22,Indonesia,65,Western Sumatra,Andaman
V415,412,98.44,1.66,Indonesia,161,Western Sumatra,Andaman
V416,413,97.24,2.06,Indonesia,71,Western Sumatra,Andaman
V417,414,98.2,0.06,Indonesia,49,Western Sumatra,Andaman
V418,415,97.88,0.06,Indonesia,39,Western Sumatra,Andaman
V419,416,98.2,-0.18,Indonesia,0,Western Sumatra,Andaman
V420,417,97.88,-0.18,Indonesia,0,Western Sumatra,Andaman
V421,418,98.28,-0.18,Indonesia,0,Western Sumatra,Andaman
V422,419,97.8,-0.1,Indonesia,32,Western Sumatra,Andaman
V423,420,98.2,-0.1,Indonesia,43,Western Sumatra,Andaman
V424,421,97.88,0.3,Indonesia,55,Western Sumatra,Andaman
V425,422,97.88,0.38,Indonesia,69,Western Sumatra,Andaman
V426,423,98.28,-0.5,Indonesia,31,Western Sumatra,Andaman
V427,424,99.96,-0.66,Indonesia,309,Western Sumatra,Andaman
V428,425,99.88,-0.66,Indonesia,227,Western Sumatra,Andaman
V429,426,100.28,-0.82,Indonesia,2521,Western Sumatra,Andaman
V430,426,100.28,-0.82,Indonesia,2521,Western Sumatra,Andaman
V431,427,100.04,-0.74,Indonesia,332,Western Sumatra,Andaman
V432,428,102.12,-3.86,Indonesia,0,Western Sumatra,Andaman
V433,429,102.2,-3.94,Indonesia,208,Western Sumatra,Andaman
V434,430,102.12,-3.78,Indonesia,299,Western Sumatra,Andaman
V435,431,99,0.54,Indonesia,139,Western Sumatra,Andaman
V436,432,98.76,0.78,Indonesia,0,Western Sumatra,Andaman
V437,433,98.84,0.3,Indonesia,102,Western Sumatra,Andaman
V438,434,98.84,0.38,Indonesia,0,Western Sumatra,Andaman
V439,435,99,0.14,Indonesia,96,Western Sumatra,Andaman
V440,436,99,-0.18,Indonesia,0,Western Sumatra,Andaman
V441,437,99.4,-0.1,Indonesia,0,Western Sumatra,Andaman
V442,438,99,0.3,Indonesia,111,Western Sumatra,Andaman
V443,439,98.52,0.3,Indonesia,0,Western Sumatra,Andaman
V444,440,100.52,-1.46,Indonesia,207,Western Sumatra,Andaman
V445,441,100.6,-1.78,Indonesia,149,Western Sumatra,Andaman
V446,442,100.28,-0.98,Indonesia,4554,Western Sumatra,Andaman
V447,443,99.96,-0.9,Indonesia,186,Western Sumatra,Andaman
V448,444,100.36,-1.3,Indonesia,349,Western Sumatra,Andaman
V449,445,100.52,-3.06,Indonesia,40,Western Sumatra,Andaman
V450,446,100.6,-3.46,Indonesia,0,Western Sumatra,Andaman
V451,447,100.6,-3.22,Indonesia,37,Western Sumatra,Andaman
V452,448,99.48,-2.1,Indonesia,32,Western Sumatra,Andaman
V453,449,100.76,-1.86,Indonesia,184,Western Sumatra,Andaman
V454,450,99.48,-2.18,Indonesia,36,Western Sumatra,Andaman
V455,451,99.08,-1.86,Indonesia,0,Western Sumatra,Andaman
V456,452,98.92,-0.26,Indonesia,0,Western Sumatra,Andaman
V457,453,98.68,-0.26,Indonesia,55,Western Sumatra,Andaman
V458,454,99.32,-0.42,Indonesia,103,Western Sumatra,Andaman
V459,455,99,-0.26,Indonesia,0,Western Sumatra,Andaman
V460,456,99.16,-0.18,Indonesia,89,Western Sumatra,Andaman
V461,457,99.48,-0.18,Indonesia,0,Western Sumatra,Andaman
V462,458,99.24,-0.26,Indonesia,100,Western Sumatra,Andaman
V463,459,99.32,-0.26,Indonesia,114,Western Sumatra,Andaman
V464,460,98.76,-1.54,Indonesia,25,Western Sumatra,Andaman
V465,461,98.76,-0.42,Indonesia,51,Western Sumatra,Andaman
V466,462,98.6,-0.42,Indonesia,0,Western Sumatra,Andaman
V467,463,99.88,-0.5,Indonesia,321,Western Sumatra,Andaman
V468,464,99.48,-0.5,Indonesia,125,Western Sumatra,Andaman
V469,465,101.48,-3.14,Indonesia,153,Western Sumatra,Andaman
V470,466,99.8,-0.58,Indonesia,195,Western Sumatra,Andaman
V471,467,99.8,-0.5,Indonesia,242,Western Sumatra,Andaman
V472,468,100.04,-0.66,Indonesia,533,Western Sumatra,Andaman
V473,469,100.04,-0.58,Indonesia,726,Western Sumatra,Andaman
V474,470,99.88,-0.42,Indonesia,535,Western Sumatra,Andaman
V475,471,100.28,-0.9,Indonesia,4554,Western Sumatra,Andaman
V476,472,100.2,-0.9,Indonesia,689,Western Sumatra,Andaman
V477,473,99.96,-0.74,Indonesia,245,Western Sumatra,Andaman
V478,474,100.12,-0.66,Indonesia,2419,Western Sumatra,Andaman
V479,475,100.12,-0.82,Indonesia,368,Western Sumatra,Andaman
V480,475,100.12,-0.82,Indonesia,368,Western Sumatra,Andaman
V481,476,100.04,-0.82,Indonesia,259,Western Sumatra,Andaman
V482,476,100.04,-0.82,Indonesia,259,Western Sumatra,Andaman
V483,477,100.52,-1.62,Indonesia,146,Western Sumatra,Andaman
V484,478,100.6,-1.62,Indonesia,198,Western Sumatra,Andaman
V485,479,100.52,-1.54,Indonesia,176,Western Sumatra,Andaman
V486,480,100.44,-1.38,Indonesia,227,Western Sumatra,Andaman
V487,481,100.44,-1.46,Indonesia,160,Western Sumatra,Andaman
V488,482,99.56,-1.94,Indonesia,37,Western Sumatra,Andaman
V489,483,100.6,-1.94,Indonesia,106,Western Sumatra,Andaman
V490,484,100.68,-2.02,Indonesia,104,Western Sumatra,Andaman
V491,485,100.52,-1.78,Indonesia,125,Western Sumatra,Andaman
V492,486,100.6,-1.7,Indonesia,149,Western Sumatra,Andaman
V493,487,100.6,-1.86,Indonesia,123,Western Sumatra,Andaman
V494,488,100.28,-1.06,Indonesia,964,Western Sumatra,Andaman
V495,489,100.28,-1.3,Indonesia,227,Western Sumatra,Andaman
V496,490,100.36,-1.38,Indonesia,227,Western Sumatra,Andaman
V497,491,100.28,-1.22,Indonesia,288,Western Sumatra,Andaman
V498,492,99.88,-2.5,Indonesia,36,Western Sumatra,Andaman
V499,493,100.04,-2.5,Indonesia,0,Western Sumatra,Andaman
V500,494,99.96,-2.5,Indonesia,37,Western Sumatra,Andaman
V501,495,99.96,-2.82,Indonesia,33,Western Sumatra,Andaman
V502,496,100.28,-2.74,Indonesia,0,Western Sumatra,Andaman
V503,497,99.56,-2.26,Indonesia,70,Western Sumatra,Andaman
V504,498,99.72,-2.42,Indonesia,0,Western Sumatra,Andaman
V505,499,99.88,-2.34,Indonesia,44,Western Sumatra,Andaman
V506,500,99.64,-2.34,Indonesia,0,Western Sumatra,Andaman
V507,501,100.2,-3.14,Indonesia,30,Western Sumatra,Andaman
V508,502,100.52,-3.14,Indonesia,36,Western Sumatra,Andaman
V509,503,100.52,-3.38,Indonesia,32,Western Sumatra,Andaman
V510,504,100.44,-3.38,Indonesia,29,Western Sumatra,Andaman
V511,505,100.04,-2.9,Indonesia,30,Western Sumatra,Andaman
V512,506,100.12,-3.06,Indonesia,28,Western Sumatra,Andaman
V513,507,99.24,0.14,Indonesia,137,Western Sumatra,Andaman
V514,508,98.92,0.14,Indonesia,87,Western Sumatra,Andaman
V515,509,98.52,0.14,Indonesia,515,Western Sumatra,Andaman
V516,510,98.52,0.06,Indonesia,66,Western Sumatra,Andaman
V517,511,98.92,0.86,Indonesia,92,Western Sumatra,Andaman
V518,512,98.92,0.7,Indonesia,0,Western Sumatra,Andaman
V519,513,99,0.7,Indonesia,127,Western Sumatra,Andaman
V520,514,98.92,0.22,Indonesia,95,Western Sumatra,Andaman
V521,515,98.84,0.22,Indonesia,95,Western Sumatra,Andaman
V522,516,98.68,0.3,Indonesia,84,Western Sumatra,Andaman
V523,517,98.6,0.38,Indonesia,0,Western Sumatra,Andaman
V524,518,98.52,0.22,Indonesia,71,Western Sumatra,Andaman
V525,519,98.6,-0.26,Indonesia,51,Western Sumatra,Andaman
V526,520,98.68,-0.18,Indonesia,55,Western Sumatra,Andaman
V527,521,98.76,-0.18,Indonesia,60,Western Sumatra,Andaman
V528,522,99.32,-0.34,Indonesia,0,Western Sumatra,Andaman
V529,523,99.08,-0.34,Indonesia,0,Western Sumatra,Andaman
V530,524,99.24,-0.34,Indonesia,96,Western Sumatra,Andaman
V531,525,99.16,-0.34,Indonesia,84,Western Sumatra,Andaman
V532,526,98.92,-0.02,Indonesia,74,Western Sumatra,Andaman
V533,527,99.48,-0.02,Indonesia,0,Western Sumatra,Andaman
V534,528,98.76,-0.02,Indonesia,68,Western Sumatra,Andaman
V535,529,99.48,0.06,Indonesia,155,Western Sumatra,Andaman
V536,530,98.84,-0.02,Indonesia,74,Western Sumatra,Andaman
V537,531,98.6,-0.1,Indonesia,55,Western Sumatra,Andaman
V538,532,98.6,-0.18,Indonesia,51,Western Sumatra,Andaman
V539,533,98.76,-0.1,Indonesia,0,Western Sumatra,Andaman
V540,534,99.32,-0.02,Indonesia,117,Western Sumatra,Andaman
V541,535,99,-0.02,Indonesia,82,Western Sumatra,Andaman
V542,536,98.76,-0.66,Indonesia,42,Western Sumatra,Andaman
V543,537,98.68,-0.5,Indonesia,44,Western Sumatra,Andaman
V544,538,99,-1.06,Indonesia,40,Western Sumatra,Andaman
V545,539,98.92,-0.9,Indonesia,31,Western Sumatra,Andaman
V546,540,99,-0.98,Indonesia,43,Western Sumatra,Andaman
V547,541,99.64,-0.5,Indonesia,151,Western Sumatra,Andaman
V548,542,99.56,-0.5,Indonesia,151,Western Sumatra,Andaman
V549,543,99.4,-0.42,Indonesia,120,Western Sumatra,Andaman
V550,544,99.64,-0.42,Indonesia,0,Western Sumatra,Andaman
V551,545,99.48,-0.42,Indonesia,140,Western Sumatra,Andaman
V552,546,98.6,-0.58,Indonesia,38,Western Sumatra,Andaman
V553,547,98.68,-0.66,Indonesia,38,Western Sumatra,Andaman
V554,548,98.6,-0.5,Indonesia,40,Western Sumatra,Andaman
V555,549,98.68,-0.58,Indonesia,41,Western Sumatra,Andaman
V556,550,98.36,-0.58,Indonesia,44,Western Sumatra,Andaman
V557,551,99.72,-0.58,Indonesia,163,Western Sumatra,Andaman
V558,552,99,-1.78,Indonesia,0,Western Sumatra,Andaman
V559,553,98.52,-1.14,Indonesia,26,Western Sumatra,Andaman
V560,554,98.44,-1.14,Indonesia,24,Western Sumatra,Andaman
V561,555,98.52,-1.22,Indonesia,24,Western Sumatra,Andaman
V562,556,98.44,-1.22,Indonesia,22,Western Sumatra,Andaman
V563,557,99.32,-1.62,Indonesia,36,Western Sumatra,Andaman
V564,558,79.88,11.9,India,6249,Eastern India,Bay of Bengal
V565,559,79.88,11.82,India,2061,Eastern India,Bay of Bengal
V566,560,81.72,16.22,India,0,Eastern India,Bay of Bengal
V567,561,94.36,16.94,Myanmar,53,Northern Bay of Bengal,Bay of Bengal
V568,562,94.36,17.02,Myanmar,0,Northern Bay of Bengal,Bay of Bengal
V569,563,94.2,16.54,Myanmar,45,Northern Bay of Bengal,Bay of Bengal
V570,564,94.28,16.86,Myanmar,45,Northern Bay of Bengal,Bay of Bengal
V571,565,94.2,16.46,Myanmar,58,Northern Bay of Bengal,Bay of Bengal
V572,566,94.28,15.82,Myanmar,30,Northern Bay of Bengal,Bay of Bengal
V573,567,94.2,15.66,Myanmar,25,Northern Bay of Bengal,Bay of Bengal
V574,568,94.2,15.74,Myanmar,27,Northern Bay of Bengal,Bay of Bengal
V575,569,93.4,19.74,Myanmar,113,Northern Bay of Bengal,Bay of Bengal
V576,570,92.92,19.98,Myanmar,160,Northern Bay of Bengal,Bay of Bengal
V577,571,93,19.82,Myanmar,117,Northern Bay of Bengal,Bay of Bengal
V578,572,94.04,18.7,Myanmar,98,Northern Bay of Bengal,Bay of Bengal
V579,573,93.72,18.62,Myanmar,88,Northern Bay of Bengal,Bay of Bengal
V580,574,93.8,18.62,Myanmar,74,Northern Bay of Bengal,Bay of Bengal
V581,575,93.96,18.7,Myanmar,94,Northern Bay of Bengal,Bay of Bengal
V582,576,92.36,20.54,Bangladesh,421,Northern Bay of Bengal,Bay of Bengal
V583,577,92.28,20.62,Bangladesh,399,Northern Bay of Bengal,Bay of Bengal
V584,578,93.24,19.34,Myanmar,0,Northern Bay of Bengal,Bay of Bengal
V585,579,93.24,19.42,Myanmar,92,Northern Bay of Bengal,Bay of Bengal
V586,580,93.4,19.42,Myanmar,133,Northern Bay of Bengal,Bay of Bengal
V587,581,94.12,18.7,Myanmar,103,Northern Bay of Bengal,Bay of Bengal
V588,582,93.8,18.7,Myanmar,99,Northern Bay of Bengal,Bay of Bengal
V589,583,94.04,18.62,Myanmar,89,Northern Bay of Bengal,Bay of Bengal
V590,584,93.64,18.7,,0,Northern Bay of Bengal,Bay of Bengal
V591,585,93.56,18.78,,0,Northern Bay of Bengal,Bay of Bengal
V592,586,92.52,20.22,Myanmar,229,Northern Bay of Bengal,Bay of Bengal
V593,587,94.28,18.22,Myanmar,84,Northern Bay of Bengal,Bay of Bengal
V594,588,93.16,19.74,Myanmar,115,Northern Bay of Bengal,Bay of Bengal
V595,589,92.6,20.14,Myanmar,0,Northern Bay of Bengal,Bay of Bengal
V596,590,92.52,20.14,Myanmar,203,Northern Bay of Bengal,Bay of Bengal
V597,591,94.44,17.74,Myanmar,97,Northern Bay of Bengal,Bay of Bengal
V598,592,93.56,18.7,Myanmar,84,Northern Bay of Bengal,Bay of Bengal
V599,593,93.48,18.78,Myanmar,0,Northern Bay of Bengal,Bay of Bengal
V600,594,93.88,18.46,Myanmar,67,Northern Bay of Bengal,Bay of Bengal
V601,595,93.88,18.62,Myanmar,82,Northern Bay of Bengal,Bay of Bengal
V602,596,93.64,18.62,Myanmar,80,Northern Bay of Bengal,Bay of Bengal
V603,597,93.8,18.54,Myanmar,0,Northern Bay of Bengal,Bay of Bengal
V604,598,94.12,18.62,Myanmar,92,Northern Bay of Bengal,Bay of Bengal
V605,599,93.96,18.46,Myanmar,0,Northern Bay of Bengal,Bay of Bengal
V606,600,94.04,18.06,Myanmar,64,Northern Bay of Bengal,Bay of Bengal
V607,601,94.12,18.06,Myanmar,0,Northern Bay of Bengal,Bay of Bengal
V608,602,94.44,17.26,Myanmar,0,Northern Bay of Bengal,Bay of Bengal
V609,603,72.36,-6.34,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V610,604,72.28,-6.5,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V611,605,72.36,-6.58,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V612,606,72.2,-6.74,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V613,607,72.28,-6.74,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V614,608,72.36,-6.5,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V615,609,70.92,-7.38,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V616,610,71.48,-6.98,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V617,611,71,-7.38,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V618,612,71.48,-7.38,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V619,613,71.4,-7.38,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V620,614,71.48,-7.14,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V621,615,71.32,-7.3,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V622,616,70.84,-7.7,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V623,617,70.76,-7.7,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V624,618,70.84,-7.62,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V625,619,70.76,-7.62,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V626,620,72.52,-7.3,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V627,621,72.36,-4.9,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V628,622,72.28,-4.82,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V629,623,72.44,-4.9,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V630,624,72.28,-4.9,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V631,625,72.36,-4.74,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V632,626,72.44,-4.74,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V633,627,72.44,-4.82,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V634,628,72.36,-4.82,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V635,629,72.28,-5.06,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V636,630,72.2,-4.98,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V637,631,72.36,-5.06,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V638,632,72.2,-5.06,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V639,633,72.6,-4.82,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V640,634,72.6,-4.9,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V641,635,72.36,-4.98,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V642,636,72.28,-4.98,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V643,637,72.2,-5.38,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V644,638,72.2,-5.3,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V645,639,72.28,-5.3,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V646,640,71.88,-5.38,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V647,641,72.44,-5.7,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V648,642,72.28,-5.54,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V649,643,72.52,-5.7,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V650,644,71.72,-5.46,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V651,645,72.2,-5.54,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V652,646,71.88,-5.46,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V653,647,72.52,-5.14,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V654,648,71.8,-5.22,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V655,649,71.72,-5.22,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V656,650,71.96,-5.22,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V657,651,72.44,-5.22,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V658,652,72.44,-4.98,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V659,653,72.44,-5.14,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V660,654,72.52,-5.22,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V661,655,71.64,-5.3,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V662,656,72.44,-5.3,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V663,657,71.64,-5.22,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V664,658,71.88,-5.22,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V665,659,71.72,-5.86,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V666,660,71.88,-5.86,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V667,661,72.28,-5.86,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V668,662,71.8,-5.86,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V669,663,72.36,-5.86,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V670,664,71.96,-5.78,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V671,665,71.64,-5.86,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V672,666,71.56,-5.86,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V673,667,71.8,-5.94,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V674,668,72.04,-5.94,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V675,669,72.36,-5.94,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V676,670,72.28,-5.94,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V677,671,71.64,-5.94,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V678,672,72.68,-5.86,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V679,673,71.72,-5.94,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V680,674,71.88,-5.94,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V681,675,72.52,-5.78,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V682,676,72.44,-5.78,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V683,677,72.6,-5.78,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V684,678,72.28,-5.78,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V685,679,72.12,-5.7,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V686,680,72.28,-5.7,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V687,681,72.04,-5.7,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V688,682,72.2,-5.7,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V689,683,72.04,-5.86,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V690,684,72.2,-5.78,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V691,685,71.96,-5.86,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
V692,686,72.6,-5.86,Chagos Archipelago,0,Chagos,Central Indian Ocean Islands
