ID,ID2,Lon,Lat,TERRITORY1,Grav_tot,ECOREGION,PROVINCE 
V5771,5830,125.96,-13.54,Australia,0,Bonaparte Coast,Sahul Shelf
V5772,5831,125.96,-13.94,Australia,0,Bonaparte Coast,Sahul Shelf
V5773,5832,126.04,-13.86,Australia,0,Bonaparte Coast,Sahul Shelf
V5774,5833,127.48,-13.94,Australia,0,Bonaparte Coast,Sahul Shelf
V5775,5834,126.28,-13.78,Australia,0,Bonaparte Coast,Sahul Shelf
V5776,5835,125.72,-13.94,Australia,0,Bonaparte Coast,Sahul Shelf
V5777,5836,125.88,-14.02,Australia,0,Bonaparte Coast,Sahul Shelf
V5778,5837,125.72,-13.86,Australia,0,Bonaparte Coast,Sahul Shelf
V5779,5838,125.8,-13.94,Australia,0,Bonaparte Coast,Sahul Shelf
V5780,5839,125.16,-14.34,Australia,0,Bonaparte Coast,Sahul Shelf
V5781,5840,124.68,-14.82,Australia,0,Bonaparte Coast,Sahul Shelf
V5782,5841,123.24,-15.62,Australia,0,Bonaparte Coast,Sahul Shelf
V5783,5842,123.16,-15.62,Australia,0,Bonaparte Coast,Sahul Shelf
V5784,5843,123.08,-15.54,Australia,0,Bonaparte Coast,Sahul Shelf
V5785,5844,123.56,-15.38,Australia,0,Bonaparte Coast,Sahul Shelf
V5786,5845,123.48,-15.38,Australia,0,Bonaparte Coast,Sahul Shelf
V5787,5846,123.48,-15.3,Australia,0,Bonaparte Coast,Sahul Shelf
V5788,5847,124.84,-14.42,Australia,0,Bonaparte Coast,Sahul Shelf
V5789,5848,125,-14.34,Australia,0,Bonaparte Coast,Sahul Shelf
V5790,5849,124.76,-14.82,Australia,0,Bonaparte Coast,Sahul Shelf
V5791,5850,124.84,-14.5,Australia,0,Bonaparte Coast,Sahul Shelf
V5792,5851,124.92,-14.5,Australia,0,Bonaparte Coast,Sahul Shelf
V5793,5852,125,-14.58,Australia,0,Bonaparte Coast,Sahul Shelf
V5794,5853,124.28,-16.02,Australia,0,Bonaparte Coast,Sahul Shelf
V5795,5854,124.04,-15.78,Australia,0,Bonaparte Coast,Sahul Shelf
V5796,5855,124.12,-15.94,Australia,0,Bonaparte Coast,Sahul Shelf
V5797,5856,124.04,-15.94,Australia,0,Bonaparte Coast,Sahul Shelf
V5798,5857,123.32,-15.62,Australia,0,Bonaparte Coast,Sahul Shelf
V5799,5858,124.12,-15.78,Australia,0,Bonaparte Coast,Sahul Shelf
V5800,5859,124.2,-15.86,Australia,0,Bonaparte Coast,Sahul Shelf
V5801,5860,124.2,-15.94,,0,Bonaparte Coast,Sahul Shelf
V5802,5861,124.04,-15.86,Australia,0,Bonaparte Coast,Sahul Shelf
V5803,5862,123.24,-15.46,Australia,0,Bonaparte Coast,Sahul Shelf
V5804,5863,123.16,-15.38,Australia,0,Bonaparte Coast,Sahul Shelf
V5805,5864,123.32,-15.38,Australia,0,Bonaparte Coast,Sahul Shelf
V5806,5865,123.24,-15.38,Australia,0,Bonaparte Coast,Sahul Shelf
V5807,5866,123.08,-15.46,Australia,0,Bonaparte Coast,Sahul Shelf
V5808,5867,123.24,-15.54,Australia,0,Bonaparte Coast,Sahul Shelf
V5809,5868,123.08,-15.38,Australia,0,Bonaparte Coast,Sahul Shelf
V5810,5869,123.16,-15.46,Australia,0,Bonaparte Coast,Sahul Shelf
V5811,5870,123.64,-15.46,Australia,0,Bonaparte Coast,Sahul Shelf
V5812,5871,123.56,-15.46,Australia,0,Bonaparte Coast,Sahul Shelf
V5813,5872,123.64,-15.54,Australia,0,Bonaparte Coast,Sahul Shelf
V5814,5873,123.56,-15.54,Australia,0,Bonaparte Coast,Sahul Shelf
V5815,5874,124.12,-16.02,Australia,0,Bonaparte Coast,Sahul Shelf
V5816,5875,124.2,-16.02,Australia,0,Bonaparte Coast,Sahul Shelf
V5817,5876,123,-15.94,Australia,0,Bonaparte Coast,Sahul Shelf
V5818,5877,123.64,-15.94,Australia,0,Bonaparte Coast,Sahul Shelf
V5819,5878,123.08,-15.94,Australia,0,Bonaparte Coast,Sahul Shelf
V5820,5879,123.32,-16.18,Australia,0,Bonaparte Coast,Sahul Shelf
V5821,5880,130.44,-11.14,Australia,1,Bonaparte Coast,Sahul Shelf
V5822,5881,131.48,-11.3,Australia,1,Bonaparte Coast,Sahul Shelf
V5823,5882,131.4,-11.22,Australia,0,Bonaparte Coast,Sahul Shelf
V5824,5883,131.56,-11.38,Australia,1,Bonaparte Coast,Sahul Shelf
V5825,5884,130.92,-11.94,Australia,3,Bonaparte Coast,Sahul Shelf
V5826,5885,131,-12.02,Australia,4,Bonaparte Coast,Sahul Shelf
V5827,5886,130.76,-11.86,Australia,3,Bonaparte Coast,Sahul Shelf
V5828,5887,130.12,-12.9,Australia,1,Bonaparte Coast,Sahul Shelf
V5829,5888,130.6,-12.34,Australia,12,Bonaparte Coast,Sahul Shelf
V5830,5889,130.52,-12.42,Australia,7,Bonaparte Coast,Sahul Shelf
V5831,5890,130.28,-12.66,Australia,2,Bonaparte Coast,Sahul Shelf
V5832,5891,130.28,-12.58,Australia,3,Bonaparte Coast,Sahul Shelf
V5833,5892,142.44,-9.3,Papua New Guinea,0,Gulf of Papua,Sahul Shelf
V5834,5893,143.08,-9.3,Papua New Guinea,3,Gulf of Papua,Sahul Shelf
V5835,5894,143,-9.3,Papua New Guinea,0,Gulf of Papua,Sahul Shelf
V5836,5895,143.16,-9.3,Papua New Guinea,3,Gulf of Papua,Sahul Shelf
V5837,5896,143.24,-9.38,Papua New Guinea,0,Gulf of Papua,Sahul Shelf
V5838,5897,143.16,-9.54,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5839,5898,143.08,-9.54,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5840,5899,143.16,-9.46,Papua New Guinea,3,Gulf of Papua,Sahul Shelf
V5841,5900,143.08,-9.46,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5842,5901,143.32,-9.38,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5843,5902,143.32,-9.54,Papua New Guinea,0,Gulf of Papua,Sahul Shelf
V5844,5903,143.24,-9.54,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5845,5904,143.32,-9.46,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5846,5905,143.24,-9.46,Papua New Guinea,0,Gulf of Papua,Sahul Shelf
V5847,5906,143.08,-9.38,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5848,5907,143.16,-9.38,Papua New Guinea,3,Gulf of Papua,Sahul Shelf
V5849,5908,143.24,-9.3,Papua New Guinea,3,Gulf of Papua,Sahul Shelf
V5850,5911,144.68,-10.18,Australia,0,Gulf of Papua,Sahul Shelf
V5851,5912,145.48,-10.02,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5852,5913,144.76,-9.94,Australia,0,Gulf of Papua,Sahul Shelf
V5853,5914,144.68,-10.02,Australia,1,Gulf of Papua,Sahul Shelf
V5854,5915,144.6,-10.1,Australia,1,Gulf of Papua,Sahul Shelf
V5855,5916,146.36,-8.82,Papua New Guinea,15,Gulf of Papua,Sahul Shelf
V5856,5917,144.84,-9.46,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5857,5918,144.92,-9.46,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5858,5919,144.84,-9.7,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5859,5920,144.76,-9.62,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5860,5921,144.84,-9.78,Papua New Guinea,0,Gulf of Papua,Sahul Shelf
V5861,5922,144.76,-9.7,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5862,5923,144.76,-9.54,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5863,5924,144.76,-9.46,Papua New Guinea,0,Gulf of Papua,Sahul Shelf
V5864,5925,144.84,-9.62,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5865,5926,144.84,-9.54,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5866,5927,146.28,-8.5,Papua New Guinea,31,Gulf of Papua,Sahul Shelf
V5867,5928,143.48,-8.98,Papua New Guinea,3,Gulf of Papua,Sahul Shelf
V5868,5929,146.28,-8.58,Papua New Guinea,0,Gulf of Papua,Sahul Shelf
V5869,5930,143.48,-9.14,Papua New Guinea,4,Gulf of Papua,Sahul Shelf
V5870,5931,144.28,-9.38,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5871,5932,144.2,-9.38,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5872,5933,143.88,-9.38,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5873,5934,144.28,-9.46,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5874,5935,144.2,-9.46,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5875,5936,143.88,-9.14,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5876,5937,144.12,-9.3,Papua New Guinea,2,Gulf of Papua,Sahul Shelf
V5877,5938,144.12,-9.38,Papua New Guinea,0,Gulf of Papua,Sahul Shelf
V5878,5939,52.52,27.58,Iran,0,Arabian (Persian) Gulf,Somali/Arabian
V5879,5940,52.44,27.58,Iran,0,Arabian (Persian) Gulf,Somali/Arabian
V5880,5941,52.28,27.66,Iran,109,Arabian (Persian) Gulf,Somali/Arabian
V5881,5942,52.2,27.66,Iran,0,Arabian (Persian) Gulf,Somali/Arabian
V5882,5943,52.12,27.74,Iran,0,Arabian (Persian) Gulf,Somali/Arabian
V5883,5944,52.6,27.34,Iran,69,Arabian (Persian) Gulf,Somali/Arabian
V5884,5945,53,27.1,Iran,94,Arabian (Persian) Gulf,Somali/Arabian
V5885,5946,52.92,27.1,Iran,61,Arabian (Persian) Gulf,Somali/Arabian
V5886,5947,52.52,27.5,Iran,300,Arabian (Persian) Gulf,Somali/Arabian
V5887,5948,50.28,29.18,Iran,0,Arabian (Persian) Gulf,Somali/Arabian
V5888,5949,50.36,29.18,Iran,0,Arabian (Persian) Gulf,Somali/Arabian
V5889,5950,50.28,29.26,Iran,6435,Arabian (Persian) Gulf,Somali/Arabian
V5890,5951,54.52,25.9,,0,Arabian (Persian) Gulf,Somali/Arabian
V5891,5952,50.84,28.86,Iran,1308,Arabian (Persian) Gulf,Somali/Arabian
V5892,5953,50.92,28.78,Iran,234,Arabian (Persian) Gulf,Somali/Arabian
V5893,5954,54.44,26.14,Iran,46,Arabian (Persian) Gulf,Somali/Arabian
V5894,5955,55.24,26.54,Iran,72,Arabian (Persian) Gulf,Somali/Arabian
V5895,5956,52.84,24.94,,31,Arabian (Persian) Gulf,Somali/Arabian
V5896,5957,52.52,24.78,United Arab Emirates,38,Arabian (Persian) Gulf,Somali/Arabian
V5897,5958,53,24.62,United Arab Emirates,36,Arabian (Persian) Gulf,Somali/Arabian
V5898,5959,52.36,24.94,United Arab Emirates,43,Arabian (Persian) Gulf,Somali/Arabian
V5899,5960,52.2,25.02,Qatar,58,Arabian (Persian) Gulf,Somali/Arabian
V5900,5961,55.32,26.3,United Arab Emirates,62,Arabian (Persian) Gulf,Somali/Arabian
V5901,5962,52.28,24.54,United Arab Emirates,50,Arabian (Persian) Gulf,Somali/Arabian
V5902,5963,56.2,26.3,Oman,114,Arabian (Persian) Gulf,Somali/Arabian
V5903,5964,56.04,26.06,Oman,270,Arabian (Persian) Gulf,Somali/Arabian
V5904,5965,55.48,25.58,United Arab Emirates,618,Arabian (Persian) Gulf,Somali/Arabian
V5905,5966,55.56,25.66,United Arab Emirates,391,Arabian (Persian) Gulf,Somali/Arabian
V5906,5967,55.96,25.9,United Arab Emirates,0,Arabian (Persian) Gulf,Somali/Arabian
V5907,5968,55.32,25.34,United Arab Emirates,1398,Arabian (Persian) Gulf,Somali/Arabian
V5908,5969,50.44,26.54,Bahrain,0,Arabian (Persian) Gulf,Somali/Arabian
V5909,5970,51,26.3,Qatar,185,Arabian (Persian) Gulf,Somali/Arabian
V5910,5971,50.92,26.3,Bahrain,226,Arabian (Persian) Gulf,Somali/Arabian
V5911,5972,50.6,26.54,Bahrain,210,Arabian (Persian) Gulf,Somali/Arabian
V5912,5973,50.52,26.54,Bahrain,246,Arabian (Persian) Gulf,Somali/Arabian
V5913,5974,50.92,26.14,Qatar,0,Arabian (Persian) Gulf,Somali/Arabian
V5914,5975,50.84,25.98,Bahrain,0,Arabian (Persian) Gulf,Somali/Arabian
V5915,5976,50.84,26.06,Bahrain,304,Arabian (Persian) Gulf,Somali/Arabian
V5916,5977,50.76,26.3,Bahrain,575,Arabian (Persian) Gulf,Somali/Arabian
V5917,5978,51,26.22,Qatar,0,Arabian (Persian) Gulf,Somali/Arabian
V5918,5979,50.92,26.22,Qatar,241,Arabian (Persian) Gulf,Somali/Arabian
V5919,5980,50.84,25.9,Qatar,0,Arabian (Persian) Gulf,Somali/Arabian
V5920,5981,48.76,28.78,Kuwait,104,Arabian (Persian) Gulf,Somali/Arabian
V5921,5982,48.68,28.7,Kuwait,138,Arabian (Persian) Gulf,Somali/Arabian
V5922,5983,48.6,28.7,Kuwait,167,Arabian (Persian) Gulf,Somali/Arabian
V5923,5984,48.92,28.06,Saudi Arabia,131,Arabian (Persian) Gulf,Somali/Arabian
V5924,5985,50.2,27.74,Saudi Arabia,0,Arabian (Persian) Gulf,Somali/Arabian
V5925,5986,49.8,27.66,Saudi Arabia,90,Arabian (Persian) Gulf,Somali/Arabian
V5926,5987,50.76,27.1,Saudi Arabia,72,Arabian (Persian) Gulf,Somali/Arabian
V5927,5988,50.68,27.1,Saudi Arabia,76,Arabian (Persian) Gulf,Somali/Arabian
V5928,5989,50.76,27.02,Saudi Arabia,81,Arabian (Persian) Gulf,Somali/Arabian
V5929,5990,50.68,27.02,Saudi Arabia,86,Arabian (Persian) Gulf,Somali/Arabian
V5930,5991,51,26.94,Bahrain,68,Arabian (Persian) Gulf,Somali/Arabian
V5931,5992,50.92,26.94,Bahrain,73,Arabian (Persian) Gulf,Somali/Arabian
V5932,5993,50.76,26.94,Bahrain,89,Arabian (Persian) Gulf,Somali/Arabian
V5933,5994,50.68,26.94,Saudi Arabia,99,Arabian (Persian) Gulf,Somali/Arabian
V5934,5995,51,26.86,Bahrain,0,Arabian (Persian) Gulf,Somali/Arabian
V5935,5996,50.92,26.86,Bahrain,0,Arabian (Persian) Gulf,Somali/Arabian
V5936,5997,51.32,26.46,Qatar,93,Arabian (Persian) Gulf,Somali/Arabian
V5937,5998,51.16,26.7,Qatar,82,Arabian (Persian) Gulf,Somali/Arabian
V5938,5999,51.08,26.7,Qatar,82,Arabian (Persian) Gulf,Somali/Arabian
V5939,6000,51.32,26.54,Qatar,83,Arabian (Persian) Gulf,Somali/Arabian
V5940,6001,51.24,26.54,Qatar,0,Arabian (Persian) Gulf,Somali/Arabian
V5941,6002,51.24,26.7,Qatar,77,Arabian (Persian) Gulf,Somali/Arabian
V5942,6003,51.16,26.62,Qatar,94,Arabian (Persian) Gulf,Somali/Arabian
V5943,6004,51.32,26.7,Qatar,67,Arabian (Persian) Gulf,Somali/Arabian
V5944,6005,50.84,26.62,Bahrain,116,Arabian (Persian) Gulf,Somali/Arabian
V5945,6006,50.76,26.62,Bahrain,128,Arabian (Persian) Gulf,Somali/Arabian
V5946,6007,51.24,26.46,Qatar,0,Arabian (Persian) Gulf,Somali/Arabian
V5947,6008,50.92,26.62,Bahrain,0,Arabian (Persian) Gulf,Somali/Arabian
V5948,6009,51.32,26.62,Qatar,75,Arabian (Persian) Gulf,Somali/Arabian
V5949,6010,51.24,26.62,Qatar,85,Arabian (Persian) Gulf,Somali/Arabian
V5950,6011,50.84,26.54,Bahrain,143,Arabian (Persian) Gulf,Somali/Arabian
V5951,6012,50.76,26.54,Bahrain,157,Arabian (Persian) Gulf,Somali/Arabian
V5952,6013,51.96,25.18,Qatar,129,Arabian (Persian) Gulf,Somali/Arabian
V5953,6014,54.2,25.26,United Arab Emirates,56,Arabian (Persian) Gulf,Somali/Arabian
V5954,6015,52.04,25.18,Qatar,96,Arabian (Persian) Gulf,Somali/Arabian
V5955,6016,55.08,25.9,United Arab Emirates,73,Arabian (Persian) Gulf,Somali/Arabian
V5956,6017,55,25.9,United Arab Emirates,73,Arabian (Persian) Gulf,Somali/Arabian
V5957,6018,55,25.82,United Arab Emirates,89,Arabian (Persian) Gulf,Somali/Arabian
V5958,6019,54.2,25.18,United Arab Emirates,56,Arabian (Persian) Gulf,Somali/Arabian
V5959,6020,52.92,25.18,United Arab Emirates,0,Arabian (Persian) Gulf,Somali/Arabian
V5960,6021,51.88,25.18,Qatar,129,Arabian (Persian) Gulf,Somali/Arabian
V5961,6022,52.04,25.1,Qatar,94,Arabian (Persian) Gulf,Somali/Arabian
V5962,6023,52.84,25.18,United Arab Emirates,0,Arabian (Persian) Gulf,Somali/Arabian
V5963,6024,52.12,25.18,Qatar,75,Arabian (Persian) Gulf,Somali/Arabian
V5964,6025,51.88,24.46,United Arab Emirates,50,Arabian (Persian) Gulf,Somali/Arabian
V5965,6026,52.28,24.38,United Arab Emirates,46,Arabian (Persian) Gulf,Somali/Arabian
V5966,6027,52.68,24.46,United Arab Emirates,0,Arabian (Persian) Gulf,Somali/Arabian
V5967,6028,51.96,24.46,United Arab Emirates,50,Arabian (Persian) Gulf,Somali/Arabian
V5968,6029,51.88,24.38,United Arab Emirates,50,Arabian (Persian) Gulf,Somali/Arabian
V5969,6030,52.04,24.38,United Arab Emirates,48,Arabian (Persian) Gulf,Somali/Arabian
V5970,6031,52.04,24.46,United Arab Emirates,48,Arabian (Persian) Gulf,Somali/Arabian
V5971,6032,52.04,24.7,United Arab Emirates,60,Arabian (Persian) Gulf,Somali/Arabian
V5972,6033,51.96,24.7,United Arab Emirates,71,Arabian (Persian) Gulf,Somali/Arabian
V5973,6034,52.12,24.7,United Arab Emirates,52,Arabian (Persian) Gulf,Somali/Arabian
V5974,6035,51.8,24.46,United Arab Emirates,55,Arabian (Persian) Gulf,Somali/Arabian
V5975,6036,51.8,24.54,United Arab Emirates,64,Arabian (Persian) Gulf,Somali/Arabian
V5976,6037,53.8,24.38,United Arab Emirates,0,Arabian (Persian) Gulf,Somali/Arabian
V5977,6038,52.04,24.3,United Arab Emirates,45,Arabian (Persian) Gulf,Somali/Arabian
V5978,6039,52.12,24.3,United Arab Emirates,45,Arabian (Persian) Gulf,Somali/Arabian
V5979,6040,51.96,24.38,United Arab Emirates,50,Arabian (Persian) Gulf,Somali/Arabian
V5980,6041,45.88,2.3,Federal Republic of Somalia,343,Central Somali Coast,Somali/Arabian
V5981,6042,46.04,2.38,Federal Republic of Somalia,210,Central Somali Coast,Somali/Arabian
V5982,6043,58.76,23.5,,0,Gulf of Oman,Somali/Arabian
V5983,6044,57.96,23.9,Oman,119,Gulf of Oman,Somali/Arabian
V5984,6045,58.6,23.66,Oman,1206,Gulf of Oman,Somali/Arabian
V5985,6046,58.68,23.58,Oman,0,Gulf of Oman,Somali/Arabian
V5986,6047,57.8,23.82,Oman,225,Gulf of Oman,Somali/Arabian
V5987,6048,59.4,22.7,Oman,0,Gulf of Oman,Somali/Arabian
V5988,6049,59.48,22.62,Oman,110,Gulf of Oman,Somali/Arabian
V5989,6050,59.56,22.62,Oman,0,Gulf of Oman,Somali/Arabian
V5990,6051,58.6,20.22,Oman,8,Western Arabian Sea,Somali/Arabian
V5991,6052,58.6,20.14,Oman,7,Western Arabian Sea,Somali/Arabian
V5992,6053,58.68,20.14,Oman,7,Western Arabian Sea,Somali/Arabian
V5993,6054,58.92,20.7,Oman,529,Western Arabian Sea,Somali/Arabian
V5994,6055,59,20.54,Oman,12,Western Arabian Sea,Somali/Arabian
V5995,6056,58.76,20.22,Oman,7,Western Arabian Sea,Somali/Arabian
V5996,6057,58.84,20.3,Oman,0,Western Arabian Sea,Somali/Arabian
V5997,6058,57.72,18.94,Oman,13,Western Arabian Sea,Somali/Arabian
V5998,6059,57.8,18.94,Oman,2,Western Arabian Sea,Somali/Arabian
V5999,6060,57.88,19.02,Oman,0,Western Arabian Sea,Somali/Arabian
V6000,6061,54.76,16.94,Oman,18,Western Arabian Sea,Somali/Arabian
V6001,6062,54.68,16.94,Oman,23,Western Arabian Sea,Somali/Arabian
V6002,6063,55.56,17.5,Oman,0,Western Arabian Sea,Somali/Arabian
V6003,6064,57.96,20.22,Oman,9,Western Arabian Sea,Somali/Arabian
V6004,6065,58.12,20.38,Oman,16,Western Arabian Sea,Somali/Arabian
V6005,6066,57.88,19.34,Oman,2,Western Arabian Sea,Somali/Arabian
V6006,6067,57.88,19.42,Oman,3,Western Arabian Sea,Somali/Arabian
V6007,6068,56.68,18.54,Oman,3,Western Arabian Sea,Somali/Arabian
V6008,6069,55.8,17.5,Oman,0,Western Arabian Sea,Somali/Arabian
V6009,6070,55.96,17.5,Oman,0,Western Arabian Sea,Somali/Arabian
V6010,6071,105.96,19.42,Vietnam,699,Gulf of Tonkin,South China Sea
V6011,6072,108.52,15.98,Vietnam,259,Gulf of Tonkin,South China Sea
V6012,6073,108.36,16.14,Vietnam,650,Gulf of Tonkin,South China Sea
V6013,6074,109.08,15.34,Vietnam,0,Gulf of Tonkin,South China Sea
V6014,6075,109.16,15.34,Vietnam,177,Gulf of Tonkin,South China Sea
V6015,6076,109.08,15.42,Vietnam,220,Gulf of Tonkin,South China Sea
V6016,6077,107.16,17.1,Vietnam,0,Gulf of Tonkin,South China Sea
V6017,6078,108.92,19.58,China,0,Gulf of Tonkin,South China Sea
V6018,6079,108.84,19.5,China,257,Gulf of Tonkin,South China Sea
V6019,6080,109.56,18.14,China,337,Gulf of Tonkin,South China Sea
V6020,6081,111,19.98,China,0,Gulf of Tonkin,South China Sea
V6021,6082,117.32,11.74,Philippines,0,South China Sea Oceanic Islands,South China Sea
V6022,6083,111.96,8.06,China,1,South China Sea Oceanic Islands,South China Sea
V6023,6084,111.96,8.14,China,0,South China Sea Oceanic Islands,South China Sea
V6024,6085,112.04,8.06,China,1,South China Sea Oceanic Islands,South China Sea
V6025,6086,112.04,8.14,China,1,South China Sea Oceanic Islands,South China Sea
V6026,6087,116.92,10.86,Philippines,2,South China Sea Oceanic Islands,South China Sea
V6027,6088,116.84,10.86,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6028,6089,116.76,10.86,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6029,6090,115.8,10.62,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6030,6091,116.2,10.86,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6031,6092,115.8,10.7,Philippines,0,South China Sea Oceanic Islands,South China Sea
V6032,6093,115.88,10.62,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6033,6094,117.4,10.78,Philippines,3,South China Sea Oceanic Islands,South China Sea
V6034,6095,115.8,10.86,Philippines,0,South China Sea Oceanic Islands,South China Sea
V6035,6096,116.2,10.78,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6036,6097,117.4,10.86,Philippines,3,South China Sea Oceanic Islands,South China Sea
V6037,6098,116.44,10.3,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6038,6099,116.68,10.46,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6039,6100,116.52,10.38,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6040,6101,116.52,10.3,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6041,6102,116.68,10.38,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6042,6103,117.16,11.98,Philippines,12,South China Sea Oceanic Islands,South China Sea
V6043,6104,116.6,10.38,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6044,6105,114.52,10.38,Philippines,0,South China Sea Oceanic Islands,South China Sea
V6045,6106,116.76,10.38,Philippines,2,South China Sea Oceanic Islands,South China Sea
V6046,6107,114.6,10.38,Philippines,0,South China Sea Oceanic Islands,South China Sea
V6047,6108,116.52,10.46,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6048,6109,116.84,10.38,Philippines,2,South China Sea Oceanic Islands,South China Sea
V6049,6110,116.28,10.78,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6050,6111,113,9.66,China,1,South China Sea Oceanic Islands,South China Sea
V6051,6112,114.52,10.78,China,0,South China Sea Oceanic Islands,South China Sea
V6052,6113,114.44,10.78,China,0,South China Sea Oceanic Islands,South China Sea
V6053,6114,114.2,8.7,Philippines,2,South China Sea Oceanic Islands,South China Sea
V6054,6115,114.12,8.7,Malaysia,1,South China Sea Oceanic Islands,South China Sea
V6055,6116,114.2,8.78,Philippines,0,South China Sea Oceanic Islands,South China Sea
V6056,6117,114.12,8.78,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6057,6118,116.52,11.58,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6058,6119,116.36,11.74,Philippines,0,South China Sea Oceanic Islands,South China Sea
V6059,6120,116.6,11.66,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6060,6121,116.52,11.66,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6061,6122,116.28,11.66,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6062,6123,116.28,11.58,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6063,6124,116.28,11.74,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6064,6125,116.36,11.66,Philippines,0,South China Sea Oceanic Islands,South China Sea
V6065,6126,117.56,11.74,Philippines,15,South China Sea Oceanic Islands,South China Sea
V6066,6127,117.56,11.66,Philippines,0,South China Sea Oceanic Islands,South China Sea
V6067,6128,116.2,11.58,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6068,6129,117.32,11.66,Philippines,6,South China Sea Oceanic Islands,South China Sea
V6069,6130,117.4,11.74,Philippines,9,South China Sea Oceanic Islands,South China Sea
V6070,6131,116.6,11.74,Philippines,2,South China Sea Oceanic Islands,South China Sea
V6071,6132,116.68,11.74,Philippines,2,South China Sea Oceanic Islands,South China Sea
V6072,6133,116.68,11.66,Philippines,2,South China Sea Oceanic Islands,South China Sea
V6073,6134,114.2,7.82,Malaysia,3,South China Sea Oceanic Islands,South China Sea
V6074,6135,114.2,7.9,Malaysia,3,South China Sea Oceanic Islands,South China Sea
V6075,6136,114.36,10.38,China,0,South China Sea Oceanic Islands,South China Sea
V6076,6137,114.44,7.82,Malaysia,3,South China Sea Oceanic Islands,South China Sea
V6077,6138,116.76,11.82,Philippines,2,South China Sea Oceanic Islands,South China Sea
V6078,6139,116.76,11.9,Philippines,2,South China Sea Oceanic Islands,South China Sea
V6079,6140,117.8,11.82,Philippines,21,South China Sea Oceanic Islands,South China Sea
V6080,6141,117,11.98,Philippines,7,South China Sea Oceanic Islands,South China Sea
V6081,6142,117.08,11.98,Philippines,9,South China Sea Oceanic Islands,South China Sea
V6082,6143,116.84,11.9,Philippines,3,South China Sea Oceanic Islands,South China Sea
V6083,6144,116.92,11.98,Philippines,5,South China Sea Oceanic Islands,South China Sea
V6084,6145,114.6,11.42,China,0,South China Sea Oceanic Islands,South China Sea
V6085,6146,114.28,11.42,China,0,South China Sea Oceanic Islands,South China Sea
V6086,6147,116.04,11.42,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6087,6148,116.2,11.42,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6088,6149,116.44,11.42,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6089,6150,114.36,11.5,China,0,South China Sea Oceanic Islands,South China Sea
V6090,6151,114.36,11.34,China,0,South China Sea Oceanic Islands,South China Sea
V6091,6152,114.28,11.34,China,0,South China Sea Oceanic Islands,South China Sea
V6092,6153,116.2,11.26,Philippines,1,South China Sea Oceanic Islands,South China Sea
V6093,6154,116.2,11.34,Philippines,1,South China Sea Oceanic Islands,South China Sea
