"","ID","Lon","Lat","General","PROVINCE","Kulbicki","crypto5BROF","crypto5BRIF","pare5BRin","pare5BRout"
"310","V310",96.12,2.3,"Fished","Andaman","Central Indo_Pacific",3330,1584,27,54
"311","V311",97.4,2.22,"MPA","Andaman","Central Indo_Pacific",3457,4487,56,45
"312","V312",96.52,2.3,"Fished","Andaman","Central Indo_Pacific",3011,2876,64,64
"313","V313",97,2.3,"Fished","Andaman","Central Indo_Pacific",2935,718,67,50
"314","V314",97.64,2.38,"Fished","Andaman","Central Indo_Pacific",3106,1644,83,45
"315","V315",97.56,2.46,"Fished","Andaman","Central Indo_Pacific",2877,1559,63,65
"316","V316",96.52,2.46,"Fished","Andaman","Central Indo_Pacific",3016,3533,63,32
"317","V317",96.2,2.3,"Fished","Andaman","Central Indo_Pacific",3415,3120,69,49
"318","V318",97.16,2.38,"Fished","Andaman","Central Indo_Pacific",3473,4909,67,49
"319","V319",96.36,2.3,"Fished","Andaman","Central Indo_Pacific",3508,5333,91,40
"320","V320",96.2,2.38,"Fished","Andaman","Central Indo_Pacific",3289,162,3,56
"321","V321",97.4,2.38,"Fished","Andaman","Central Indo_Pacific",3356,448,4,50
"322","V322",97.48,2.38,"Fished","Andaman","Central Indo_Pacific",2556,1790,96,77
"323","V323",97.48,2.22,"MPA","Andaman","Central Indo_Pacific",3387,570,17,54
"324","V324",97.96,2.22,"Fished","Andaman","Central Indo_Pacific",3422,91,2,63
"325","V325",97.88,2.22,"Fished","Andaman","Central Indo_Pacific",2481,1720,88,102
"326","V326",96.68,2.22,"Fished","Andaman","Central Indo_Pacific",3286,944,28,56
"327","V327",98.04,2.06,"Fished","Andaman","Central Indo_Pacific",3288,9742,77,51
"328","V328",98.2,2.06,"Fished","Andaman","Central Indo_Pacific",3311,7537,93,46
"329","V329",96.6,2.06,"Fished","Andaman","Central Indo_Pacific",3354,246,4,45
"330","V330",97.96,2.06,"Fished","Andaman","Central Indo_Pacific",3547,160,3,52
"331","V331",97.32,2.06,"MPA","Andaman","Central Indo_Pacific",3217,3752,82,53
"332","V332",97.4,2.06,"MPA","Andaman","Central Indo_Pacific",3524,101,2,38
"333","V333",98.12,2.06,"Fished","Andaman","Central Indo_Pacific",3088,4240,95,72
"334","V334",98.28,1.98,"Fished","Andaman","Central Indo_Pacific",2867,5223,109,63
"335","V335",97.32,1.98,"Fished","Andaman","Central Indo_Pacific",3289,714,10,53
"336","V336",98.36,1.98,"Fished","Andaman","Central Indo_Pacific",3404,84,2,54
"337","V337",97.16,1.98,"Fished","Andaman","Central Indo_Pacific",3074,7664,107,65
"338","V338",97.08,1.98,"Fished","Andaman","Central Indo_Pacific",3489,6270,89,44
"339","V339",98.12,1.98,"Fished","Andaman","Central Indo_Pacific",2515,1587,80,72
"340","V340",98.04,2.14,"Fished","Andaman","Central Indo_Pacific",3025,3838,109,67
"341","V341",97.16,2.14,"MPA","Andaman","Central Indo_Pacific",3053,2946,100,76
"342","V342",97.4,2.14,"MPA","Andaman","Central Indo_Pacific",3477,33,1,64
"343","V343",96.6,2.22,"Fished","Andaman","Central Indo_Pacific",3218,6960,86,51
"344","V344",97.08,2.14,"MPA","Andaman","Central Indo_Pacific",3341,392,7,67
"345","V345",97.08,2.06,"MPA","Andaman","Central Indo_Pacific",3413,212,3,71
"346","V346",98.12,2.14,"Fished","Andaman","Central Indo_Pacific",2297,3355,95,55
"347","V347",97.24,2.14,"MPA","Andaman","Central Indo_Pacific",3092,4499,62,87
"348","V348",97.88,2.14,"Fished","Andaman","Central Indo_Pacific",3399,759,5,55
"349","V349",97.96,2.14,"Fished","Andaman","Central Indo_Pacific",3137,692,6,72
"350","V350",97.4,1.66,"Fished","Andaman","Central Indo_Pacific",2610,2772,83,70
"351","V351",98.04,1.74,"Fished","Andaman","Central Indo_Pacific",2447,2138,89,55
"352","V352",98.44,1.74,"Fished","Andaman","Central Indo_Pacific",2986,7330,66,95
"353","V353",98.52,1.58,"MPA","Andaman","Central Indo_Pacific",3035,3379,61,65
"354","V354",97.48,1.74,"Fished","Andaman","Central Indo_Pacific",3162,2244,31,72
"355","V355",97.4,1.74,"Fished","Andaman","Central Indo_Pacific",3383,1014,4,35
"356","V356",98.04,1.66,"Fished","Andaman","Central Indo_Pacific",3268,6558,91,45
"357","V357",97.96,1.9,"Fished","Andaman","Central Indo_Pacific",3208,2381,52,56
"358","V358",98.04,1.9,"Fished","Andaman","Central Indo_Pacific",3074,2674,93,59
"359","V359",98.52,1.82,"Fished","Andaman","Central Indo_Pacific",3305,1140,16,62
"360","V360",97.48,1.98,"Fished","Andaman","Central Indo_Pacific",3305,2285,53,69
"361","V361",97.96,1.98,"Fished","Andaman","Central Indo_Pacific",2894,5983,70,82
"362","V362",97.4,1.9,"Fished","Andaman","Central Indo_Pacific",3368,1786,24,59
"363","V363",98.12,1.9,"Fished","Andaman","Central Indo_Pacific",3308,2220,4,45
"364","V364",98.12,1.74,"Fished","Andaman","Central Indo_Pacific",3007,4940,67,68
"365","V365",97.96,1.74,"Fished","Andaman","Central Indo_Pacific",3353,1116,21,74
"366","V366",98.2,1.74,"Fished","Andaman","Central Indo_Pacific",3621,1689,3,15
"367","V367",98.68,1.74,"Fished","Andaman","Central Indo_Pacific",3448,1225,10,59
"368","V368",97.96,1.82,"Fished","Andaman","Central Indo_Pacific",2517,2973,68,64
"369","V369",98.12,1.82,"Fished","Andaman","Central Indo_Pacific",2586,1177,33,65
"370","V370",98.6,1.82,"Fished","Andaman","Central Indo_Pacific",1883,2421,100,60
"371","V371",98.2,1.82,"Fished","Andaman","Central Indo_Pacific",2755,837,27,73
"372","V372",98.28,1.34,"Fished","Andaman","Central Indo_Pacific",2183,10975,112,34
"373","V373",98.36,1.34,"Fished","Andaman","Central Indo_Pacific",1855,2503,80,56
"374","V374",97.08,1.34,"Fished","Andaman","Central Indo_Pacific",1724,979,56,53
"375","V375",98.36,1.42,"Fished","Andaman","Central Indo_Pacific",2495,4577,86,53
"376","V376",97.56,1.42,"Fished","Andaman","Central Indo_Pacific",1183,3437,60,28
"377","V377",97.08,1.26,"Fished","Andaman","Central Indo_Pacific",2515,4188,71,54
"378","V378",97.08,1.18,"Fished","Andaman","Central Indo_Pacific",2748,975,21,66
"379","V379",98.28,1.18,"Fished","Andaman","Central Indo_Pacific",1733,4351,71,50
"380","V380",97.24,1.18,"Fished","Andaman","Central Indo_Pacific",2647,852,24,70
"381","V381",98.28,1.26,"Fished","Andaman","Central Indo_Pacific",3003,2374,47,71
"382","V382",98.44,1.34,"Fished","Andaman","Central Indo_Pacific",3166,4969,51,85
"383","V383",97.24,1.26,"Fished","Andaman","Central Indo_Pacific",3335,3628,42,69
"384","V384",98.44,1.26,"Fished","Andaman","Central Indo_Pacific",3154,3146,6,77
"385","V385",98.28,1.5,"Fished","Andaman","Central Indo_Pacific",2756,1989,56,70
"386","V386",98.2,1.58,"Fished","Andaman","Central Indo_Pacific",2682,5040,83,62
"387","V387",98.28,1.58,"Fished","Andaman","Central Indo_Pacific",2105,5762,116,50
"388","V388",98.68,1.58,"MPA","Andaman","Central Indo_Pacific",2889,718,15,68
"389","V389",98.28,1.42,"Fished","Andaman","Central Indo_Pacific",3011,1475,26,68
"390","V390",98.12,1.5,"Fished","Andaman","Central Indo_Pacific",1457,336,36,35
"391","V391",97.32,1.58,"Fished","Andaman","Central Indo_Pacific",1714,483,38,57
"392","V392",98.44,1.5,"Fished","Andaman","Central Indo_Pacific",2243,4504,98,43
"393","V393",98.36,1.5,"Fished","Andaman","Central Indo_Pacific",1823,455,44,61
"394","V394",97.4,0.78,"Fished","Andaman","Central Indo_Pacific",2117,6052,118,36
"395","V395",97.32,0.78,"Fished","Andaman","Central Indo_Pacific",2663,3219,96,70
"396","V396",98.04,0.78,"Fished","Andaman","Central Indo_Pacific",2706,4038,107,79
"397","V397",97.24,0.86,"Fished","Andaman","Central Indo_Pacific",3065,5648,54,56
"398","V398",98.04,0.86,"Fished","Andaman","Central Indo_Pacific",2877,9172,100,61
"399","V399",98.28,0.86,"Fished","Andaman","Central Indo_Pacific",2565,4032,95,41
"400","V400",98.28,0.78,"Fished","Andaman","Central Indo_Pacific",2511,11403,98,45
"401","V401",97.72,0.54,"Fished","Andaman","Central Indo_Pacific",1774,6759,118,33
"402","V402",97.88,0.54,"Fished","Andaman","Central Indo_Pacific",2633,2903,80,54
"403","V403",97.96,0.62,"Fished","Andaman","Central Indo_Pacific",2566,2444,80,53
"404","V404",97.96,0.7,"Fished","Andaman","Central Indo_Pacific",2948,4662,58,73
"405","V405",97.96,1.1,"Fished","Andaman","Central Indo_Pacific",2818,4409,72,68
"406","V406",98.28,1.1,"Fished","Andaman","Central Indo_Pacific",2866,1772,39,76
"407","V407",98.28,1.02,"Fished","Andaman","Central Indo_Pacific",2064,5277,111,32
"408","V408",98.36,1.02,"Fished","Andaman","Central Indo_Pacific",2703,2541,88,66
"409","V409",98.36,1.18,"Fished","Andaman","Central Indo_Pacific",1584,491,47,49
"410","V410",98.44,1.18,"Fished","Andaman","Central Indo_Pacific",3049,3319,91,52
"411","V411",98.04,0.94,"Fished","Andaman","Central Indo_Pacific",3255,279,7,82
"412","V412",98.28,0.94,"Fished","Andaman","Central Indo_Pacific",3117,4818,59,61
"413","V413",97.24,0.94,"Fished","Andaman","Central Indo_Pacific",3002,8761,89,52
"414","V414",97.08,2.22,"MPA","Andaman","Central Indo_Pacific",3003,1063,62,60
"415","V415",98.44,1.66,"MPA","Andaman","Central Indo_Pacific",2743,1913,85,56
"416","V416",97.24,2.06,"MPA","Andaman","Central Indo_Pacific",3016,467,40,64
"417","V417",98.2,0.06,"Fished","Andaman","Central Indo_Pacific",2794,5395,81,47
"418","V418",97.88,0.06,"Fished","Andaman","Central Indo_Pacific",2976,366,37,54
"419","V419",98.2,-0.18,"Fished","Andaman","Central Indo_Pacific",2839,6145,103,37
"420","V420",97.88,-0.18,"Fished","Andaman","Central Indo_Pacific",2948,1330,68,60
"421","V421",98.28,-0.18,"Fished","Andaman","Central Indo_Pacific",2843,1432,73,58
"422","V422",97.8,-0.1,"Fished","Andaman","Central Indo_Pacific",2786,2353,74,32
"423","V423",98.2,-0.1,"MPA","Andaman","Central Indo_Pacific",3406,954,42,39
"424","V424",97.88,0.3,"Fished","Andaman","Central Indo_Pacific",3322,1256,48,47
"425","V425",97.88,0.38,"Fished","Andaman","Central Indo_Pacific",7261,6876,44,25
"426","V426",98.28,-0.5,"Fished","Andaman","Central Indo_Pacific",3463,1765,44,29
"427","V427",99.96,-0.66,"Fished","Andaman","Central Indo_Pacific",1635,1608,70,24
"428","V428",99.88,-0.66,"Fished","Andaman","Central Indo_Pacific",1516,1038,27,32
"429","V429",100.28,-0.82,"Fished","Andaman","Central Indo_Pacific",1560,886,59,33
"430","V430",100.28,-0.82,"Fished","Andaman","Central Indo_Pacific",3289,491,5,67
"431","V431",100.04,-0.74,"Fished","Andaman","Central Indo_Pacific",3149,495,14,64
"432","V432",102.12,-3.86,"Fished","Andaman","Central Indo_Pacific",3166,1646,39,85
"433","V433",102.2,-3.94,"Fished","Andaman","Central Indo_Pacific",3127,890,29,80
"434","V434",102.12,-3.78,"Fished","Andaman","Central Indo_Pacific",3181,733,21,82
"435","V435",99,0.54,"Fished","Andaman","Central Indo_Pacific",3005,2089,34,75
"436","V436",98.76,0.78,"Fished","Andaman","Central Indo_Pacific",3341,360,5,75
"437","V437",98.84,0.3,"Fished","Andaman","Central Indo_Pacific",3277,837,16,93
"438","V438",98.84,0.38,"Fished","Andaman","Central Indo_Pacific",3191,5306,93,61
"439","V439",99,0.14,"Fished","Andaman","Central Indo_Pacific",3238,10017,48,13
"440","V440",99,-0.18,"Fished","Andaman","Central Indo_Pacific",2343,1952,74,18
"441","V441",99.4,-0.1,"Fished","Andaman","Central Indo_Pacific",3417,3778,52,24
"442","V442",99,0.3,"Fished","Andaman","Central Indo_Pacific",2931,1599,53,46
"443","V443",98.52,0.3,"Fished","Andaman","Central Indo_Pacific",2827,7813,77,18
"444","V444",100.52,-1.46,"MPA","Andaman","Central Indo_Pacific",2118,1293,74,33
"445","V445",100.6,-1.78,"MPA","Andaman","Central Indo_Pacific",1593,1156,70,37
"446","V446",100.28,-0.98,"Fished","Andaman","Central Indo_Pacific",2113,969,46,35
"447","V447",99.96,-0.9,"Fished","Andaman","Central Indo_Pacific",2833,1957,68,47
"448","V448",100.36,-1.3,"Fished","Andaman","Central Indo_Pacific",1789,7407,50,12
"449","V449",100.52,-3.06,"Fished","Andaman","Central Indo_Pacific",2864,1683,48,50
"450","V450",100.6,-3.46,"Fished","Andaman","Central Indo_Pacific",2682,4422,72,29
"451","V451",100.6,-3.22,"Fished","Andaman","Central Indo_Pacific",2985,2338,45,88
"452","V452",99.48,-2.1,"MPA","Andaman","Central Indo_Pacific",3018,2736,43,60
"453","V453",100.76,-1.86,"Fished","Andaman","Central Indo_Pacific",3024,2327,62,68
"454","V454",99.48,-2.18,"Fished","Andaman","Central Indo_Pacific",3053,2403,49,86
"455","V455",99.08,-1.86,"MPA","Andaman","Central Indo_Pacific",3231,2005,37,74
"456","V456",98.92,-0.26,"Fished","Andaman","Central Indo_Pacific",3257,335,5,60
"457","V457",98.68,-0.26,"Fished","Andaman","Central Indo_Pacific",3244,2127,32,72
"458","V458",99.32,-0.42,"Fished","Andaman","Central Indo_Pacific",3176,2321,28,66
"459","V459",99,-0.26,"Fished","Andaman","Central Indo_Pacific",2933,8788,67,8
"460","V460",99.16,-0.18,"Fished","Andaman","Central Indo_Pacific",2887,2198,48,79
"461","V461",99.48,-0.18,"Fished","Andaman","Central Indo_Pacific",2776,4917,54,51
"462","V462",99.24,-0.26,"Fished","Andaman","Central Indo_Pacific",3322,1591,32,28
"463","V463",99.32,-0.26,"Fished","Andaman","Central Indo_Pacific",3036,1753,43,79
"464","V464",98.76,-1.54,"Fished","Andaman","Central Indo_Pacific",1850,4602,83,14
"465","V465",98.76,-0.42,"Fished","Andaman","Central Indo_Pacific",3250,2059,41,53
"466","V466",98.6,-0.42,"Fished","Andaman","Central Indo_Pacific",3315,3001,37,40
"467","V467",99.88,-0.5,"Fished","Andaman","Central Indo_Pacific",3508,2841,46,26
"468","V468",99.48,-0.5,"Fished","Andaman","Central Indo_Pacific",3635,19414,37,13
"469","V469",101.48,-3.14,"Fished","Andaman","Central Indo_Pacific",3175,249,14,27
"470","V470",99.8,-0.58,"Fished","Andaman","Central Indo_Pacific",3470,9996,47,34
"471","V471",99.8,-0.5,"Fished","Andaman","Central Indo_Pacific",3344,3997,45,28
"472","V472",100.04,-0.66,"Fished","Andaman","Central Indo_Pacific",3386,1296,50,51
"473","V473",100.04,-0.58,"Fished","Andaman","Central Indo_Pacific",3595,15757,42,20
"474","V474",99.88,-0.42,"MPA","Andaman","Central Indo_Pacific",6704,3263,39,34
"475","V475",100.28,-0.9,"Fished","Andaman","Central Indo_Pacific",6594,1518,52,42
"476","V476",100.2,-0.9,"MPA","Andaman","Central Indo_Pacific",2490,2531,71,16
"477","V477",99.96,-0.74,"Fished","Andaman","Central Indo_Pacific",2550,5422,54,15
"478","V478",100.12,-0.66,"MPA","Andaman","Central Indo_Pacific",2875,4205,65,17
"479","V479",100.12,-0.82,"Fished","Andaman","Central Indo_Pacific",2944,7925,62,19
"480","V480",100.12,-0.82,"Fished","Andaman","Central Indo_Pacific",2958,2180,59,20
"481","V481",100.04,-0.82,"MPA","Andaman","Central Indo_Pacific",2707,3057,67,48
"482","V482",100.04,-0.82,"MPA","Andaman","Central Indo_Pacific",2058,1053,64,19
"483","V483",100.52,-1.62,"MPA","Andaman","Central Indo_Pacific",1642,2688,64,19
"484","V484",100.6,-1.62,"MPA","Andaman","Central Indo_Pacific",2328,920,68,22
"485","V485",100.52,-1.54,"MPA","Andaman","Central Indo_Pacific",2393,3690,70,16
"486","V486",100.44,-1.38,"MPA","Andaman","Central Indo_Pacific",2211,1175,69,15
"487","V487",100.44,-1.46,"MPA","Andaman","Central Indo_Pacific",3317,2357,65,28
"488","V488",99.56,-1.94,"Fished","Andaman","Central Indo_Pacific",2837,1466,62,27
"489","V489",100.6,-1.94,"MPA","Andaman","Central Indo_Pacific",2854,1475,51,22
"490","V490",100.68,-2.02,"Fished","Andaman","Central Indo_Pacific",3048,2220,66,30
"491","V491",100.52,-1.78,"Fished","Andaman","Central Indo_Pacific",2732,2531,61,30
"492","V492",100.6,-1.7,"MPA","Andaman","Central Indo_Pacific",2672,2564,66,37
"493","V493",100.6,-1.86,"MPA","Andaman","Central Indo_Pacific",2719,3075,57,32
"494","V494",100.28,-1.06,"Fished","Andaman","Central Indo_Pacific",2668,3004,44,29
"495","V495",100.28,-1.3,"Fished","Andaman","Central Indo_Pacific",2352,6458,81,31
"496","V496",100.36,-1.38,"Fished","Andaman","Central Indo_Pacific",2952,2566,42,33
"497","V497",100.28,-1.22,"Fished","Andaman","Central Indo_Pacific",2934,1573,43,43
"498","V498",99.88,-2.5,"Fished","Andaman","Central Indo_Pacific",2886,2355,63,36
"499","V499",100.04,-2.5,"Fished","Andaman","Central Indo_Pacific",2878,2189,39,37
"500","V500",99.96,-2.5,"Fished","Andaman","Central Indo_Pacific",2408,5590,39,27
"501","V501",99.96,-2.82,"Fished","Andaman","Central Indo_Pacific",2287,2195,61,37
"502","V502",100.28,-2.74,"Fished","Andaman","Central Indo_Pacific",1744,1901,53,37
"503","V503",99.56,-2.26,"Fished","Andaman","Central Indo_Pacific",1724,3762,59,36
"504","V504",99.72,-2.42,"Fished","Andaman","Central Indo_Pacific",2441,3567,39,32
"505","V505",99.88,-2.34,"Fished","Andaman","Central Indo_Pacific",2281,1490,38,31
"506","V506",99.64,-2.34,"Fished","Andaman","Central Indo_Pacific",3506,216,3,75
"507","V507",100.2,-3.14,"Fished","Andaman","Central Indo_Pacific",3100,1038,27,86
"508","V508",100.52,-3.14,"Fished","Andaman","Central Indo_Pacific",3174,3508,91,50
"509","V509",100.52,-3.38,"Fished","Andaman","Central Indo_Pacific",3087,5774,98,50
"510","V510",100.44,-3.38,"Fished","Andaman","Central Indo_Pacific",3103,85,3,73
"511","V511",100.04,-2.9,"Fished","Andaman","Central Indo_Pacific",3222,462,6,65
"512","V512",100.12,-3.06,"Fished","Andaman","Central Indo_Pacific",3281,207,1,66
"513","V513",99.24,0.14,"Fished","Andaman","Central Indo_Pacific",3196,1114,28,90
"514","V514",98.92,0.14,"Fished","Andaman","Central Indo_Pacific",3017,2336,35,73
"515","V515",98.52,0.14,"Fished","Andaman","Central Indo_Pacific",3242,2038,41,77
"516","V516",98.52,0.06,"Fished","Andaman","Central Indo_Pacific",3213,4404,64,54
"517","V517",98.92,0.86,"Fished","Andaman","Central Indo_Pacific",3239,4435,95,70
"518","V518",98.92,0.7,"Fished","Andaman","Central Indo_Pacific",2983,5708,69,55
"519","V519",99,0.7,"Fished","Andaman","Central Indo_Pacific",2977,2406,68,60
"520","V520",98.92,0.22,"Fished","Andaman","Central Indo_Pacific",3052,2907,82,77
"521","V521",98.84,0.22,"Fished","Andaman","Central Indo_Pacific",3161,1669,38,61
"522","V522",98.68,0.3,"Fished","Andaman","Central Indo_Pacific",3141,2295,53,91
"523","V523",98.6,0.38,"Fished","Andaman","Central Indo_Pacific",3252,2004,50,70
"524","V524",98.52,0.22,"Fished","Andaman","Central Indo_Pacific",3213,2652,53,77
"525","V525",98.6,-0.26,"Fished","Andaman","Central Indo_Pacific",3103,1616,36,80
"526","V526",98.68,-0.18,"Fished","Andaman","Central Indo_Pacific",3593,237,3,53
"527","V527",98.76,-0.18,"Fished","Andaman","Central Indo_Pacific",3002,676,39,89
"528","V528",99.32,-0.34,"Fished","Andaman","Central Indo_Pacific",3590,62,0,40
"529","V529",99.08,-0.34,"Fished","Andaman","Central Indo_Pacific",3032,1191,29,76
"530","V530",99.24,-0.34,"Fished","Andaman","Central Indo_Pacific",2957,9827,93,56
"531","V531",99.16,-0.34,"Fished","Andaman","Central Indo_Pacific",2974,5628,78,60
"532","V532",98.92,-0.02,"Fished","Andaman","Central Indo_Pacific",3028,1791,63,85
"533","V533",99.48,-0.02,"Fished","Andaman","Central Indo_Pacific",3489,464,5,67
"534","V534",98.76,-0.02,"Fished","Andaman","Central Indo_Pacific",3018,1230,33,78
"535","V535",99.48,0.06,"Fished","Andaman","Central Indo_Pacific",2849,1978,67,53
"536","V536",98.84,-0.02,"Fished","Andaman","Central Indo_Pacific",2633,1287,60,70
"537","V537",98.6,-0.1,"Fished","Andaman","Central Indo_Pacific",2759,8969,72,30
"538","V538",98.6,-0.18,"Fished","Andaman","Central Indo_Pacific",2988,10599,100,31
"539","V539",98.76,-0.1,"Fished","Andaman","Central Indo_Pacific",2875,3799,77,32
"540","V540",99.32,-0.02,"Fished","Andaman","Central Indo_Pacific",3239,3626,42,62
"541","V541",99,-0.02,"Fished","Andaman","Central Indo_Pacific",3058,2212,46,74
"542","V542",98.76,-0.66,"Fished","Andaman","Central Indo_Pacific",3143,1842,39,65
"543","V543",98.68,-0.5,"Fished","Andaman","Central Indo_Pacific",3231,3962,36,56
"544","V544",99,-1.06,"Fished","Andaman","Central Indo_Pacific",3105,2652,37,76
"545","V545",98.92,-0.9,"Fished","Andaman","Central Indo_Pacific",2624,5785,82,70
"546","V546",99,-0.98,"Fished","Andaman","Central Indo_Pacific",2933,2115,73,54
"547","V547",99.64,-0.5,"Fished","Andaman","Central Indo_Pacific",2659,3048,72,60
"548","V548",99.56,-0.5,"Fished","Andaman","Central Indo_Pacific",2782,2864,74,53
"549","V549",99.4,-0.42,"Fished","Andaman","Central Indo_Pacific",2974,8296,97,56
"550","V550",99.64,-0.42,"Fished","Andaman","Central Indo_Pacific",3191,2064,47,50
"551","V551",99.48,-0.42,"Fished","Andaman","Central Indo_Pacific",2996,6469,68,25
"552","V552",98.6,-0.58,"Fished","Andaman","Central Indo_Pacific",2939,806,59,52
"553","V553",98.68,-0.66,"Fished","Andaman","Central Indo_Pacific",2831,539,58,55
"554","V554",98.6,-0.5,"Fished","Andaman","Central Indo_Pacific",2688,555,51,26
"555","V555",98.68,-0.58,"Fished","Andaman","Central Indo_Pacific",2704,493,49,45
"556","V556",98.36,-0.58,"Fished","Andaman","Central Indo_Pacific",2646,3313,61,35
