"","ID","Lon","Lat","General","PROVINCE","Kulbicki","crypto5BROF","crypto5BRIF","pare5BRin","pare5BRout"
"5618","V5618",38.12,18.86,"Fished","Red Sea and Gulf of Aden","Western Indian",3054,1965,16,26
"5619","V5619",41.48,18.14,"MPA","Red Sea and Gulf of Aden","Western Indian",3168,1703,11,31
"5620","V5620",41.24,18.22,"Fished","Red Sea and Gulf of Aden","Western Indian",2197,1048,20,27
"5621","V5621",40.84,18.3,"Fished","Red Sea and Gulf of Aden","Western Indian",1869,2429,41,22
"5622","V5622",41.16,18.22,"Fished","Red Sea and Gulf of Aden","Western Indian",3097,1580,19,34
"5623","V5623",40.92,18.3,"Fished","Red Sea and Gulf of Aden","Western Indian",3025,1491,18,38
"5624","V5624",41.64,17.9,"MPA","Red Sea and Gulf of Aden","Western Indian",3144,1581,16,31
"5625","V5625",38.52,18.14,"Fished","Red Sea and Gulf of Aden","Western Indian",3567,1116,4,19
"5626","V5626",38.6,18.06,"Fished","Red Sea and Gulf of Aden","Western Indian",3469,1368,5,27
"5627","V5627",40.68,18.46,"Fished","Red Sea and Gulf of Aden","Western Indian",3260,1956,8,33
"5628","V5628",40.84,18.22,"Fished","Red Sea and Gulf of Aden","Western Indian",2181,2082,20,22
"5629","V5629",40.76,18.3,"Fished","Red Sea and Gulf of Aden","Western Indian",2596,2107,28,29
"5630","V5630",41.48,18.22,"Fished","Red Sea and Gulf of Aden","Western Indian",2376,1847,25,29
"5631","V5631",41.4,18.38,"Fished","Red Sea and Gulf of Aden","Western Indian",2831,4166,23,29
"5632","V5632",41,17.66,"Fished","Red Sea and Gulf of Aden","Western Indian",2587,2447,20,29
"5633","V5633",41.72,17.74,"Fished","Red Sea and Gulf of Aden","Western Indian",2035,4083,38,25
"5634","V5634",41,17.74,"Fished","Red Sea and Gulf of Aden","Western Indian",2688,2938,28,24
"5635","V5635",41.32,17.74,"Fished","Red Sea and Gulf of Aden","Western Indian",2153,2921,33,25
"5636","V5636",41.4,17.66,"Fished","Red Sea and Gulf of Aden","Western Indian",2760,2885,37,27
"5637","V5637",41.64,17.74,"Fished","Red Sea and Gulf of Aden","Western Indian",2456,2362,27,22
"5638","V5638",41.72,17.66,"Fished","Red Sea and Gulf of Aden","Western Indian",2227,801,2,15
"5639","V5639",41.24,17.58,"Fished","Red Sea and Gulf of Aden","Western Indian",2823,2084,20,20
"5640","V5640",41.16,17.58,"Fished","Red Sea and Gulf of Aden","Western Indian",2483,3153,40,22
"5641","V5641",41.64,17.58,"Fished","Red Sea and Gulf of Aden","Western Indian",2162,2417,38,25
"5642","V5642",41.72,17.58,"Fished","Red Sea and Gulf of Aden","Western Indian",2377,2557,34,21
"5643","V5643",41.64,17.66,"Fished","Red Sea and Gulf of Aden","Western Indian",3143,1106,16,31
"5644","V5644",41.88,17.74,"MPA","Red Sea and Gulf of Aden","Western Indian",2861,2599,17,25
"5645","V5645",41.8,17.82,"MPA","Red Sea and Gulf of Aden","Western Indian",2054,1456,12,16
"5646","V5646",41.72,17.82,"MPA","Red Sea and Gulf of Aden","Western Indian",2146,3363,10,25
"5647","V5647",38.68,17.9,"Fished","Red Sea and Gulf of Aden","Western Indian",1640,3225,19,15
"5648","V5648",41.4,17.82,"Fished","Red Sea and Gulf of Aden","Western Indian",1433,4263,25,28
"5649","V5649",41.32,17.66,"Fished","Red Sea and Gulf of Aden","Western Indian",2020,1975,15,23
"5650","V5650",41.48,17.82,"Fished","Red Sea and Gulf of Aden","Western Indian",2099,1702,21,13
"5651","V5651",41.4,17.74,"Fished","Red Sea and Gulf of Aden","Western Indian",1811,1779,26,23
"5652","V5652",41.16,17.82,"Fished","Red Sea and Gulf of Aden","Western Indian",1849,1963,26,22
"5653","V5653",41.64,17.34,"Fished","Red Sea and Gulf of Aden","Western Indian",2695,1623,9,15
"5654","V5654",41.56,17.18,"Fished","Red Sea and Gulf of Aden","Western Indian",1799,4271,25,30
"5655","V5655",41.56,17.34,"Fished","Red Sea and Gulf of Aden","Western Indian",1993,3661,26,22
"5656","V5656",41.64,17.26,"Fished","Red Sea and Gulf of Aden","Western Indian",1877,2544,26,11
"5657","V5657",42.2,17.5,"Fished","Red Sea and Gulf of Aden","Western Indian",2076,1761,21,37
"5658","V5658",41.8,17.42,"Fished","Red Sea and Gulf of Aden","Western Indian",1043,882,18,19
"5659","V5659",41.32,17.5,"Fished","Red Sea and Gulf of Aden","Western Indian",3123,1146,18,25
"5660","V5660",41.24,17.5,"Fished","Red Sea and Gulf of Aden","Western Indian",2205,1202,21,38
"5661","V5661",41.32,17.58,"Fished","Red Sea and Gulf of Aden","Western Indian",2189,1460,19,44
"5662","V5662",41.8,17.5,"Fished","Red Sea and Gulf of Aden","Western Indian",1690,2017,19,37
"5663","V5663",41.88,17.42,"Fished","Red Sea and Gulf of Aden","Western Indian",2887,1669,21,33
"5664","V5664",42.44,16.78,"Fished","Red Sea and Gulf of Aden","Western Indian",963,1484,17,24
"5665","V5665",42.52,16.7,"Fished","Red Sea and Gulf of Aden","Western Indian",763,1638,17,18
"5666","V5666",42.28,16.86,"Fished","Red Sea and Gulf of Aden","Western Indian",156,218,7,6
"5667","V5667",42.2,16.54,"Fished","Red Sea and Gulf of Aden","Western Indian",93,229,6,5
"5668","V5668",41.72,16.54,"Fished","Red Sea and Gulf of Aden","Western Indian",266,361,7,6
"5669","V5669",41.88,16.38,"Fished","Red Sea and Gulf of Aden","Western Indian",180,226,7,7
"5670","V5670",41.64,16.54,"Fished","Red Sea and Gulf of Aden","Western Indian",349,218,5,7
"5671","V5671",42.28,16.14,"Fished","Red Sea and Gulf of Aden","Western Indian",331,205,7,7
"5672","V5672",42.68,16.22,"Fished","Red Sea and Gulf of Aden","Western Indian",314,232,5,6
"5673","V5673",42.36,16.06,"Fished","Red Sea and Gulf of Aden","Western Indian",494,243,3,4
"5674","V5674",41.96,16.3,"Fished","Red Sea and Gulf of Aden","Western Indian",428,359,1,4
"5675","V5675",42.2,16.3,"Fished","Red Sea and Gulf of Aden","Western Indian",692,541,3,2
"5676","V5676",42.36,15.58,"Fished","Red Sea and Gulf of Aden","Western Indian",602,764,3,2
"5677","V5677",42.04,15.1,"Fished","Red Sea and Gulf of Aden","Western Indian",155,226,2,1
"5678","V5678",42.44,15.74,"Fished","Red Sea and Gulf of Aden","Western Indian",0,0,0,0
"5679","V5679",42.36,15.66,"Fished","Red Sea and Gulf of Aden","Western Indian",246,482,3,3
"5680","V5680",42.36,15.74,"Fished","Red Sea and Gulf of Aden","Western Indian",59,70,4,1
"5681","V5681",42.36,15.5,"Fished","Red Sea and Gulf of Aden","Western Indian",240,118,1,3
"5682","V5682",42.44,15.66,"Fished","Red Sea and Gulf of Aden","Western Indian",224,436,3,3
"5683","V5683",41.8,15.58,"Fished","Red Sea and Gulf of Aden","Western Indian",503,278,3,3
"5684","V5684",41.8,15.5,"Fished","Red Sea and Gulf of Aden","Western Indian",271,397,3,3
"5685","V5685",142.28,-10.42,"Fished","Sahul Shelf","Central Indo_Pacific",539,905,2,3
"5686","V5686",142.2,-10.42,"Fished","Sahul Shelf","Central Indo_Pacific",574,1678,5,3
"5687","V5687",142.12,-10.5,"Fished","Sahul Shelf","Central Indo_Pacific",839,162,2,5
"5688","V5688",142.36,-10.42,"Fished","Sahul Shelf","Central Indo_Pacific",1029,622,4,3
"5689","V5689",142.36,-10.5,"Fished","Sahul Shelf","Central Indo_Pacific",851,465,4,3
"5690","V5690",142.44,-10.5,"Fished","Sahul Shelf","Central Indo_Pacific",160,186,3,1
"5691","V5691",142.52,-10.58,"Fished","Sahul Shelf","Central Indo_Pacific",277,69,2,3
"5692","V5692",134.12,-11.46,"Fished","Sahul Shelf","Central Indo_Pacific",227,40,1,5
"5693","V5693",133.96,-11.7,"Fished","Sahul Shelf","Central Indo_Pacific",430,2185,13,7
"5694","V5694",139.4,-16.26,"Fished","Sahul Shelf","Central Indo_Pacific",750,586,5,5
"5695","V5695",139.24,-16.26,"Fished","Sahul Shelf","Central Indo_Pacific",1651,1344,11,6
"5696","V5696",132.68,-10.34,"Fished","Sahul Shelf","Central Indo_Pacific",602,444,7,6
"5697","V5697",133.8,-11.3,"Fished","Sahul Shelf","Central Indo_Pacific",732,952,4,5
"5698","V5698",136.92,-11.62,"Fished","Sahul Shelf","Central Indo_Pacific",1723,438,2,2
"5699","V5699",140.12,-15.46,"Fished","Sahul Shelf","Central Indo_Pacific",1320,1166,17,2
"5700","V5700",136.6,-14.34,"Fished","Sahul Shelf","Central Indo_Pacific",2186,1613,15,5
"5701","V5701",136.68,-14.34,"Fished","Sahul Shelf","Central Indo_Pacific",250,253,5,3
"5702","V5702",135.88,-14.42,"Fished","Sahul Shelf","Central Indo_Pacific",277,165,6,3
"5703","V5703",139.32,-16.34,"Fished","Sahul Shelf","Central Indo_Pacific",1093,1575,4,6
"5704","V5704",138.76,-16.74,"Fished","Sahul Shelf","Central Indo_Pacific",365,169,5,2
"5705","V5705",139.88,-16.66,"Fished","Sahul Shelf","Central Indo_Pacific",323,204,5,2
"5706","V5706",139.4,-17.14,"Fished","Sahul Shelf","Central Indo_Pacific",1833,2324,12,10
"5707","V5707",139.64,-17.06,"Fished","Sahul Shelf","Central Indo_Pacific",1891,1130,8,9
"5708","V5708",136.2,-9.86,"Fished","Sahul Shelf","Central Indo_Pacific",1812,673,11,11
"5709","V5709",136.04,-9.94,"Fished","Sahul Shelf","Central Indo_Pacific",121,309,3,1
"5710","V5710",135.96,-9.94,"Fished","Sahul Shelf","Central Indo_Pacific",555,4819,26,9
"5711","V5711",132.44,-10.98,"Fished","Sahul Shelf","Central Indo_Pacific",571,6131,26,9
"5712","V5712",136.6,-11.46,"Fished","Sahul Shelf","Central Indo_Pacific",364,394,12,7
"5713","V5713",131.72,-11.3,"Fished","Sahul Shelf","Central Indo_Pacific",222,268,11,5
"5714","V5714",136.76,-11.22,"Fished","Sahul Shelf","Central Indo_Pacific",396,876,20,7
"5715","V5715",136.52,-11.54,"Fished","Sahul Shelf","Central Indo_Pacific",430,771,16,6
"5716","V5716",133.08,-11.46,"Fished","Sahul Shelf","Central Indo_Pacific",759,628,34,25
"5717","V5717",131.96,-11.54,"Fished","Sahul Shelf","Central Indo_Pacific",663,423,26,21
"5718","V5718",131.88,-11.38,"MPA","Sahul Shelf","Central Indo_Pacific",645,91,6,6
"5719","V5719",141.8,-11.86,"Fished","Sahul Shelf","Central Indo_Pacific",530,302,8,5
"5720","V5720",141.8,-11.78,"Fished","Sahul Shelf","Central Indo_Pacific",726,322,10,14
"5721","V5721",136.28,-11.7,"Fished","Sahul Shelf","Central Indo_Pacific",615,198,6,6
"5722","V5722",137,-12.42,"Fished","Sahul Shelf","Central Indo_Pacific",460,368,11,4
"5723","V5723",137,-12.34,"Fished","Sahul Shelf","Central Indo_Pacific",1241,927,18,19
"5724","V5724",131.32,-12.02,"Fished","Sahul Shelf","Central Indo_Pacific",850,244,14,8
"5725","V5725",131.4,-12.1,"Fished","Sahul Shelf","Central Indo_Pacific",1010,613,16,12
"5726","V5726",131.4,-12.02,"Fished","Sahul Shelf","Central Indo_Pacific",1539,1179,13,17
"5727","V5727",141.56,-12.58,"Fished","Sahul Shelf","Central Indo_Pacific",1089,399,10,19
"5728","V5728",141.96,-9.3,"Fished","Sahul Shelf","Central Indo_Pacific",239,790,3,9
"5729","V5729",142.04,-9.3,"Fished","Sahul Shelf","Central Indo_Pacific",253,658,5,8
"5730","V5730",141.64,-9.54,"Fished","Sahul Shelf","Central Indo_Pacific",495,747,34,25
"5731","V5731",141.56,-9.62,"Fished","Sahul Shelf","Central Indo_Pacific",1551,1555,25,22
"5732","V5732",141.64,-9.46,"Fished","Sahul Shelf","Central Indo_Pacific",1693,2294,32,21
"5733","V5733",141.56,-9.46,"Fished","Sahul Shelf","Central Indo_Pacific",1552,2417,32,21
"5734","V5734",134.84,-5.62,"Fished","Sahul Shelf","Central Indo_Pacific",779,619,14,11
"5735","V5735",134.84,-5.7,"Fished","Sahul Shelf","Central Indo_Pacific",1177,1409,26,10
"5736","V5736",136.28,-8.42,"Fished","Sahul Shelf","Central Indo_Pacific",798,2026,38,12
"5737","V5737",136.2,-8.42,"Fished","Sahul Shelf","Central Indo_Pacific",1118,2114,39,12
"5738","V5738",134.52,-7.06,"MPA","Sahul Shelf","Central Indo_Pacific",1303,1594,30,11
"5739","V5739",136.28,-8.5,"Fished","Sahul Shelf","Central Indo_Pacific",856,425,5,7
"5740","V5740",136.2,-8.5,"Fished","Sahul Shelf","Central Indo_Pacific",2136,414,25,25
"5741","V5741",134.2,-6.98,"Fished","Sahul Shelf","Central Indo_Pacific",1434,457,14,11
"5742","V5742",134.44,-7.06,"MPA","Sahul Shelf","Central Indo_Pacific",1101,1966,36,17
"5743","V5743",134.68,-6.98,"MPA","Sahul Shelf","Central Indo_Pacific",1240,923,22,12
"5744","V5744",134.36,-6.9,"Fished","Sahul Shelf","Central Indo_Pacific",363,1217,35,12
"5745","V5745",134.44,-6.98,"MPA","Sahul Shelf","Central Indo_Pacific",476,1825,43,11
"5746","V5746",129.88,-11.14,"Fished","Sahul Shelf","Central Indo_Pacific",869,1125,27,8
"5747","V5747",130.12,-10.9,"Fished","Sahul Shelf","Central Indo_Pacific",362,1060,30,11
"5748","V5748",129.16,-9.54,"Fished","Sahul Shelf","Central Indo_Pacific",608,1415,35,11
"5749","V5749",124.28,-15.06,"Fished","Sahul Shelf","Central Indo_Pacific",611,2115,42,14
"5750","V5750",124.2,-15.3,"MPA","Sahul Shelf","Central Indo_Pacific",975,2745,37,11
"5751","V5751",124.12,-15.3,"MPA","Sahul Shelf","Central Indo_Pacific",941,1796,40,13
"5752","V5752",127,-13.7,"Fished","Sahul Shelf","Central Indo_Pacific",688,2049,34,9
"5753","V5753",126.76,-13.7,"Fished","Sahul Shelf","Central Indo_Pacific",572,1284,32,10
"5754","V5754",125.8,-13.7,"Fished","Sahul Shelf","Central Indo_Pacific",2330,941,29,19
"5755","V5755",126.12,-13.7,"Fished","Sahul Shelf","Central Indo_Pacific",1007,127,3,4
"5756","V5756",126.12,-13.78,"Fished","Sahul Shelf","Central Indo_Pacific",1273,620,18,11
"5757","V5757",127.08,-13.78,"Fished","Sahul Shelf","Central Indo_Pacific",1488,914,33,19
"5758","V5758",125.8,-14.02,"Fished","Sahul Shelf","Central Indo_Pacific",2288,536,21,23
"5759","V5759",126.36,-13.78,"Fished","Sahul Shelf","Central Indo_Pacific",1413,1787,35,20
"5760","V5760",125.8,-13.78,"Fished","Sahul Shelf","Central Indo_Pacific",1710,706,25,20
"5761","V5761",126.2,-13.78,"Fished","Sahul Shelf","Central Indo_Pacific",1341,1100,24,23
"5762","V5762",125.8,-13.54,"Fished","Sahul Shelf","Central Indo_Pacific",1452,831,30,19
"5763","V5763",125.72,-13.54,"Fished","Sahul Shelf","Central Indo_Pacific",2058,1534,16,44
"5764","V5764",125.96,-13.62,"Fished","Sahul Shelf","Central Indo_Pacific",2127,1647,14,44
"5765","V5765",125.88,-13.54,"Fished","Sahul Shelf","Central Indo_Pacific",1714,1391,13,44
"5766","V5766",125.8,-13.62,"Fished","Sahul Shelf","Central Indo_Pacific",1607,1339,20,40
"5767","V5767",125.72,-13.62,"Fished","Sahul Shelf","Central Indo_Pacific",1553,2349,18,42
"5768","V5768",126.12,-13.62,"Fished","Sahul Shelf","Central Indo_Pacific",1174,2494,23,24
"5769","V5769",126.04,-13.62,"Fished","Sahul Shelf","Central Indo_Pacific",834,1313,36,25
"5770","V5770",126.04,-13.54,"Fished","Sahul Shelf","Central Indo_Pacific",990,1273,35,23
"5771","V5771",125.96,-13.54,"Fished","Sahul Shelf","Central Indo_Pacific",1768,774,27,21
"5772","V5772",125.96,-13.94,"Fished","Sahul Shelf","Central Indo_Pacific",1146,1735,38,23
"5773","V5773",126.04,-13.86,"Fished","Sahul Shelf","Central Indo_Pacific",1404,1190,35,23
"5774","V5774",127.48,-13.94,"Fished","Sahul Shelf","Central Indo_Pacific",2100,678,15,27
"5775","V5775",126.28,-13.78,"Fished","Sahul Shelf","Central Indo_Pacific",1874,1012,12,10
"5776","V5776",125.72,-13.94,"Fished","Sahul Shelf","Central Indo_Pacific",1759,2020,36,18
"5777","V5777",125.88,-14.02,"Fished","Sahul Shelf","Central Indo_Pacific",2151,799,25,18
"5778","V5778",125.72,-13.86,"Fished","Sahul Shelf","Central Indo_Pacific",2010,1674,31,18
"5779","V5779",125.8,-13.94,"Fished","Sahul Shelf","Central Indo_Pacific",2293,2419,22,31
"5780","V5780",125.16,-14.34,"Fished","Sahul Shelf","Central Indo_Pacific",1882,2285,28,19
"5781","V5781",124.68,-14.82,"Fished","Sahul Shelf","Central Indo_Pacific",1966,1172,22,15
"5782","V5782",123.24,-15.62,"Fished","Sahul Shelf","Central Indo_Pacific",1765,681,15,17
"5783","V5783",123.16,-15.62,"Fished","Sahul Shelf","Central Indo_Pacific",1727,1684,33,18
"5784","V5784",123.08,-15.54,"Fished","Sahul Shelf","Central Indo_Pacific",1717,1211,11,42
"5785","V5785",123.56,-15.38,"Fished","Sahul Shelf","Central Indo_Pacific",1226,1268,12,29
"5786","V5786",123.48,-15.38,"Fished","Sahul Shelf","Central Indo_Pacific",1650,2700,20,32
"5787","V5787",123.48,-15.3,"Fished","Sahul Shelf","Central Indo_Pacific",1511,1652,13,32
"5788","V5788",124.84,-14.42,"Fished","Sahul Shelf","Central Indo_Pacific",1343,890,11,38
"5789","V5789",125,-14.34,"Fished","Sahul Shelf","Central Indo_Pacific",1872,866,18,39
"5790","V5790",124.76,-14.82,"Fished","Sahul Shelf","Central Indo_Pacific",913,1524,8,28
"5791","V5791",124.84,-14.5,"Fished","Sahul Shelf","Central Indo_Pacific",1520,1117,10,41
"5792","V5792",124.92,-14.5,"Fished","Sahul Shelf","Central Indo_Pacific",1760,1294,21,41
"5793","V5793",125,-14.58,"Fished","Sahul Shelf","Central Indo_Pacific",1793,1440,15,45
"5794","V5794",124.28,-16.02,"Fished","Sahul Shelf","Central Indo_Pacific",1809,1622,24,37
"5795","V5795",124.04,-15.78,"MPA","Sahul Shelf","Central Indo_Pacific",1901,1493,15,34
"5796","V5796",124.12,-15.94,"Fished","Sahul Shelf","Central Indo_Pacific",2214,1624,24,17
"5797","V5797",124.04,-15.94,"MPA","Sahul Shelf","Central Indo_Pacific",1905,1037,14,17
"5798","V5798",123.32,-15.62,"Fished","Sahul Shelf","Central Indo_Pacific",1855,923,11,41
"5799","V5799",124.12,-15.78,"MPA","Sahul Shelf","Central Indo_Pacific",1629,2677,31,21
"5800","V5800",124.2,-15.86,"MPA","Sahul Shelf","Central Indo_Pacific",1825,1733,13,35
"5801","V5801",124.2,-15.94,"Fished","Sahul Shelf","Central Indo_Pacific",1351,918,10,15
"5802","V5802",124.04,-15.86,"MPA","Sahul Shelf","Central Indo_Pacific",863,748,3,6
"5803","V5803",123.24,-15.46,"Fished","Sahul Shelf","Central Indo_Pacific",1792,1606,3,8
"5804","V5804",123.16,-15.38,"Fished","Sahul Shelf","Central Indo_Pacific",1168,2564,7,8
"5805","V5805",123.32,-15.38,"Fished","Sahul Shelf","Central Indo_Pacific",2535,1552,6,7
"5806","V5806",123.24,-15.38,"Fished","Sahul Shelf","Central Indo_Pacific",1530,1913,9,12
"5807","V5807",123.08,-15.46,"Fished","Sahul Shelf","Central Indo_Pacific",1257,2411,12,12
"5808","V5808",123.24,-15.54,"Fished","Sahul Shelf","Central Indo_Pacific",1851,2027,6,13
"5809","V5809",123.08,-15.38,"Fished","Sahul Shelf","Central Indo_Pacific",1044,1011,12,8
"5810","V5810",123.16,-15.46,"Fished","Sahul Shelf","Central Indo_Pacific",957,1022,11,10
"5811","V5811",123.64,-15.46,"Fished","Sahul Shelf","Central Indo_Pacific",995,820,11,12
"5812","V5812",123.56,-15.46,"Fished","Sahul Shelf","Central Indo_Pacific",1299,522,9,9
"5813","V5813",123.64,-15.54,"Fished","Sahul Shelf","Central Indo_Pacific",905,1163,11,9
"5814","V5814",123.56,-15.54,"Fished","Sahul Shelf","Central Indo_Pacific",811,2735,23,9
"5815","V5815",124.12,-16.02,"MPA","Sahul Shelf","Central Indo_Pacific",1224,186,9,25
"5816","V5816",124.2,-16.02,"MPA","Sahul Shelf","Central Indo_Pacific",1602,447,20,20
"5817","V5817",123,-15.94,"MPA","Sahul Shelf","Central Indo_Pacific",1043,172,15,26
"5818","V5818",123.64,-15.94,"Fished","Sahul Shelf","Central Indo_Pacific",1065,386,16,24
"5819","V5819",123.08,-15.94,"MPA","Sahul Shelf","Central Indo_Pacific",1252,280,9,21
"5820","V5820",123.32,-16.18,"Fished","Sahul Shelf","Central Indo_Pacific",702,1081,16,16
"5821","V5821",130.44,-11.14,"Fished","Sahul Shelf","Central Indo_Pacific",1778,218,8,22
"5822","V5822",131.48,-11.3,"Fished","Sahul Shelf","Central Indo_Pacific",1392,560,12,20
"5823","V5823",131.4,-11.22,"Fished","Sahul Shelf","Central Indo_Pacific",917,1084,27,28
"5824","V5824",131.56,-11.38,"Fished","Sahul Shelf","Central Indo_Pacific",953,234,15,21
"5825","V5825",130.92,-11.94,"Fished","Sahul Shelf","Central Indo_Pacific",1295,120,4,21
"5826","V5826",131,-12.02,"Fished","Sahul Shelf","Central Indo_Pacific",893,619,23,22
"5827","V5827",130.76,-11.86,"Fished","Sahul Shelf","Central Indo_Pacific",1243,284,8,19
"5828","V5828",130.12,-12.9,"Fished","Sahul Shelf","Central Indo_Pacific",1805,269,9,20
"5829","V5829",130.6,-12.34,"Fished","Sahul Shelf","Central Indo_Pacific",1505,163,6,24
"5830","V5830",130.52,-12.42,"Fished","Sahul Shelf","Central Indo_Pacific",945,1080,28,29
"5831","V5831",130.28,-12.66,"Fished","Sahul Shelf","Central Indo_Pacific",0,0,0,0
"5832","V5832",130.28,-12.58,"Fished","Sahul Shelf","Central Indo_Pacific",0,0,0,0
"5833","V5833",142.44,-9.3,"Fished","Sahul Shelf","Central Indo_Pacific",885,2075,60,32
"5834","V5834",143.08,-9.3,"Fished","Sahul Shelf","Central Indo_Pacific",1283,1808,45,51
"5835","V5835",143,-9.3,"Fished","Sahul Shelf","Central Indo_Pacific",793,1870,71,34
"5836","V5836",143.16,-9.3,"Fished","Sahul Shelf","Central Indo_Pacific",675,1376,56,40
"5837","V5837",143.24,-9.38,"Fished","Sahul Shelf","Central Indo_Pacific",666,1005,46,32
"5838","V5838",143.16,-9.54,"Fished","Sahul Shelf","Central Indo_Pacific",1444,419,14,64
"5839","V5839",143.08,-9.54,"Fished","Sahul Shelf","Central Indo_Pacific",879,1182,49,40
"5840","V5840",143.16,-9.46,"Fished","Sahul Shelf","Central Indo_Pacific",883,1721,54,37
"5841","V5841",143.08,-9.46,"Fished","Sahul Shelf","Central Indo_Pacific",1235,1430,59,35
"5842","V5842",143.32,-9.38,"Fished","Sahul Shelf","Central Indo_Pacific",1068,900,34,36
"5843","V5843",143.32,-9.54,"Fished","Sahul Shelf","Central Indo_Pacific",776,1328,60,30
"5844","V5844",143.24,-9.54,"Fished","Sahul Shelf","Central Indo_Pacific",1079,858,44,39
"5845","V5845",143.32,-9.46,"Fished","Sahul Shelf","Central Indo_Pacific",928,818,35,56
"5846","V5846",143.24,-9.46,"Fished","Sahul Shelf","Central Indo_Pacific",925,846,39,62
"5847","V5847",143.08,-9.38,"Fished","Sahul Shelf","Central Indo_Pacific",1146,1065,50,42
"5848","V5848",143.16,-9.38,"Fished","Sahul Shelf","Central Indo_Pacific",1059,1163,50,36
"5849","V5849",143.24,-9.3,"Fished","Sahul Shelf","Central Indo_Pacific",2074,238,1,48
"5850","V5850",144.68,-10.18,"Fished","Sahul Shelf","Central Indo_Pacific",808,3682,40,36
"5851","V5851",145.48,-10.02,"Fished","Sahul Shelf","Central Indo_Pacific",1582,390,4,60
"5852","V5852",144.76,-9.94,"Fished","Sahul Shelf","Central Indo_Pacific",1107,2266,39,48
"5853","V5853",144.68,-10.02,"Fished","Sahul Shelf","Central Indo_Pacific",1307,2319,52,40
"5854","V5854",144.6,-10.1,"Fished","Sahul Shelf","Central Indo_Pacific",1180,820,45,46
"5855","V5855",146.36,-8.82,"Fished","Sahul Shelf","Central Indo_Pacific",1422,1328,50,43
"5856","V5856",144.84,-9.46,"Fished","Sahul Shelf","Central Indo_Pacific",1058,1212,36,36
"5857","V5857",144.92,-9.46,"Fished","Sahul Shelf","Central Indo_Pacific",1318,967,33,43
"5858","V5858",144.84,-9.7,"Fished","Sahul Shelf","Central Indo_Pacific",819,3039,60,48
"5859","V5859",144.76,-9.62,"Fished","Sahul Shelf","Central Indo_Pacific",1078,1737,54,45
"5860","V5860",144.84,-9.78,"Fished","Sahul Shelf","Central Indo_Pacific",1140,583,35,51
"5861","V5861",144.76,-9.7,"Fished","Sahul Shelf","Central Indo_Pacific",1582,230,2,6
"5862","V5862",144.76,-9.54,"Fished","Sahul Shelf","Central Indo_Pacific",472,749,5,5
"5863","V5863",144.76,-9.46,"Fished","Sahul Shelf","Central Indo_Pacific",1239,949,3,5
"5864","V5864",144.84,-9.62,"Fished","Sahul Shelf","Central Indo_Pacific",541,1377,3,3
"5865","V5865",144.84,-9.54,"Fished","Sahul Shelf","Central Indo_Pacific",1913,980,3,4
"5866","V5866",146.28,-8.5,"Fished","Sahul Shelf","Central Indo_Pacific",746,1512,4,4
"5867","V5867",143.48,-8.98,"Fished","Sahul Shelf","Central Indo_Pacific",486,372,1,3
"5868","V5868",146.28,-8.58,"Fished","Sahul Shelf","Central Indo_Pacific",187,439,1,2
"5869","V5869",143.48,-9.14,"Fished","Sahul Shelf","Central Indo_Pacific",636,1129,4,5
"5870","V5870",144.28,-9.38,"Fished","Sahul Shelf","Central Indo_Pacific",204,688,1,0
"5871","V5871",144.2,-9.38,"Fished","Sahul Shelf","Central Indo_Pacific",542,240,2,3
"5872","V5872",143.88,-9.38,"Fished","Sahul Shelf","Central Indo_Pacific",272,268,2,0
"5873","V5873",144.28,-9.46,"Fished","Sahul Shelf","Central Indo_Pacific",227,660,9,2
"5874","V5874",144.2,-9.46,"Fished","Sahul Shelf","Central Indo_Pacific",1950,982,2,4
"5875","V5875",143.88,-9.14,"Fished","Sahul Shelf","Central Indo_Pacific",898,1688,2,2
"5876","V5876",144.12,-9.3,"Fished","Sahul Shelf","Central Indo_Pacific",377,229,7,1
"5877","V5877",144.12,-9.38,"Fished","Sahul Shelf","Central Indo_Pacific",787,567,1,3
"5878","V5878",52.52,27.58,"Fished","Somali/Arabian","Western Indian",1427,1890,12,13
"5879","V5879",52.44,27.58,"Fished","Somali/Arabian","Western Indian",1937,1654,15,15
"5880","V5880",52.28,27.66,"Fished","Somali/Arabian","Western Indian",1488,1915,16,14
"5881","V5881",52.2,27.66,"Fished","Somali/Arabian","Western Indian",2131,1866,17,14
"5882","V5882",52.12,27.74,"Fished","Somali/Arabian","Western Indian",2534,3014,21,14
"5883","V5883",52.6,27.34,"Fished","Somali/Arabian","Western Indian",1443,181,5,7
"5884","V5884",53,27.1,"Fished","Somali/Arabian","Western Indian",1995,3106,22,16
"5885","V5885",52.92,27.1,"Fished","Somali/Arabian","Western Indian",2091,3555,10,8
"5886","V5886",52.52,27.5,"Fished","Somali/Arabian","Western Indian",2385,2981,10,10
"5887","V5887",50.28,29.18,"Fished","Somali/Arabian","Western Indian",2104,2197,9,11
"5888","V5888",50.36,29.18,"Fished","Somali/Arabian","Western Indian",2116,1762,9,11
"5889","V5889",50.28,29.26,"Fished","Somali/Arabian","Western Indian",2657,2267,7,10
"5890","V5890",54.52,25.9,"Fished","Somali/Arabian","Western Indian",1923,2024,7,11
"5891","V5891",50.84,28.86,"Fished","Somali/Arabian","Western Indian",2237,786,12,28
